Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         828,     5155, 540.78, -9.6, 3.97,-44.6,303.0, 17.4,        5155,    6.7, 540.78,-33.363817,153.086969, -9.6,   41.2,                  
         829,     5162, 540.28, -9.7, 4.02,-44.5,303.1, 17.4,        5162,    6.7, 540.28,-33.363890,153.087141, -9.7,   41.2,                  
         830,     5168, 539.82, -9.7, 4.11,-44.3,303.1, 17.5,        5168,    6.5, 539.82,-33.363974,153.087316, -9.7,   41.3,                  
         831,     5174, 539.41, -9.8, 4.24,-44.1,303.1, 17.5,        5174,    6.1, 539.41,-33.364068,153.087487, -9.8,   41.3,                  
         832,     5180, 539.01, -9.8, 4.39,-43.8,303.1, 17.5,        5180,    5.6, 539.01,-33.364168,153.087651, -9.8,   41.3,                  
         833,     5185, 538.64, -9.8, 4.56,-43.4,303.0, 17.5,        5185,    5.0, 538.64,-33.364272,153.087807, -9.8,   41.4,                  
         834,     5189, 538.35, -9.8, 4.70,-43.2,302.9, 17.5,        5189,    4.4, 538.35,-33.364378,153.087954, -9.8,   41.4,                  
         835,     5193, 538.09, -9.8, 4.78,-43.0,302.7, 17.6,        5193,    4.2, 538.09,-33.364483,153.088096, -9.8,   41.4,                  
         836,     5198, 537.78, -9.9, 4.83,-42.9,302.6, 17.6,        5198,    4.5, 537.78,-33.364586,153.088234, -9.8,   41.4,                  
         837,     5203, 537.42, -9.9, 4.91,-42.8,302.4, 17.6,        5203,    5.0, 537.42,-33.364683,153.088373, -9.9,   41.4,                  
         838,     5208, 537.04,-10.0, 5.02,-42.6,302.2, 17.6,        5208,    5.6, 537.04,-33.364777,153.088516, -9.9,   41.4,                  
         839,     5214, 536.61,-10.0, 5.22,-42.3,301.9, 17.6,        5214,    5.9, 536.61,-33.364871,153.088663,-10.0,   41.5,                  
         840,     5220, 536.18,-10.0, 5.44,-41.9,301.7, 17.7,        5220,    5.9, 536.18,-33.364967,153.088819,-10.0,   41.5,                  
         841,     5226, 535.79,-10.1, 5.61,-41.7,301.5, 17.7,        5226,    5.6, 535.79,-33.365062,153.088982,-10.0,   41.5,                  
         842,     5231, 535.43,-10.1, 5.70,-41.6,301.3, 17.7,        5231,    5.2, 535.43,-33.365151,153.089155,-10.1,   41.6,                  
         843,     5236, 535.12,-10.1, 5.73,-41.5,301.0, 17.7,        5236,    4.7, 535.12,-33.365230,153.089333,-10.1,   41.6,                  
         844,     5240, 534.80,-10.1, 5.76,-41.5,300.8, 17.7,        5240,    4.5, 534.80,-33.365296,153.089515,-10.1,   41.6,                  
         845,     5245, 534.48,-10.2, 5.83,-41.4,300.7, 17.7,        5245,    4.3, 534.48,-33.365355,153.089696,-10.1,   41.6,                  
         846,     5249, 534.21,-10.2, 5.97,-41.2,300.5, 17.8,        5249,    4.5, 534.21,-33.365412,153.089874,-10.2,   41.7,                  
         847,     5254, 533.86,-10.2, 6.14,-40.9,300.3, 17.8,        5254,    5.2, 533.86,-33.365471,153.090048,-10.2,   41.7,                  
         848,     5260, 533.44,-10.2, 6.26,-40.8,300.2, 17.8,        5260,    6.1, 533.44,-33.365534,153.090217,-10.2,   41.7,                  
         849,     5267, 532.95,-10.3, 6.26,-40.8,300.1, 17.8,        5267,    6.9, 532.95,-33.365602,153.090382,-10.3,   41.8,                  
         850,     5274, 532.41,-10.3, 6.16,-41.0,300.0, 17.8,        5275,    7.3, 532.41,-33.365671,153.090545,-10.3,   41.8,                  
         851,     5281, 531.89,-10.3, 6.03,-41.2,300.0, 17.8,        5282,    7.0, 531.89,-33.365741,153.090708,-10.3,   41.9,                  
         852,     5288, 531.48,-10.4, 5.92,-41.4,300.0, 17.8,        5288,    6.4, 531.48,-33.365814,153.090872,-10.3,   41.9,                  
         853,     5294, 531.11,-10.4, 5.85,-41.5,299.9, 17.8,        5294,    6.1, 531.11,-33.365893,153.091041,-10.4,   41.9,                  
         854,     5300, 530.69,-10.5, 5.85,-41.6,300.0, 17.8,        5300,    6.3, 530.69,-33.365977,153.091217,-10.5,   41.9,                  
         855,     5307, 530.20,-10.6, 5.88,-41.6,300.0, 17.8,        5307,    6.8, 530.20,-33.366064,153.091400,-10.5,   41.9,                  
         856,     5314, 529.67,-10.6, 5.90,-41.6,300.1, 17.8,        5314,    7.0, 529.67,-33.366152,153.091585,-10.6,   41.9,                  
         857,     5321, 529.21,-10.7, 5.91,-41.7,300.1, 17.8,        5321,    6.7, 529.21,-33.366239,153.091765,-10.7,   41.9,                  
         858,     5327, 528.81,-10.8, 5.91,-41.7,300.2, 17.8,        5327,    6.3, 528.81,-33.366328,153.091935,-10.7,   41.9,                  
         859,     5333, 528.39,-10.8, 5.92,-41.7,300.3, 17.8,        5333,    6.0, 528.39,-33.366417,153.092091,-10.8,   41.9,                  
         860,     5339, 527.98,-10.9, 5.96,-41.7,300.4, 17.8,        5339,    5.8, 527.98,-33.366503,153.092236,-10.9,   41.9,                  
         861,     5345, 527.59,-10.9, 6.02,-41.7,300.6, 17.8,        5345,    5.8, 527.59,-33.366584,153.092378,-10.9,   41.9,                  
         862,     5351, 527.20,-11.0, 6.07,-41.6,300.7, 17.8,        5350,    5.9, 527.20,-33.366659,153.092525,-11.0,   41.9,                  
         863,     5357, 526.78,-11.0, 6.13,-41.6,300.8, 17.8,        5357,    6.3, 526.78,-33.366734,153.092680,-11.0,   41.9,                  
         864,     5363, 526.31,-11.1, 6.22,-41.5,300.9, 17.8,        5363,    6.7, 526.31,-33.366813,153.092842,-11.1,   41.9,                  
         865,     5370, 525.81,-11.2, 6.38,-41.3,301.1, 17.9,        5370,    7.0, 525.81,-33.366896,153.093005,-11.1,   41.9,                  
         866,     5378, 525.32,-11.2, 6.62,-41.0,301.2, 17.9,        5378,    7.0, 525.32,-33.366981,153.093165,-11.2,   41.9,                  
         867,     5384, 524.86,-11.3, 6.84,-40.7,301.3, 17.9,        5384,    6.9, 524.86,-33.367067,153.093325,-11.3,   41.9,                  
         868,     5391, 524.41,-11.4, 6.98,-40.6,301.4, 17.9,        5391,    6.7, 524.41,-33.367152,153.093485,-11.3,   41.9,                  
         869,     5398, 523.95,-11.4, 7.09,-40.5,301.5, 17.9,        5398,    6.6, 523.95,-33.367239,153.093645,-11.4,   42.0,                  
         870,     5404, 523.50,-11.5, 7.21,-40.3,301.6, 18.0,        5404,    6.6, 523.50,-33.367327,153.093806,-11.4,   42.0,                  
         871,     5411, 523.05,-11.5, 7.33,-40.2,301.7, 18.0,        5411,    6.4, 523.05,-33.367415,153.093968,-11.5,   42.0,                  
         872,     5417, 522.63,-11.6, 7.49,-40.1,301.8, 18.0,        5417,    6.2, 522.63,-33.367502,153.094133,-11.6,   42.0,                  
         873,     5423, 522.23,-11.6, 7.68,-39.9,301.8, 18.1,        5423,    6.2, 522.23,-33.367590,153.094302,-11.6,   42.0,                  
         874,     5429, 521.79,-11.7, 7.88,-39.7,301.9, 18.1,        5429,    6.3, 521.79,-33.367677,153.094472,-11.7,   42.0,                  
         875,     5436, 521.34,-11.8, 8.13,-39.4,301.9, 18.1,        5436,    6.5, 521.34,-33.367764,153.094640,-11.7,   42.0,                  
         876,     5443, 520.89,-11.8, 8.43,-39.1,302.0, 18.2,        5443,    6.7, 520.89,-33.367849,153.094806,-11.8,   42.0,                  
         877,     5450, 520.43,-11.9, 8.63,-38.9,302.0, 18.2,        5450,    6.9, 520.43,-33.367932,153.094972,-11.9,   42.0,                  
         878,     5457, 519.94,-12.0, 8.74,-38.9,302.0, 18.3,        5457,    6.9, 519.94,-33.368016,153.095139,-11.9,   42.0,                  
         879,     5463, 519.47,-12.0, 8.82,-38.8,302.0, 18.3,        5463,    6.7, 519.47,-33.368103,153.095306,-12.0,   42.0,                  
         880,     5470, 519.05,-12.1, 8.90,-38.8,301.9, 18.3,        5470,    6.4, 519.05,-33.368190,153.095474,-12.0,   42.0,                  
         881,     5476, 518.64,-12.1, 8.96,-38.8,301.9, 18.4,        5476,    5.9, 518.64,-33.368273,153.095642,-12.1,   42.0,                  
         882,     5481, 518.28,-12.2, 9.01,-38.7,301.8, 18.4,        5481,    5.5, 518.28,-33.368353,153.095814,-12.1,   42.0,                  
         883,     5486, 517.92,-12.2, 9.09,-38.7,301.8, 18.5,        5486,    5.1, 517.92,-33.368434,153.095992,-12.2,   42.0,                  
         884,     5491, 517.60,-12.3, 9.19,-38.6,301.7, 18.5,        5491,    4.9, 517.60,-33.368519,153.096171,-12.2,   42.0,                  
         885,     5496, 517.29,-12.3, 9.27,-38.6,301.6, 18.6,        5496,    4.8, 517.29,-33.368612,153.096345,-12.3,   42.0,                  
         886,     5501, 516.96,-12.4, 9.29,-38.6,301.5, 18.6,        5501,    4.8, 516.96,-33.368709,153.096512,-12.3,   42.0,                  
         887,     5505, 516.61,-12.4, 9.29,-38.6,301.3, 18.7,        5505,    4.9, 516.61,-33.368807,153.096669,-12.4,   42.0,                  
         888,     5510, 516.28,-12.5, 9.31,-38.7,301.2, 18.7,        5510,    5.0, 516.28,-33.368902,153.096819,-12.4,   42.0,                  
         889,     5515, 515.94,-12.5, 9.41,-38.6,301.0, 18.8,        5515,    5.0, 515.94,-33.368997,153.096966,-12.5,   42.0,                  
         890,     5521, 515.61,-12.6, 9.62,-38.4,300.9, 18.8,        5521,    5.3, 515.61,-33.369093,153.097114,-12.5,   42.0,                  
         891,     5526, 515.23,-12.6, 9.95,-38.1,300.7, 18.9,        5526,    5.7, 515.23,-33.369192,153.097266,-12.6,   42.0,                  
         892,     5532, 514.79,-12.7,10.23,-37.9,300.5, 19.0,        5532,    6.1, 514.79,-33.369295,153.097428,-12.7,   42.0,                  
         893,     5539, 514.35,-12.8,10.44,-37.8,300.3, 19.0,        5539,    6.3, 514.35,-33.369397,153.097604,-12.7,   42.0,                  
         894,     5545, 513.95,-12.8,10.56,-37.7,300.1, 19.1,        5545,    6.5, 513.95,-33.369495,153.097793,-12.8,   42.0,                  
         895,     5552, 513.51,-12.9,10.60,-37.7,299.8, 19.1,        5552,    6.7, 513.51,-33.369583,153.097991,-12.8,   42.0,                  
         896,     5559, 513.02,-12.9,10.67,-37.7,299.6, 19.2,        5559,    7.0, 513.02,-33.369659,153.098193,-12.9,   42.0,                  
         897,     5566, 512.52,-13.0,10.79,-37.6,299.4, 19.2,        5566,    6.9, 512.52,-33.369726,153.098390,-12.9,   42.1,                  
         898,     5572, 512.09,-13.0,10.85,-37.6,299.2, 19.3,        5572,    6.4, 512.09,-33.369791,153.098578,-13.0,   42.1,                  
         899,     5578, 511.71,-13.1,10.84,-37.6,299.0, 19.4,        5578,    5.9, 511.71,-33.369860,153.098760,-13.0,   42.1,                  
         900,     5584, 511.36,-13.1,10.79,-37.7,298.7, 19.4,        5584,    5.6, 511.36,-33.369934,153.098942,-13.1,   42.1,                  
         901,     5590, 510.98,-13.2,10.76,-37.8,298.5, 19.5,        5589,    5.7, 510.98,-33.370012,153.099129,-13.1,   42.1,                  
         902,     5595, 510.55,-13.2,10.78,-37.8,298.3, 19.5,        5595,    6.0, 510.55,-33.370090,153.099322,-13.2,   42.1,                  
         903,     5601, 510.14,-13.3,10.81,-37.8,298.1, 19.6,        5602,    6.0, 510.14,-33.370169,153.099517,-13.2,   42.1,                  
         904,     5607, 509.75,-13.3,10.85,-37.8,297.9, 19.6,        5607,    5.9, 509.75,-33.370251,153.099712,-13.3,   42.1,                  
         905,     5613, 509.38,-13.4,10.87,-37.8,297.7, 19.7,        5613,    5.8, 509.38,-33.370339,153.099902,-13.3,   42.1,                  
         906,     5619, 509.00,-13.4,10.89,-37.9,297.6, 19.7,        5619,    5.8, 509.00,-33.370433,153.100083,-13.4,   42.1,                  
         907,     5625, 508.60,-13.5,10.91,-37.9,297.4, 19.8,        5625,    5.9, 508.60,-33.370529,153.100255,-13.4,   42.1,                  
         908,     5631, 508.19,-13.6,10.93,-37.9,297.3, 19.8,        5631,    6.1, 508.19,-33.370621,153.100420,-13.5,   42.1,                  
         909,     5637, 507.78,-13.6,10.94,-38.0,297.1, 19.9,        5637,    6.1, 507.78,-33.370705,153.100585,-13.6,   42.1,                  
         910,     5643, 507.38,-13.7,10.94,-38.0,297.0, 19.9,        5643,    5.8, 507.38,-33.370779,153.100759,-13.6,   42.1,                  
         911,     5648, 507.02,-13.7,10.95,-38.0,296.9, 20.0,        5648,    5.2, 507.02,-33.370848,153.100947,-13.6,   42.2,                  
         912,     5652, 506.72,-13.7,10.96,-38.0,296.8, 20.0,        5653,    4.4, 506.72,-33.370918,153.101150,-13.7,   42.2,                  
         913,     5656, 506.48,-13.7,10.97,-38.1,296.7, 20.0,        5656,    3.8, 506.48,-33.370992,153.101362,-13.7,   42.2,                  
         914,     5660, 506.27,-13.8,10.96,-38.1,296.6, 20.0,        5660,    3.6, 506.27,-33.371072,153.101580,-13.8,   42.2,                  
         915,     5664, 506.01,-13.9,10.96,-38.2,296.5, 20.1,        5663,    3.9, 506.01,-33.371157,153.101799,-13.8,   42.1,                  
         916,     5668, 505.70,-13.9,10.99,-38.2,296.4, 20.1,        5668,    4.7, 505.70,-33.371245,153.102012,-13.9,   42.1,                  
         917,     5674, 505.31,-14.0,11.05,-38.2,296.4, 20.1,        5674,    5.7, 505.31,-33.371334,153.102216,-14.0,   42.1,                  
         918,     5680, 504.88,-14.0,11.16,-38.1,296.3, 20.1,        5680,    6.4, 504.88,-33.371421,153.102411,-14.0,   42.1,                  
         919,     5687, 504.43,-14.1,11.27,-38.1,296.2, 20.1,        5687,    6.8, 504.43,-33.371502,153.102601,-14.0,   42.1,                  
         920,     5694, 503.95,-14.2,11.38,-38.0,296.1, 20.2,        5694,    6.9, 503.95,-33.371576,153.102793,-14.1,   42.1,                  
         921,     5701, 503.50,-14.2,11.46,-38.0,296.1, 20.2,        5701,    6.5, 503.50,-33.371645,153.102987,-14.2,   42.1,                  
         922,     5707, 503.13,-14.3,11.50,-38.0,296.0, 20.2,        5707,    6.0, 503.13,-33.371716,153.103185,-14.3,   42.1,                  
         923,     5713, 502.76,-14.3,11.46,-38.1,295.9, 20.2,        5712,    5.8, 502.76,-33.371793,153.103385,-14.3,   42.1,                  
         924,     5719, 502.36,-14.4,11.33,-38.3,295.8, 20.2,        5718,    6.0, 502.36,-33.371880,153.103583,-14.3,   42.1,                  
         925,     5725, 501.96,-14.4,11.08,-38.5,295.7, 20.2,        5725,    6.5, 501.96,-33.371971,153.103776,-14.4,   42.2,                  
         926,     5732, 501.46,-14.5,10.82,-38.8,295.6, 20.2,        5732,    7.0, 501.46,-33.372062,153.103964,-14.4,   42.2,                  
         927,     5739, 500.94,-14.6,10.65,-39.0,295.5, 20.2,        5739,    7.2, 500.94,-33.372148,153.104151,-14.5,   42.2,                  
         928,     5746, 500.50,-14.6,10.54,-39.1,295.4, 20.2,        5746,    6.9, 500.50,-33.372232,153.104337,-14.6,   42.2,                  
         929,     5753, 500.09,-14.7,10.41,-39.3,295.3, 20.3,        5753,    6.5, 500.09,-33.372316,153.104520,-14.6,   42.2,                  
         930,     5759, 499.68,-14.7,10.25,-39.5,295.1, 20.3,        5759,    6.4, 499.68,-33.372400,153.104701,-14.6,   42.3,                  
         931,     5766, 499.25,-14.7,10.05,-39.7,295.0, 20.3,        5766,    6.6, 499.25,-33.372478,153.104881,-14.7,   42.3,                  
         932,     5772, 498.79,-14.8, 9.76,-40.0,294.9, 20.3,        5772,    6.7, 498.79,-33.372552,153.105065,-14.7,   42.4,                  
         933,     5779, 498.34,-14.8, 9.30,-40.5,294.8, 20.3,        5779,    6.8, 498.34,-33.372622,153.105257,-14.7,   42.4,                  
         934,     5786, 497.90,-14.8, 8.80,-41.0,294.6, 20.3,        5786,    6.7, 497.90,-33.372691,153.105457,-14.7,   42.5,                  
         935,     5792, 497.47,-14.8, 8.33,-41.5,294.5, 20.3,        5792,    6.6, 497.47,-33.372760,153.105660,-14.7,   42.6,                  
         936,     5799, 497.04,-14.8, 7.89,-42.1,294.4, 20.3,        5799,    6.5, 497.04,-33.372830,153.105867,-14.8,   42.6,                  
         937,     5805, 496.60,-14.8, 7.54,-42.5,294.3, 20.3,        5805,    6.6, 496.60,-33.372899,153.106076,-14.8,   42.6,                  
         938,     5812, 496.20,-14.9, 7.32,-42.8,294.2, 20.3,        5812,    6.8, 496.20,-33.372972,153.106285,-14.9,   42.7,                  
         939,     5819, 495.74,-14.9, 7.20,-43.0,294.1, 20.3,        5819,    7.2, 495.74,-33.373045,153.106493,-14.9,   42.7,                  
         940,     5827, 495.19,-15.0, 7.11,-43.2,294.0, 20.4,        5827,    7.3, 495.19,-33.373119,153.106696,-15.0,   42.7,                  
         941,     5834, 494.73,-15.0, 7.03,-43.3,293.9, 20.3,        5834,    6.9, 494.73,-33.373189,153.106897,-15.0,   42.7,                  
         942,     5840, 494.35,-15.1, 6.94,-43.5,293.8, 20.3,        5840,    6.2, 494.35,-33.373258,153.107101,-15.0,   42.8,                  
         943,     5845, 493.99,-15.1, 6.86,-43.6,293.7, 20.3,        5846,    5.6, 493.99,-33.373330,153.107312,-15.1,   42.8,                  
         944,     5851, 493.64,-15.2, 6.82,-43.7,293.7, 20.3,        5851,    5.4, 493.64,-33.373408,153.107528,-15.1,   42.8,                  
         945,     5856, 493.29,-15.2, 6.81,-43.8,293.6, 20.3,        5856,    5.5, 493.29,-33.373493,153.107744,-15.2,   42.8,                  
         946,     5862, 492.91,-15.3, 6.78,-43.9,293.6, 20.3,        5862,    5.9, 492.91,-33.373580,153.107954,-15.2,   42.8,                  
         947,     5869, 492.49,-15.3, 6.73,-44.0,293.6, 20.3,        5868,    6.4, 492.49,-33.373661,153.108157,-15.3,   42.8,                  
         948,     5875, 492.03,-15.4, 6.64,-44.2,293.6, 20.2,        5875,    6.9, 492.03,-33.373733,153.108356,-15.4,   42.8,                  
         949,     5883, 491.55,-15.5, 6.52,-44.4,293.6, 20.2,        5883,    7.2, 491.55,-33.373798,153.108555,-15.4,   42.8,                  
         950,     5890, 491.08,-15.5, 6.41,-44.6,293.6, 20.2,        5890,    7.3, 491.08,-33.373861,153.108755,-15.5,   42.8,                  
         951,     5897, 490.60,-15.6, 6.36,-44.7,293.7, 20.2,        5897,    7.2, 490.60,-33.373925,153.108952,-15.6,   42.8,                  
         952,     5904, 490.15,-15.6, 6.35,-44.7,293.7, 20.1,        5904,    7.0, 490.15,-33.373988,153.109148,-15.6,   42.9,                  
         953,     5911, 489.73,-15.7, 6.35,-44.8,293.8, 20.1,        5911,    6.6, 489.73,-33.374050,153.109346,-15.6,   42.9,                  
         954,     5917, 489.32,-15.7, 6.34,-44.8,293.8, 20.1,        5917,    6.1, 489.32,-33.374112,153.109548,-15.7,   42.9,                  
         955,     5922, 488.95,-15.8, 6.34,-44.9,293.9, 20.0,        5923,    5.4, 488.95,-33.374179,153.109752,-15.7,   42.9,                  
         956,     5927, 488.66,-15.8, 6.34,-44.9,294.0, 20.0,        5927,    4.7, 488.66,-33.374254,153.109952,-15.8,   42.9,                  
         957,     5931, 488.41,-15.8, 6.34,-44.9,294.1, 20.0,        5931,    4.2, 488.41,-33.374334,153.110143,-15.8,   42.9,                  
         958,     5935, 488.13,-15.9, 6.34,-45.0,294.1, 20.0,        5935,    4.0, 488.13,-33.374418,153.110322,-15.9,   42.9,                  
         959,     5939, 487.87,-15.9, 6.35,-45.0,294.2, 20.0,        5939,    3.9, 487.87,-33.374501,153.110494,-15.9,   42.9,                  
         960,     5943, 487.63,-15.9, 6.38,-44.9,294.3, 20.1,        5943,    4.0, 487.63,-33.374583,153.110667,-15.9,   42.9,                  
         961,     5948, 487.36,-16.0, 6.41,-44.9,294.4, 20.1,        5947,    4.2, 487.36,-33.374662,153.110846,-16.0,   42.9,                  
         962,     5952, 487.04,-16.0, 6.45,-44.9,294.5, 20.1,        5952,    4.7, 487.04,-33.374739,153.111036,-16.0,   43.0,                  
         963,     5958, 486.72,-16.1, 6.50,-44.9,294.6, 20.2,        5957,    5.3, 486.72,-33.374815,153.111234,-16.1,   43.0,                  
         964,     5963, 486.33,-16.1, 6.54,-44.9,294.6, 20.3,        5963,    5.8, 486.33,-33.374892,153.111437,-16.1,   42.9,                  
         965,     5970, 485.91,-16.2, 6.56,-44.9,294.7, 20.3,        5970,    6.3, 485.91,-33.374969,153.111642,-16.2,   43.0,                  
         966,     5976, 485.50,-16.3, 6.56,-44.9,294.7, 20.4,        5976,    6.5, 485.50,-33.375043,153.111845,-16.2,   43.0,                  
         967,     5983, 485.09,-16.3, 6.53,-45.0,294.7, 20.5,        5983,    6.5, 485.09,-33.375112,153.112040,-16.3,   43.0,                  
         968,     5989, 484.65,-16.4, 6.46,-45.2,294.8, 20.7,        5989,    6.5, 484.65,-33.375171,153.112225,-16.3,   43.0,                  
         969,     5995, 484.24,-16.4, 6.33,-45.4,294.8, 20.8,        5995,    6.4, 484.24,-33.375224,153.112405,-16.4,   43.0,                  
         970,     6002, 483.86,-16.4, 6.18,-45.6,294.8, 20.9,        6002,    6.4, 483.86,-33.375276,153.112588,-16.4,   43.1,                  
         971,     6008, 483.46,-16.4, 6.01,-45.9,294.8, 21.1,        6008,    6.6, 483.46,-33.375334,153.112779,-16.4,   43.1,                  
         972,     6015, 482.96,-16.4, 5.83,-46.1,294.8, 21.2,        6015,    6.8, 482.96,-33.375405,153.112974,-16.4,   43.2,                  
         973,     6022, 482.52,-16.5, 5.65,-46.4,294.8, 21.4,        6022,    6.4, 482.52,-33.375491,153.113169,-16.4,   43.3,                  
         974,     6028, 482.19,-16.5, 5.46,-46.8,294.7, 21.5,        6028,    5.9, 482.19,-33.375590,153.113364,-16.4,   43.3,                  
         975,     6033, 481.85,-16.4, 5.27,-47.1,294.7, 21.7,        6033,    5.9, 481.85,-33.375695,153.113562,-16.4,   43.4,                  
         976,     6040, 481.42,-16.4, 5.11,-47.3,294.7, 21.9,        6040,    6.3, 481.42,-33.375801,153.113769,-16.4,   43.5,                  
         977,     6047, 480.98,-16.4, 4.98,-47.5,294.6, 22.0,        6046,    6.8, 480.98,-33.375904,153.113983,-16.4,   43.6,                  
         978,     6054, 480.52,-16.4, 4.88,-47.7,294.6, 22.2,        6054,    7.1, 480.52,-33.376007,153.114203,-16.3,   43.8,                  
         979,     6061, 480.04,-16.4, 4.79,-47.9,294.6, 22.3,        6061,    7.0, 480.04,-33.376109,153.114426,-16.3,   43.9,                  
         980,     6067, 479.63,-16.4, 4.71,-48.0,294.5, 22.5,        6067,    6.6, 479.63,-33.376208,153.114654,-16.4,   43.9,                  
         981,     6074, 479.26,-16.4, 4.61,-48.2,294.5, 22.6,        6074,    6.4, 479.26,-33.376302,153.114891,-16.4,   44.0,                  
         982,     6080, 478.86,-16.4, 4.50,-48.4,294.5, 22.8,        6080,    6.5, 478.86,-33.376388,153.115137,-16.4,   44.1,                  
         983,     6087, 478.41,-16.4, 4.36,-48.7,294.5, 22.9,        6087,    6.7, 478.41,-33.376466,153.115385,-16.4,   44.1,                  
         984,     6093, 477.97,-16.4, 4.21,-49.1,294.4, 23.0,        6094,    6.5, 477.97,-33.376539,153.115631,-16.4,   44.2,                  
         985,     6099, 477.58,-16.4, 4.05,-49.4,294.4, 23.1,        6100,    5.8, 477.58,-33.376611,153.115876,-16.4,   44.3,                  
         986,     6104, 477.28,-16.4, 3.93,-49.6,294.4, 23.2,        6104,    5.0, 477.28,-33.376685,153.116122,-16.4,   44.4,                  
         987,     6108, 477.03,-16.4, 3.88,-49.7,294.4, 23.3,        6109,    4.3, 477.03,-33.376759,153.116372,-16.4,   44.4,                  
         988,     6113, 476.77,-16.4, 3.86,-49.8,294.4, 23.3,        6113,    4.2, 476.77,-33.376832,153.116624,-16.4,   44.4,                  
         989,     6117, 476.48,-16.4, 3.83,-49.9,294.4, 23.4,        6117,    4.6, 476.48,-33.376906,153.116875,-16.4,   44.5,                  
         990,     6122, 476.16,-16.4, 3.81,-50.0,294.4, 23.4,        6122,    5.2, 476.16,-33.376981,153.117122,-16.4,   44.5,                  
         991,     6128, 475.77,-16.4, 3.80,-50.0,294.3, 23.5,        6128,    5.9, 475.77,-33.377060,153.117361,-16.4,   44.6,                  
         992,     6135, 475.35,-16.5, 3.80,-50.0,294.3, 23.5,        6135,    6.3, 475.35,-33.377141,153.117588,-16.5,   44.6,   fv             
         993,     6141, 474.94,-16.5, 3.81,-50.0,294.3, 23.5,        6141,    6.4, 474.94,-33.377228,153.117804,-16.5,   44.6,                  
         994,     6148, 474.56,-16.6, 3.81,-50.0,294.3, 23.5,        6148,    6.3, 474.56,-33.377323,153.118013,-16.6,   44.6,                  
         995,     6154, 474.17,-16.6, 3.82,-50.1,294.2, 23.5,        6154,    6.2, 474.17,-33.377424,153.118224,-16.6,   44.7,                  
         996,     6160, 473.76,-16.7, 3.83,-50.1,294.2, 23.5,        6160,    6.2, 473.76,-33.377532,153.118444,-16.7,   44.7,                  
         997,     6166, 473.38,-16.7, 3.83,-50.1,294.2, 23.5,        6166,    6.0, 473.38,-33.377644,153.118673,-16.7,   44.7,                  
         998,     6172, 473.03,-16.7, 3.82,-50.2,294.1, 23.5,        6172,    5.9, 473.03,-33.377758,153.118906,-16.7,   44.7,                  
         999,     6178, 472.65,-16.8, 3.82,-50.2,294.1, 23.5,        6178,    6.0, 472.65,-33.377870,153.119133,-16.8,   44.7,                  
        1000,     6184, 472.24,-16.8, 3.84,-50.2,294.0, 23.5,        6184,    6.2, 472.24,-33.377977,153.119350,-16.8,   44.7,                  
        1001,     6190, 471.84,-16.9, 3.86,-50.2,294.0, 23.4,        6190,    6.5, 471.84,-33.378073,153.119559,-16.9,   44.7,                  
        1002,     6197, 471.44,-17.0, 3.88,-50.2,293.9, 23.4,        6197,    6.8, 471.44,-33.378157,153.119766,-17.0,   44.7,                  
        1003,     6205, 470.99,-17.0, 3.90,-50.2,293.9, 23.4,        6204,    7.3, 470.99,-33.378234,153.119982,-17.0,   44.7,                  
        1004,     6212, 470.47,-17.1, 3.91,-50.2,293.8, 23.4,        6212,    7.6, 470.47,-33.378309,153.120209,-17.1,   44.7,                  
        1005,     6220, 469.97,-17.2, 3.92,-50.2,293.8, 23.3,        6220,    7.5, 469.97,-33.378389,153.120447,-17.2,   44.8,                  
        1006,     6227, 469.57,-17.2, 3.92,-50.3,293.8, 23.3,        6227,    7.1, 469.57,-33.378472,153.120688,-17.2,   44.8,                  
        1007,     6234, 469.15,-17.3, 3.92,-50.3,293.7, 23.3,        6234,    6.8, 469.15,-33.378553,153.120927,-17.3,   44.8,                  
        1008,     6240, 468.73,-17.3, 3.94,-50.3,293.7, 23.3,        6240,    6.6, 468.73,-33.378628,153.121165,-17.3,   44.8,                  
        1009,     6247, 468.33,-17.4, 3.97,-50.3,293.8, 23.3,        6247,    6.6, 468.33,-33.378697,153.121404,-17.4,   44.8,                  
        1010,     6253, 467.92,-17.5, 4.00,-50.3,293.8, 23.2,        6253,    6.4, 467.92,-33.378763,153.121649,-17.5,   44.8,                  
        1011,     6259, 467.52,-17.5, 4.05,-50.2,293.9, 23.2,        6259,    6.1, 467.52,-33.378832,153.121899,-17.5,   44.8,                  
        1012,     6265, 467.17,-17.6, 4.10,-50.2,293.9, 23.2,        6265,    5.5, 467.17,-33.378906,153.122147,-17.6,   44.8,                  
        1013,     6270, 466.88,-17.6, 4.14,-50.1,294.0, 23.2,        6270,    5.0, 466.88,-33.378983,153.122387,-17.6,   44.8,                  
        1014,     6274, 466.61,-17.6, 4.15,-50.1,294.2, 23.2,        6274,    4.7, 466.61,-33.379060,153.122614,-17.6,   44.8,                  
