Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         180,     1111, 889.33, 18.5,26.36, -1.1,333.5,  6.2,        1111,    6.2, 889.33,-33.322721,153.007459, 19.2,   28.5,                  
         181,     1117, 888.67, 18.5,26.52, -1.1,333.2,  6.3,        1117,    6.4, 888.67,-33.322773,153.007491, 19.2,   28.5,                  
         182,     1124, 887.97, 18.4,26.73, -1.0,332.9,  6.4,        1124,    6.5, 887.97,-33.322826,153.007522, 19.1,   28.5,                  
         183,     1131, 887.28, 18.3,26.94, -1.0,332.5,  6.4,        1131,    6.6, 887.28,-33.322879,153.007550, 19.1,   28.5,                  
         184,     1137, 886.61, 18.3,27.06, -0.9,332.1,  6.5,        1137,    6.5, 886.61,-33.322932,153.007578, 19.0,   28.5,                  
         185,     1144, 885.95, 18.3,27.12, -0.9,331.7,  6.6,        1144,    6.5, 885.95,-33.322985,153.007606, 19.0,   28.6,                  
         186,     1150, 885.28, 18.2,27.20, -1.0,331.2,  6.7,        1150,    6.5, 885.28,-33.323039,153.007635, 18.9,   28.6,                  
         187,     1157, 884.59, 18.1,27.31, -1.0,330.6,  6.8,        1157,    6.6, 884.59,-33.323095,153.007665, 18.8,   28.6,                  
         188,     1163, 883.91, 18.1,27.48, -0.9,330.0,  6.9,        1163,    6.6, 883.91,-33.323153,153.007696, 18.8,   28.6,                  
         189,     1170, 883.24, 18.0,27.66, -0.9,329.4,  7.0,        1170,    6.6, 883.24,-33.323211,153.007727, 18.7,   28.6,                  
         190,     1176, 882.55, 18.0,27.87, -0.8,328.8,  7.2,        1176,    6.5, 882.55,-33.323268,153.007759, 18.7,   28.6,                  
         191,     1183, 881.87, 17.9,28.10, -0.8,328.1,  7.3,        1183,    6.5, 881.87,-33.323323,153.007791, 18.6,   28.6,                  
         192,     1189, 881.22, 17.9,28.33, -0.7,327.4,  7.4,        1189,    6.5, 881.22,-33.323377,153.007825, 18.6,   28.6,                  
         193,     1196, 880.55, 17.8,28.59, -0.6,326.7,  7.5,        1196,    6.6, 880.55,-33.323430,153.007861, 18.5,   28.6,                  
         194,     1203, 879.84, 17.8,28.89, -0.5,326.1,  7.6,        1203,    6.9, 879.84,-33.323485,153.007897, 18.5,   28.6,                  
         195,     1210, 879.06, 17.7,29.15, -0.5,325.4,  7.8,        1210,    7.4, 879.06,-33.323541,153.007934, 18.4,   28.6,                  
         196,     1218, 878.27, 17.6,29.39, -0.4,324.7,  7.9,        1218,    7.7, 878.27,-33.323599,153.007973, 18.4,   28.7,                  
         197,     1226, 877.47, 17.6,29.67, -0.3,324.1,  8.0,        1226,    8.0, 877.47,-33.323661,153.008015, 18.3,   28.7,                  
         198,     1234, 876.61, 17.5,29.95, -0.3,323.5,  8.1,        1234,    8.2, 876.61,-33.323727,153.008060, 18.2,   28.7,                  
         199,     1242, 875.76, 17.4,30.13, -0.2,322.9,  8.3,        1242,    8.2, 875.76,-33.323797,153.008108, 18.2,   28.7,                  
         200,     1250, 874.95, 17.3,30.23, -0.3,322.3,  8.4,        1250,    8.1, 874.95,-33.323866,153.008162, 18.1,   28.7,                  
         201,     1258, 874.13, 17.3,30.38, -0.2,321.8,  8.5,        1258,    8.0, 874.13,-33.323932,153.008224, 18.0,   28.7,                  
         202,     1266, 873.31, 17.2,30.64, -0.2,321.3,  8.7,        1266,    8.0, 873.31,-33.323990,153.008296, 18.0,   28.7,                  
         203,     1274, 872.51, 17.2,30.95, -0.1,320.9,  8.8,        1274,    8.0, 872.51,-33.324043,153.008377, 17.9,   28.7,                  
         204,     1282, 871.67, 17.1,31.21,  0.0,320.5,  8.9,        1282,    8.1, 871.67,-33.324092,153.008462, 17.9,   28.8,                  
         205,     1291, 870.82, 17.0,31.43,  0.0,320.1,  9.1,        1291,    8.2, 870.82,-33.324141,153.008549, 17.8,   28.8,                  
         206,     1299, 869.97, 17.0,31.62,  0.1,319.8,  9.2,        1299,    8.1, 869.97,-33.324190,153.008633, 17.8,   28.8,                  
         207,     1307, 869.16, 16.9,31.80,  0.1,319.5,  9.3,        1307,    7.9, 869.16,-33.324243,153.008714, 17.7,   28.8,                  
         208,     1314, 868.41, 16.9,32.06,  0.1,319.3,  9.4,        1314,    7.7, 868.41,-33.324301,153.008790, 17.7,   28.9,                  
         209,     1322, 867.65, 16.8,32.49,  0.3,319.1,  9.5,        1322,    7.6, 867.65,-33.324364,153.008864, 17.6,   28.9,                  
         210,     1329, 866.85, 16.8,32.97,  0.5,318.9,  9.6,        1329,    7.6, 866.85,-33.324434,153.008936, 17.6,   29.0,                  
         211,     1337, 866.06, 16.8,33.27,  0.6,318.8,  9.7,        1337,    7.5, 866.06,-33.324508,153.009003, 17.6,   29.0,                  
         212,     1344, 865.34, 16.7,33.44,  0.6,318.7,  9.9,        1344,    7.2, 865.34,-33.324583,153.009068, 17.5,   29.0,                  
         213,     1351, 864.65, 16.7,33.74,  0.7,318.6, 10.0,        1351,    6.8, 864.65,-33.324659,153.009131, 17.5,   29.0,                  
         214,     1357, 863.98, 16.6,34.16,  0.8,318.5, 10.1,        1358,    6.5, 863.98,-33.324737,153.009192, 17.5,   29.1,                  
         215,     1364, 863.36, 16.6,34.60,  1.0,318.4, 10.1,        1364,    6.2, 863.36,-33.324816,153.009253, 17.4,   29.1,                  
         216,     1370, 862.76, 16.6,34.89,  1.1,318.3, 10.2,        1370,    6.1, 862.76,-33.324893,153.009317, 17.4,   29.1,                  
         217,     1376, 862.14, 16.6,34.99,  1.1,318.2, 10.3,        1376,    6.1, 862.14,-33.324970,153.009388, 17.4,   29.2,                  
         218,     1382, 861.49, 16.5,34.97,  1.0,318.2, 10.4,        1382,    6.3, 861.49,-33.325045,153.009464, 17.4,   29.2,                  
         219,     1389, 860.83, 16.5,34.90,  1.0,318.0, 10.5,        1389,    6.4, 860.83,-33.325116,153.009542, 17.3,   29.2,                  
         220,     1395, 860.18, 16.4,34.84,  0.9,317.9, 10.6,        1395,    6.4, 860.18,-33.325184,153.009621, 17.3,   29.2,                  
         221,     1401, 859.57, 16.4,34.83,  0.8,317.8, 10.7,        1401,    6.3, 859.57,-33.325251,153.009699, 17.2,   29.2,                  
         222,     1408, 858.91, 16.3,34.87,  0.8,317.6, 10.8,        1408,    6.3, 858.91,-33.325315,153.009775, 17.2,   29.3,                  
         223,     1414, 858.26, 16.3,35.01,  0.9,317.4, 10.8,        1414,    6.4, 858.26,-33.325379,153.009849, 17.1,   29.3,                  
         224,     1421, 857.62, 16.2,35.19,  0.9,317.1, 10.9,        1421,    6.6, 857.62,-33.325444,153.009923, 17.1,   29.3,                  
         225,     1427, 856.93, 16.2,35.33,  0.9,316.9, 11.0,        1427,    6.8, 856.93,-33.325509,153.009997, 17.0,   29.3,                  
         226,     1434, 856.22, 16.1,35.48,  0.9,316.6, 11.1,        1434,    7.0, 856.22,-33.325577,153.010071, 16.9,   29.3,                  
         227,     1441, 855.50, 16.0,35.62,  0.9,316.2, 11.2,        1441,    6.9, 855.50,-33.325646,153.010145, 16.9,   29.3,                  
         228,     1448, 854.82, 16.0,35.69,  0.8,315.9, 11.2,        1448,    6.5, 854.82,-33.325717,153.010222, 16.8,   29.3,                  
         229,     1454, 854.23, 15.9,35.70,  0.8,315.5, 11.3,        1454,    5.8, 854.23,-33.325793,153.010303, 16.8,   29.3,                  
         230,     1459, 853.72, 15.9,35.78,  0.8,315.1, 11.4,        1459,    5.3, 853.72,-33.325876,153.010387, 16.7,   29.3,                  
         231,     1464, 853.23, 15.9,35.91,  0.8,314.6, 11.4,        1464,    5.3, 853.23,-33.325965,153.010473, 16.7,   29.3,                  
         232,     1470, 852.66, 15.8,36.14,  0.9,314.2, 11.5,        1470,    5.9, 852.66,-33.326059,153.010561, 16.6,   29.3,                  
         233,     1477, 851.97, 15.7,36.33,  0.9,313.7, 11.5,        1477,    6.6, 851.97,-33.326157,153.010649, 16.6,   29.3,                  
         234,     1484, 851.21, 15.7,36.33,  0.8,313.2, 11.6,        1484,    7.1, 851.21,-33.326255,153.010736, 16.5,   29.4,                  
         235,     1491, 850.45, 15.7,36.17,  0.7,312.7, 11.6,        1491,    7.2, 850.45,-33.326348,153.010824, 16.5,   29.4,                  
         236,     1498, 849.78, 15.6,35.87,  0.6,312.2, 11.7,        1498,    7.1, 849.78,-33.326432,153.010916, 16.5,   29.4,                  
         237,     1505, 849.11, 15.6,35.56,  0.5,311.6, 11.7,        1505,    7.1, 849.11,-33.326504,153.011012, 16.5,   29.5,                  
         238,     1513, 848.36, 15.6,35.37,  0.4,311.1, 11.8,        1513,    7.5, 848.36,-33.326561,153.011114, 16.4,   29.6,                  
         239,     1521, 847.54, 15.6,35.17,  0.3,310.6, 11.8,        1521,    7.9, 847.54,-33.326608,153.011220, 16.4,   29.6,                  
         240,     1529, 846.72, 15.5,34.80,  0.1,310.1, 11.8,        1529,    8.1, 846.72,-33.326652,153.011329, 16.3,   29.6,                  
         241,     1537, 845.94, 15.5,34.43, -0.1,309.5, 11.9,        1537,    7.9, 845.94,-33.326701,153.011439, 16.3,   29.7,                  
         242,     1544, 845.17, 15.4,34.31, -0.2,309.0, 11.9,        1545,    7.5, 845.17,-33.326758,153.011548, 16.2,   29.7,                  
         243,     1551, 844.46, 15.4,34.34, -0.2,308.5, 11.9,        1551,    6.8, 844.46,-33.326825,153.011655, 16.2,   29.7,                  
         244,     1557, 843.87, 15.3,34.41, -0.2,308.0, 11.9,        1557,    6.1, 843.87,-33.326901,153.011763, 16.1,   29.7,                  
         245,     1563, 843.36, 15.3,34.49, -0.2,307.4, 12.0,        1563,    5.7, 843.36,-33.326982,153.011873, 16.1,   29.8,                  
         246,     1569, 842.79, 15.3,34.65, -0.2,306.9, 12.0,        1569,    6.0, 842.79,-33.327064,153.011987, 16.0,   29.8,                  
         247,     1576, 842.11, 15.2,34.86, -0.2,306.5, 12.0,        1575,    6.6, 842.11,-33.327139,153.012106, 16.0,   29.8,                  
         248,     1583, 841.36, 15.1,35.06, -0.2,306.0, 12.0,        1583,    7.1, 841.36,-33.327205,153.012227, 15.9,   29.8,                  
         249,     1590, 840.62, 15.0,35.12, -0.2,305.5, 12.1,        1590,    7.2, 840.62,-33.327259,153.012342, 15.8,   29.8,                  
         250,     1597, 839.94, 15.0,35.02, -0.3,305.0, 12.1,        1597,    6.7, 839.94,-33.327305,153.012448, 15.7,   29.8,                  
         251,     1602, 839.39, 14.9,34.91, -0.4,304.6, 12.1,        1603,    5.9, 839.39,-33.327346,153.012541, 15.7,   29.8,                  
         252,     1608, 838.89, 14.9,34.72, -0.5,304.2, 12.2,        1608,    5.3, 838.89,-33.327387,153.012625, 15.6,   29.8,                  
         253,     1613, 838.40, 14.8,34.39, -0.7,303.8, 12.2,        1613,    4.8, 838.40,-33.327431,153.012702, 15.6,   29.8,                  
         254,     1617, 837.94, 14.8,34.18, -0.8,303.4, 12.2,        1617,    4.6, 837.94,-33.327484,153.012777, 15.5,   29.8,                  
         255,     1622, 837.51, 14.7,34.15, -0.9,303.0, 12.3,        1622,    4.5, 837.51,-33.327548,153.012853, 15.5,   29.8,                  
         256,     1626, 837.06, 14.7,34.02, -0.9,302.6, 12.3,        1626,    4.6, 837.06,-33.327624,153.012937, 15.5,   29.8,                  
         257,     1631, 836.57, 14.7,33.97, -1.0,302.3, 12.4,        1631,    4.8, 836.57,-33.327706,153.013034, 15.4,   29.8,                  
         258,     1636, 836.08, 14.7,33.91, -1.0,302.0, 12.4,        1636,    5.0, 836.08,-33.327789,153.013147, 15.4,   29.8,                  
         259,     1641, 835.56, 14.6,33.85, -1.1,301.6, 12.5,        1641,    5.0, 835.56,-33.327868,153.013276, 15.4,   29.9,                  
         260,     1646, 835.06, 14.6,33.79, -1.2,301.4, 12.5,        1646,    4.8, 835.06,-33.327939,153.013416, 15.3,   29.9,                  
         261,     1651, 834.61, 14.6,33.50, -1.3,301.1, 12.6,        1651,    4.7, 834.61,-33.328001,153.013560, 15.3,   29.9,                  
         262,     1655, 834.17, 14.5,33.05, -1.5,300.8, 12.6,        1655,    4.8, 834.17,-33.328054,153.013703, 15.3,   29.9,                  
         263,     1661, 833.68, 14.5,32.90, -1.6,300.6, 12.6,        1660,    5.3, 833.68,-33.328098,153.013840, 15.2,   29.9,                  
         264,     1667, 833.05, 14.4,33.00, -1.6,300.4, 12.7,        1667,    6.0, 833.05,-33.328134,153.013970, 15.2,   29.9,                  
         265,     1673, 832.36, 14.4,33.07, -1.6,300.2, 12.7,        1673,    6.4, 832.36,-33.328168,153.014094, 15.1,   29.9,                  
         266,     1679, 831.75, 14.3,32.94, -1.7,300.0, 12.8,        1679,    6.2, 831.75,-33.328203,153.014215, 15.0,   29.9,                  
         267,     1685, 831.22, 14.3,32.79, -1.8,299.8, 12.8,        1685,    5.8, 831.22,-33.328243,153.014331, 15.0,   29.9,                  
         268,     1691, 830.70, 14.2,32.72, -1.9,299.7, 12.9,        1691,    5.5, 830.70,-33.328292,153.014445, 14.9,   29.9,  d v             
         269,     1696, 830.16, 14.2,32.68, -2.0,299.5, 12.9,        1696,    5.4, 830.16,-33.328351,153.014560, 14.8,   29.9,                  
         270,     1701, 829.62, 14.1,32.63, -2.1,299.4, 12.9,        1701,    5.3, 829.62,-33.328419,153.014679, 14.8,   29.9,                  
         271,     1707, 829.11, 14.1,32.49, -2.1,299.2, 13.0,        1707,    5.2, 829.11,-33.328494,153.014805, 14.7,   29.9,                  
         272,     1712, 828.60, 14.0,32.37, -2.3,299.1, 13.0,        1712,    5.1, 828.60,-33.328568,153.014939, 14.7,   29.9,                  
         273,     1717, 828.11, 13.9,32.25, -2.3,299.0, 13.0,        1717,    5.0, 828.11,-33.328635,153.015077, 14.6,   29.9,                  
         274,     1722, 827.63, 13.9,32.05, -2.5,298.9, 13.0,        1722,    5.2, 827.63,-33.328694,153.015214, 14.6,   29.9,                  
         275,     1727, 827.09, 13.9,31.94, -2.5,298.8, 13.0,        1727,    5.7, 827.09,-33.328745,153.015342, 14.6,   30.0,                  
         276,     1734, 826.46, 13.9,31.98, -2.5,298.7, 13.1,        1734,    6.3, 826.46,-33.328792,153.015460, 14.5,   30.0,                  
         277,     1740, 825.79, 13.8,32.01, -2.6,298.6, 13.1,        1740,    6.7, 825.79,-33.328842,153.015571, 14.5,   30.0,                  
         278,     1747, 825.11, 13.8,32.06, -2.6,298.5, 13.1,        1747,    6.8, 825.11,-33.328898,153.015681, 14.4,   30.0,                  
         279,     1754, 824.44, 13.7,32.12, -2.6,298.4, 13.1,        1754,    6.5, 824.44,-33.328959,153.015796, 14.4,   30.1,                  
         280,     1760, 823.88, 13.7,32.16, -2.6,298.4, 13.1,        1760,    6.1, 823.88,-33.329023,153.015912, 14.3,   30.1,                  
         281,     1765, 823.35, 13.6,32.23, -2.6,298.3, 13.1,        1765,    5.7, 823.35,-33.329090,153.016026, 14.3,   30.1,                  
         282,     1771, 822.78, 13.6,32.41, -2.6,298.3, 13.1,        1771,    5.6, 822.78,-33.329159,153.016136, 14.2,   30.1,                  
         283,     1777, 822.23, 13.5,32.67, -2.5,298.2, 13.1,        1777,    5.6, 822.23,-33.329229,153.016249, 14.2,   30.1,                  
         284,     1782, 821.71, 13.5,32.90, -2.5,298.2, 13.1,        1782,    5.7, 821.71,-33.329299,153.016370, 14.1,   30.1,                  
         285,     1788, 821.13, 13.4,33.15, -2.4,298.2, 13.1,        1788,    5.8, 821.13,-33.329362,153.016502, 14.1,   30.1,                  
         286,     1794, 820.51, 13.4,33.38, -2.4,298.2, 13.1,        1794,    5.8, 820.51,-33.329417,153.016641, 14.1,   30.1,                  
         287,     1799, 819.97, 13.4,33.52, -2.3,298.2, 13.1,        1800,    5.5, 819.97,-33.329465,153.016782, 14.0,   30.2,                  
         288,     1805, 819.50, 13.3,33.68, -2.3,298.2, 13.2,        1805,    5.1, 819.50,-33.329507,153.016919, 14.0,   30.2,                  
         289,     1809, 819.05, 13.3,33.98, -2.2,298.3, 13.2,        1809,    4.9, 819.05,-33.329544,153.017049, 14.0,   30.2,                  
         290,     1815, 818.58, 13.2,34.29, -2.1,298.4, 13.2,        1814,    5.1, 818.58,-33.329579,153.017172, 13.9,   30.2,                  
         291,     1820, 818.02, 13.1,34.55, -2.1,298.4, 13.2,        1820,    5.6, 818.02,-33.329614,153.017293, 13.8,   30.1,                  
         292,     1826, 817.42, 13.1,34.69, -2.1,298.6, 13.2,        1826,    5.9, 817.42,-33.329652,153.017416, 13.8,   30.2,                  
         293,     1832, 816.82, 13.0,34.76, -2.1,298.7, 13.3,        1832,    6.0, 816.82,-33.329696,153.017540, 13.7,   30.2,                  
         294,     1838, 816.25, 13.0,34.81, -2.2,298.8, 13.3,        1838,    5.7, 816.25,-33.329747,153.017664, 13.7,   30.2,                  
         295,     1843, 815.74, 12.9,34.95, -2.2,299.0, 13.3,        1843,    5.4, 815.74,-33.329803,153.017785, 13.6,   30.1,                  
         296,     1848, 815.24, 12.9,35.22, -2.1,299.2, 13.4,        1848,    5.3, 815.24,-33.329862,153.017906, 13.5,   30.1,                  
         297,     1854, 814.73, 12.8,35.44, -2.1,299.4, 13.4,        1854,    5.6, 814.73,-33.329922,153.018029, 13.5,   30.1,                  
         298,     1860, 814.14, 12.8,35.61, -2.1,299.5, 13.5,        1860,    6.0, 814.14,-33.329984,153.018155, 13.5,   30.1,                  
         299,     1867, 813.48, 12.7,35.79, -2.0,299.7, 13.5,        1867,    6.5, 813.48,-33.330050,153.018282, 13.4,   30.1,                  
         300,     1873, 812.82, 12.6,35.98, -2.0,299.9, 13.6,        1873,    6.6, 812.82,-33.330118,153.018408, 13.3,   30.1,                  
         301,     1880, 812.20, 12.5,36.08, -2.1,300.1, 13.6,        1880,    6.5, 812.20,-33.330187,153.018533, 13.3,   30.1,                  
         302,     1886, 811.60, 12.5,36.11, -2.1,300.3, 13.7,        1886,    6.3, 811.60,-33.330255,153.018659, 13.2,   30.1,                  
         303,     1892, 811.00, 12.4,36.16, -2.1,300.5, 13.8,        1892,    6.1, 811.00,-33.330325,153.018786, 13.1,   30.1,                  
         304,     1898, 810.44, 12.4,36.23, -2.2,300.7, 13.8,        1898,    5.9, 810.44,-33.330396,153.018912, 13.1,   30.1,                  
         305,     1904, 809.88, 12.3,36.36, -2.2,300.8, 13.9,        1904,    5.9, 809.88,-33.330468,153.019036, 13.0,   30.1,                  
         306,     1910, 809.29, 12.3,36.55, -2.1,301.0, 14.0,        1910,    6.2, 809.29,-33.330537,153.019162, 13.0,   30.1,                  
         307,     1917, 808.66, 12.2,36.77, -2.1,301.1, 14.1,        1917,    6.6, 808.66,-33.330606,153.019289, 12.9,   30.1,                  
         308,     1924, 807.98, 12.1,36.98, -2.1,301.2, 14.1,        1924,    6.9, 807.98,-33.330674,153.019417, 12.8,   30.2,                  
