Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         383,     1903, 807.78,  8.2,47.93, -2.2,273.2, 12.4,        1903,    5.6, 807.78,-34.062971,154.378501,  8.9,   26.0,                  
         384,     1908, 807.19,  8.2,47.94, -2.2,273.5, 12.4,        1908,    5.3, 807.19,-34.062978,154.378627,  8.9,   26.0,                  
         385,     1913, 806.73,  8.2,48.01, -2.2,273.8, 12.5,        1913,    5.0, 806.73,-34.062991,154.378751,  8.8,   26.0,                  
         386,     1918, 806.33,  8.1,48.14, -2.2,274.2, 12.5,        1918,    4.9, 806.33,-34.063008,154.378877,  8.8,   26.1,                  
         387,     1923, 805.81,  8.1,48.19, -2.2,274.5, 12.5,        1923,    5.2, 805.81,-34.063027,154.379007,  8.8,   26.1,                  
         388,     1929, 805.22,  8.1,48.09, -2.2,274.8, 12.5,        1929,    5.4, 805.22,-34.063045,154.379140,  8.8,   26.2,                  
         389,     1934, 804.67,  8.1,47.86, -2.3,275.1, 12.6,        1934,    5.3, 804.67,-34.063060,154.379275,  8.8,   26.2,                  
         390,     1939, 804.25,  8.1,47.56, -2.4,275.4, 12.6,        1939,    4.9, 804.25,-34.063074,154.379410,  8.8,   26.2,                  
         391,     1944, 803.83,  8.1,47.36, -2.4,275.6, 12.6,        1944,    4.7, 803.83,-34.063090,154.379541,  8.8,   26.3,                  
         392,     1948, 803.34,  8.1,47.12, -2.5,275.8, 12.7,        1948,    4.7, 803.34,-34.063106,154.379670,  8.8,   26.3,          Pi      
         393,     1953, 802.86,  8.1,46.38, -2.7,276.0, 12.7,        1953,    4.6, 802.86,-34.063122,154.379798,  8.8,   26.4,                  
         394,     1957, 802.44,  8.1,44.93, -3.1,276.1, 12.7,        1957,    4.5, 802.44,-34.063134,154.379926,  8.8,   26.5,          Pi      
         395,     1962, 802.02,  8.2,43.38, -3.5,276.2, 12.7,        1962,    4.4, 802.02,-34.063142,154.380055,  8.8,   26.6,                  
         396,     1966, 801.58,  8.2,42.66, -3.7,276.3, 12.8,        1966,    4.4, 801.58,-34.063146,154.380187,  8.8,   26.7,          Pi      
         397,     1971, 801.15,  8.2,42.63, -3.7,276.4, 12.8,        1971,    4.6, 801.15,-34.063147,154.380320,  8.8,   26.7,                  
         398,     1976, 800.65,  8.2,42.69, -3.7,276.5, 12.8,        1976,    5.0, 800.65,-34.063150,154.380454,  8.8,   26.8,          Pi      
         399,     1981, 800.15,  8.2,42.66, -3.7,276.6, 12.9,        1981,    5.4, 800.15,-34.063158,154.380588,  8.8,   26.8,                  
         400,     1987, 799.56,  8.2,42.58, -3.8,276.7, 12.9,        1987,    6.0, 799.56,-34.063176,154.380722,  8.8,   26.8,                  
         401,     1994, 798.94,  8.2,42.50, -3.8,276.8, 13.0,        1994,    6.5, 798.94,-34.063203,154.380853,  8.8,   26.9,                  
         402,     2001, 798.29,  8.2,42.44, -3.8,276.8, 13.0,        2001,    6.9, 798.29,-34.063236,154.380982,  8.8,   27.0,                  
         403,     2007, 797.58,  8.2,42.33, -3.9,276.8, 13.1,        2008,    6.9, 797.58,-34.063272,154.381111,  8.8,   27.0,                  
         404,     2014, 796.93,  8.2,42.19, -3.9,276.8, 13.1,        2014,    6.4, 796.93,-34.063305,154.381242,  8.8,   27.1,                  
         405,     2020, 796.40,  8.1,42.08, -4.0,276.7, 13.2,        2020,    5.6, 796.40,-34.063333,154.381381,  8.7,   27.1,                  
         406,     2024, 795.98,  8.1,42.02, -4.0,276.6, 13.2,        2025,    4.8, 795.98,-34.063355,154.381530,  8.7,   27.1,                  
         407,     2029, 795.57,  8.1,41.97, -4.1,276.4, 13.3,        2029,    4.4, 795.57,-34.063372,154.381687,  8.7,   27.1,  d v             
         408,     2033, 795.13,  8.1,41.92, -4.1,276.2, 13.3,        2033,    4.1, 795.13,-34.063388,154.381849,  8.7,   27.2,                  
         409,     2037, 794.73,  8.0,41.89, -4.1,275.9, 13.3,        2037,    3.9, 794.73,-34.063401,154.382012,  8.7,   27.2,T                 
         410,     2041, 794.40,  8.0,42.03, -4.1,275.7, 13.3,        2040,    3.9, 794.40,-34.063410,154.382176,  8.6,   27.2,                  
         411,     2045, 794.06,  8.0,42.28, -4.0,275.3, 13.3,        2045,    4.5, 794.06,-34.063413,154.382339,  8.6,   27.2,                  
         412,     2051, 793.51,  7.9,42.47, -4.0,275.0, 13.3,        2050,    5.4, 793.51,-34.063415,154.382499,  8.5,   27.2,                  
         413,     2056, 792.80,  7.9,42.53, -4.1,274.6, 13.3,        2057,    5.9, 792.80,-34.063417,154.382653,  8.5,   27.3,                  
         414,     2062, 792.24,  7.8,42.48, -4.1,274.2, 13.3,        2062,    5.5, 792.24,-34.063420,154.382801,  8.4,   27.3,                  
         415,     2067, 791.90,  7.8,42.42, -4.2,273.8, 13.3,        2067,    4.8, 791.90,-34.063425,154.382944,  8.4,   27.3,                  
         416,     2071, 791.51,  7.8,42.43, -4.2,273.3, 13.3,        2071,    4.7, 791.51,-34.063438,154.383086,  8.4,   27.3,                  
         417,     2077, 790.97,  7.7,42.52, -4.2,272.8, 13.2,        2076,    5.2, 790.97,-34.063457,154.383228,  8.3,   27.3,                  
         418,     2082, 790.38,  7.7,42.64, -4.2,272.3, 13.2,        2082,    5.5, 790.38,-34.063479,154.383370,  8.3,   27.3,                  
         419,     2088, 789.84,  7.7,42.70, -4.2,271.8, 13.1,        2088,    5.5, 789.84,-34.063497,154.383516,  8.3,   27.3,                  
         420,     2093, 789.37,  7.6,42.71, -4.2,271.3, 13.1,        2093,    5.3, 789.37,-34.063507,154.383666,  8.2,   27.4,                  
         421,     2098, 788.94,  7.6,42.72, -4.3,270.7, 13.0,        2098,    5.3, 788.94,-34.063507,154.383818,  8.2,   27.4,                  
         422,     2104, 788.34,  7.6,42.76, -4.3,270.1, 13.0,        2104,    5.5, 788.34,-34.063499,154.383971,  8.2,   27.4,                  
         423,     2109, 787.81,  7.5,42.78, -4.3,269.5, 12.9,        2109,    5.5, 787.81,-34.063486,154.384119,  8.1,   27.4,                  
         424,     2114, 787.29,  7.5,42.82, -4.3,268.9, 12.8,        2115,    5.3, 787.29,-34.063473,154.384257,  8.1,   27.4,                  
         425,     2119, 786.80,  7.4,42.91, -4.4,268.3, 12.8,        2120,    5.1, 786.80,-34.063465,154.384384,  8.0,   27.4,                  
         426,     2125, 786.39,  7.3,43.04, -4.4,267.7, 12.7,        2124,    5.1, 786.39,-34.063464,154.384503,  7.9,   27.4,                  
         427,     2130, 785.86,  7.3,43.25, -4.4,267.1, 12.6,        2130,    5.5, 785.86,-34.063472,154.384620,  7.9,   27.4,                  
         428,     2136, 785.24,  7.2,43.41, -4.4,266.5, 12.6,        2136,    6.0, 785.24,-34.063484,154.384741,  7.8,   27.4,                  
         429,     2142, 784.65,  7.2,43.53, -4.4,265.8, 12.5,        2142,    6.4, 784.65,-34.063493,154.384867,  7.8,   27.4,                  
         430,     2149, 784.02,  7.1,43.65, -4.4,265.2, 12.4,        2149,    6.4, 784.02,-34.063491,154.384996,  7.7,   27.4,                  
         431,     2155, 783.42,  7.1,43.76, -4.4,264.6, 12.3,        2155,    6.2, 783.42,-34.063477,154.385125,  7.7,   27.4,                  
         432,     2161, 782.88,  7.0,43.82, -4.4,263.9, 12.3,        2161,    5.6, 782.88,-34.063455,154.385252,  7.6,   27.4,                  
         433,     2166, 782.38,  7.0,43.76, -4.5,263.3, 12.2,        2166,    5.0, 782.38,-34.063429,154.385380,  7.6,   27.4,                  
         434,     2170, 782.01,  7.0,43.64, -4.5,262.6, 12.1,        2170,    4.6, 782.01,-34.063404,154.385513,  7.6,   27.5,                  
         435,     2175, 781.60,  6.9,43.68, -4.5,261.9, 12.0,        2175,    4.5, 781.60,-34.063380,154.385653,  7.5,   27.5,                  
         436,     2180, 781.11,  6.9,43.99, -4.5,261.3, 12.0,        2180,    4.8, 781.11,-34.063357,154.385801,  7.5,   27.5,                  
         437,     2184, 780.61,  6.9,44.33, -4.4,260.6, 11.9,        2185,    4.9, 780.61,-34.063334,154.385950,  7.5,   27.5,                  
         438,     2189, 780.16,  6.8,44.50, -4.4,260.0, 11.8,        2189,    4.8, 780.16,-34.063311,154.386096,  7.4,   27.5,                  
         439,     2194, 779.73,  6.8,44.53, -4.4,259.3, 11.8,        2194,    4.7, 779.73,-34.063286,154.386233,  7.4,   27.5,                  
         440,     2199, 779.29,  6.7,44.55, -4.5,258.6, 11.7,        2199,    4.7, 779.29,-34.063258,154.386362,  7.3,   27.5,                  
         441,     2204, 778.80,  6.7,44.54, -4.5,257.9, 11.7,        2204,    4.9, 778.80,-34.063229,154.386486,  7.3,   27.5,                  
         442,     2209, 778.33,  6.7,44.51, -4.5,257.3, 11.6,        2209,    5.1, 778.33,-34.063203,154.386608,  7.3,   27.5,                  
         443,     2214, 777.86,  6.6,44.45, -4.6,256.6, 11.6,        2214,    5.5, 777.86,-34.063184,154.386730,  7.2,   27.6,                  
         444,     2220, 777.26,  6.6,44.41, -4.6,255.9, 11.5,        2220,    6.2, 777.26,-34.063172,154.386852,  7.2,   27.6,                  
         445,     2227, 776.60,  6.6,44.27, -4.7,255.2, 11.5,        2227,    6.6, 776.60,-34.063160,154.386973,  7.2,   27.6,                  
         446,     2234, 775.94,  6.5,43.97, -4.8,254.5, 11.4,        2234,    6.5, 775.94,-34.063143,154.387090,  7.1,   27.7,                  
         447,     2239, 775.40,  6.5,43.60, -4.9,253.8, 11.4,        2240,    5.7, 775.40,-34.063120,154.387204,  7.1,   27.7,                  
         448,     2244, 774.99,  6.5,43.34, -5.0,253.2, 11.4,        2244,    4.8, 774.99,-34.063090,154.387312,  7.1,   27.8,                  
         449,     2248, 774.60,  6.5,43.29, -5.1,252.5, 11.4,        2248,    4.2, 774.60,-34.063057,154.387413,  7.1,   27.8,                  
         450,     2252, 774.21,  6.5,43.30, -5.1,251.8, 11.4,        2252,    4.1, 774.21,-34.063025,154.387507,  7.1,   27.8,                  
         451,     2257, 773.82,  6.5,43.19, -5.1,251.2, 11.4,        2256,    4.4, 773.82,-34.062996,154.387598,  7.0,   27.8,                  
         452,     2262, 773.35,  6.5,42.83, -5.3,250.6, 11.4,        2261,    5.0, 773.35,-34.062967,154.387691,  7.0,   27.9,                  
         453,     2267, 772.82,  6.5,42.18, -5.4,250.0, 11.4,        2267,    5.7, 772.82,-34.062938,154.387790,  7.0,   27.9,                  
         454,     2274, 772.19,  6.5,41.39, -5.7,249.4, 11.4,        2274,    6.4, 772.19,-34.062905,154.387896,  7.0,   28.0,                  
         455,     2281, 771.52,  6.5,40.55, -5.9,248.9, 11.5,        2281,    6.7, 771.52,-34.062868,154.388009,  7.0,   28.1,                  
         456,     2287, 770.88,  6.5,39.83, -6.2,248.3, 11.5,        2287,    6.8, 770.88,-34.062826,154.388126,  7.0,   28.2,                  
         457,     2294, 770.29,  6.5,39.38, -6.3,247.8, 11.6,        2294,    6.9, 770.29,-34.062781,154.388244,  7.0,   28.3,                  
         458,     2301, 769.68,  6.5,39.08, -6.4,247.4, 11.6,        2301,    7.1, 769.68,-34.062733,154.388360,  7.0,   28.3,                  
         459,     2308, 768.90,  6.4,38.86, -6.5,247.0, 11.6,        2309,    7.1, 768.90,-34.062687,154.388474,  7.0,   28.3,                  
         460,     2315, 768.25,  6.4,38.69, -6.6,246.5, 11.7,        2315,    6.5, 768.25,-34.062639,154.388586,  6.9,   28.4,                  
         461,     2320, 767.82,  6.4,38.55, -6.7,246.2, 11.8,        2321,    5.4, 767.82,-34.062589,154.388701,  6.9,   28.4,                  
         462,     2325, 767.38,  6.4,38.54, -6.7,245.8, 11.8,        2325,    4.5, 767.38,-34.062535,154.388821,  6.9,   28.4,                  
         463,     2329, 767.07,  6.3,38.60, -6.7,245.5, 11.9,        2329,    3.8, 767.07,-34.062479,154.388948,  6.8,   28.4,                  
         464,     2332, 766.70,  6.3,38.62, -6.7,245.3, 11.9,        2332,    3.4, 766.70,-34.062422,154.389082,  6.8,   28.5,                  
         465,     2335, 766.41,  6.3,38.62, -6.8,245.0, 12.0,        2335,    3.3, 766.41,-34.062366,154.389216,  6.8,   28.5,                  
         466,     2339, 766.12,  6.2,38.73, -6.8,244.8, 12.0,        2339,    3.4, 766.12,-34.062311,154.389346,  6.7,   28.4,                  
         467,     2342, 765.76,  6.2,38.93, -6.7,244.6, 12.1,        2342,    3.8, 765.76,-34.062259,154.389468,  6.7,   28.4,  d v             
         468,     2347, 765.33,  6.1,39.15, -6.7,244.4, 12.1,        2347,    4.4, 765.33,-34.062214,154.389583,  6.6,   28.4,                  
         469,     2352, 764.87,  6.1,39.33, -6.7,244.3, 12.2,        2352,    5.0, 764.87,-34.062175,154.389694,  6.6,   28.4,                  
         470,     2357, 764.39,  6.0,39.40, -6.7,244.2, 12.2,        2357,    5.5, 764.39,-34.062140,154.389805,  6.5,   28.4,                  
         471,     2363, 763.80,  6.0,39.43, -6.8,244.0, 12.2,        2363,    5.8, 763.80,-34.062105,154.389918,  6.5,   28.4,                  
         472,     2369, 763.23,  5.9,39.49, -6.8,244.0, 12.3,        2369,    5.6, 763.23,-34.062065,154.390031,  6.5,   28.5,                  
         473,     2374, 762.78,  5.9,39.53, -6.8,243.9, 12.3,        2374,    4.7, 762.78,-34.062018,154.390144,  6.4,   28.5,                  
         474,     2377, 762.47,  5.9,39.54, -6.8,243.8, 12.3,        2378,    3.9, 762.47,-34.061963,154.390258,  6.4,   28.5,                  
         475,     2381, 762.16,  5.8,39.67, -6.8,243.8, 12.3,        2381,    3.6, 762.16,-34.061903,154.390376,  6.3,   28.4,                  
         476,     2385, 761.83,  5.8,39.88, -6.8,243.7, 12.4,        2385,    3.9, 761.83,-34.061841,154.390500,  6.3,   28.4,                  
         477,     2390, 761.42,  5.7,40.06, -6.8,243.7, 12.4,        2389,    4.8, 761.42,-34.061782,154.390630,  6.2,   28.4,                  
         478,     2395, 760.81,  5.7,40.21, -6.8,243.7, 12.4,        2395,    5.7, 760.81,-34.061729,154.390765,  6.2,   28.5,                  
         479,     2401, 760.21,  5.6,40.29, -6.8,243.7, 12.4,        2401,    5.9, 760.21,-34.061682,154.390903,  6.2,   28.5,                  
         480,     2407, 759.72,  5.6,40.31, -6.8,243.7, 12.4,        2407,    5.4, 759.72,-34.061638,154.391040,  6.1,   28.5,                  
         481,     2411, 759.30,  5.6,40.35, -6.8,243.8, 12.4,        2411,    4.7, 759.30,-34.061595,154.391171,  6.1,   28.5,                  
         482,     2416, 758.95,  5.5,40.55, -6.8,243.8, 12.4,        2416,    4.4, 758.95,-34.061550,154.391294,  6.0,   28.5,                  
         483,     2420, 758.52,  5.5,40.93, -6.7,243.9, 12.4,        2420,    4.7, 758.52,-34.061504,154.391409,  6.0,   28.5,                  
         484,     2426, 758.01,  5.4,41.52, -6.6,244.0, 12.4,        2426,    5.2, 758.01,-34.061455,154.391518,  5.9,   28.5,                  
         485,     2431, 757.48,  5.4,42.17, -6.4,244.2, 12.4,        2431,    5.5, 757.48,-34.061402,154.391626,  5.9,   28.5,                  
         486,     2437, 756.96,  5.3,42.69, -6.3,244.3, 12.4,        2437,    5.6, 756.96,-34.061349,154.391735,  5.8,   28.5,                  
         487,     2442, 756.46,  5.2,43.13, -6.3,244.5, 12.5,        2442,    5.6, 756.46,-34.061297,154.391846,  5.8,   28.5,                  
         488,     2448, 755.98,  5.2,43.54, -6.2,244.7, 12.5,        2448,    5.5, 755.98,-34.061248,154.391960,  5.7,   28.5,                  
         489,     2453, 755.45,  5.1,43.72, -6.2,244.9, 12.5,        2453,    5.4, 755.45,-34.061201,154.392074,  5.7,   28.5,                  
         490,     2458, 754.92,  5.1,43.82, -6.2,245.2, 12.5,        2458,    5.0, 754.92,-34.061151,154.392187,  5.7,   28.5,                  
         491,     2463, 754.54,  5.1,43.97, -6.2,245.5, 12.5,        2463,    4.4, 754.54,-34.061096,154.392299,  5.6,   28.5,                  
         492,     2466, 754.29,  5.1,44.14, -6.1,245.8, 12.6,        2466,    3.9, 754.29,-34.061038,154.392410,  5.6,   28.5,                  
         493,     2470, 753.88,  5.0,44.24, -6.1,246.1, 12.6,        2470,    4.0, 753.88,-34.060981,154.392522,  5.6,   28.5,                  
         494,     2474, 753.43,  5.0,44.29, -6.2,246.5, 12.6,        2475,    4.0, 753.43,-34.060927,154.392637,  5.5,   28.5,                  
         495,     2478, 753.11,  5.0,44.16, -6.2,246.9, 12.7,        2478,    3.7, 753.11,-34.060879,154.392758,  5.5,   28.5,                  
         496,     2482, 752.86,  4.9,43.67, -6.4,247.3, 12.7,        2482,    3.5, 752.86,-34.060835,154.392885,  5.5,   28.5,                  
         497,     2485, 752.48,  4.9,42.97, -6.6,247.7, 12.7,        2485,    3.6, 752.48,-34.060795,154.393017,  5.4,   28.6,                  
         498,     2489, 752.13,  4.9,42.55, -6.8,248.1, 12.7,        2489,    3.5, 752.13,-34.060756,154.393152,  5.4,   28.6,                  
         499,     2492, 751.84,  4.9,42.49, -6.8,248.5, 12.8,        2492,    3.4, 751.84,-34.060717,154.393288,  5.4,   28.6,                  
         500,     2496, 751.53,  4.8,42.55, -6.8,249.0, 12.8,        2496,    3.4, 751.53,-34.060678,154.393424,  5.4,   28.6,                  
         501,     2499, 751.21,  4.8,42.55, -6.8,249.4, 12.8,        2499,    3.5, 751.21,-34.060641,154.393562,  5.3,   28.6,                  
         502,     2503, 750.88,  4.8,42.46, -6.9,249.9, 12.8,        2503,    3.7, 750.88,-34.060604,154.393702,  5.3,   28.6,                  
         503,     2507, 750.48,  4.8,42.59, -6.9,250.3, 12.8,        2507,    4.0, 750.48,-34.060567,154.393844,  5.3,   28.7,                  
         504,     2511, 750.10,  4.7,42.92, -6.8,250.8, 12.8,        2511,    4.2, 750.10,-34.060527,154.393985,  5.3,   28.7,                  
         505,     2515, 749.72,  4.7,43.18, -6.7,251.3, 12.9,        2515,    4.4, 749.72,-34.060484,154.394123,  5.2,   28.7,                  
         506,     2520, 749.29,  4.7,43.18, -6.8,251.7, 12.9,        2520,    4.6, 749.29,-34.060443,154.394261,  5.2,   28.7,                  
         507,     2525, 748.84,  4.7,43.07, -6.8,252.2, 12.9,        2525,    4.8, 748.84,-34.060403,154.394401,  5.2,   28.7,                  
         508,     2530, 748.40,  4.6,43.06, -6.9,252.7, 12.9,        2530,    4.9, 748.40,-34.060365,154.394544,  5.1,   28.7,                  
         509,     2534, 747.94,  4.6,43.27, -6.8,253.1, 12.9,        2535,    4.8, 747.94,-34.060331,154.394691,  5.1,   28.7,                  
         510,     2539, 747.52,  4.6,43.51, -6.8,253.5, 12.9,        2539,    4.4, 747.52,-34.060298,154.394837,  5.1,   28.8,                  
         511,     2543, 747.17,  4.5,43.74, -6.7,254.0, 12.9,        2543,    4.0, 747.17,-34.060268,154.394979,  5.0,   28.8,                  
         512,     2547, 746.84,  4.5,44.01, -6.7,254.4, 12.9,        2547,    3.8, 746.84,-34.060238,154.395113,  5.0,   28.8,                  
         513,     2551, 746.48,  4.5,44.38, -6.6,254.8, 12.9,        2551,    4.1, 746.48,-34.060210,154.395242,  5.0,   28.8,                  
         514,     2556, 746.05,  4.4,44.89, -6.5,255.2, 12.9,        2555,    4.8, 746.05,-34.060185,154.395371,  4.9,   28.8,                  
         515,     2561, 745.54,  4.4,45.28, -6.4,255.6, 13.0,        2561,    5.7, 745.54,-34.060162,154.395500,  4.9,   28.8,                  
         516,     2568, 744.91,  4.3,45.42, -6.4,255.9, 13.0,        2568,    6.2, 744.91,-34.060140,154.395631,  4.8,   28.8,                  
         517,     2574, 744.28,  4.3,45.40, -6.5,256.3, 13.0,        2574,    6.1, 744.28,-34.060118,154.395760,  4.8,   28.8,                  
         518,     2579, 743.84,  4.2,45.29, -6.5,256.6, 13.0,        2579,    5.4, 743.84,-34.060094,154.395884,  4.8,   28.8,                  
         519,     2584, 743.44,  4.2,45.19, -6.6,256.9, 13.1,        2584,    4.9, 743.44,-34.060069,154.396001,  4.7,   28.8,                  
         520,     2589, 743.01,  4.2,45.10, -6.7,257.2, 13.1,        2588,    4.9, 743.01,-34.060044,154.396113,  4.7,   28.8,                  
         521,     2594, 742.54,  4.1,44.89, -6.8,257.5, 13.1,        2594,    5.5, 742.54,-34.060020,154.396224,  4.6,   28.9,                  
         522,     2600, 741.93,  4.1,44.45, -6.9,257.8, 13.2,        2600,    6.3, 741.93,-34.059996,154.396341,  4.6,   28.9,                  
         523,     2607, 741.28,  4.0,43.73, -7.2,258.0, 13.2,        2607,    6.8, 741.28,-34.059973,154.396469,  4.5,   28.9,                  
         524,     2614, 740.67,  4.0,43.02, -7.4,258.2, 13.3,        2614,    6.9, 740.67,-34.059949,154.396609,  4.5,   28.9,                  
         525,     2621, 740.03,  4.0,42.59, -7.6,258.4, 13.3,        2621,    6.6, 740.03,-34.059925,154.396761,  4.5,   29.0,                  
         526,     2627, 739.49,  4.0,42.34, -7.7,258.6, 13.4,        2627,    5.9, 739.49,-34.059901,154.396921,  4.4,   29.0,                  
         527,     2632, 739.06,  4.0,42.18, -7.7,258.8, 13.4,        2632,    5.2, 739.06,-34.059880,154.397085,  4.4,   29.1,                  
         528,     2637, 738.64,  3.9,42.12, -7.8,259.0, 13.5,        2637,    4.9, 738.64,-34.059864,154.397249,  4.4,   29.1,                  
         529,     2642, 738.17,  3.9,42.09, -7.8,259.2, 13.5,        2642,    4.9, 738.17,-34.059853,154.397409,  4.4,   29.2,                  
         530,     2647, 737.70,  3.9,41.95, -7.8,259.3, 13.6,        2647,    4.9, 737.70,-34.059845,154.397564,  4.4,   29.2,                  
         531,     2651, 737.26,  3.9,41.80, -7.9,259.5, 13.6,        2651,    4.8, 737.26,-34.059834,154.397715,  4.4,   29.2,                  
         532,     2656, 736.84,  3.9,41.78, -7.9,259.6, 13.7,        2656,    4.6, 736.84,-34.059818,154.397866,  4.3,   29.2,                  
         533,     2660, 736.45,  3.8,41.86, -7.9,259.7, 13.7,        2660,    4.5, 736.45,-34.059794,154.398015,  4.3,   29.3,                  
         534,     2665, 736.06,  3.8,41.99, -7.9,259.8, 13.8,        2665,    4.8, 736.06,-34.059763,154.398164,  4.3,   29.3,                  
         535,     2671, 735.56,  3.8,42.07, -7.9,259.9, 13.8,        2670,    5.3, 735.56,-34.059728,154.398309,  4.3,   29.3,                  
         536,     2677, 734.98,  3.7,42.08, -8.0,260.0, 13.8,        2676,    5.9, 734.98,-34.059692,154.398454,  4.2,   29.3,                  
         537,     2683, 734.43,  3.7,42.07, -8.0,260.2, 13.8,        2683,    6.2, 734.43,-34.059655,154.398599,  4.2,   29.3,                  
         538,     2689, 733.89,  3.6,41.95, -8.1,260.3, 13.9,        2689,    6.3, 733.89,-34.059618,154.398748,  4.1,   29.3,                  
         539,     2695, 733.32,  3.6,41.75, -8.2,260.4, 13.9,        2695,    6.4, 733.32,-34.059584,154.398900,  4.1,   29.4,                  
         540,     2702, 732.70,  3.6,41.59, -8.3,260.5, 13.9,        2702,    6.4, 732.70,-34.059555,154.399056,  4.0,   29.4,                  
         541,     2708, 732.14,  3.5,41.44, -8.3,260.6, 13.9,        2708,    5.9, 732.14,-34.059534,154.399212,  4.0,   29.4,                  
         542,     2713, 731.67,  3.5,41.32, -8.4,260.7, 13.9,        2713,    5.2, 731.67,-34.059520,154.399366,  4.0,   29.5,                  
         543,     2718, 731.28,  3.5,41.36, -8.4,260.9, 13.9,        2718,    4.7, 731.28,-34.059513,154.399513,  3.9,   29.5,                  
         544,     2722, 730.91,  3.4,41.54, -8.4,261.0, 13.9,        2722,    4.8, 730.91,-34.059511,154.399651,  3.9,   29.4,                  
         545,     2728, 730.41,  3.4,41.72, -8.4,261.1, 13.9,        2728,    5.3, 730.41,-34.059511,154.399783,  3.8,   29.4,                  
         546,     2733, 729.82,  3.3,41.80, -8.4,261.3, 13.9,        2733,    5.7, 729.82,-34.059509,154.399914,  3.8,   29.5,                  
         547,     2739, 729.33,  3.2,41.80, -8.5,261.4, 13.9,        2739,    5.7, 729.33,-34.059499,154.400051,  3.7,   29.4,                  
         548,     2745, 728.86,  3.2,41.79, -8.6,261.6, 13.9,        2745,    5.7, 728.86,-34.059481,154.400197,  3.6,   29.4,                  
         549,     2750, 728.32,  3.1,41.85, -8.6,261.8, 13.8,        2751,    5.6, 728.32,-34.059456,154.400354,  3.6,   29.4,                  
         550,     2756, 727.81,  3.1,41.99, -8.6,261.9, 13.8,        2756,    5.4, 727.81,-34.059424,154.400521,  3.5,   29.4,                  
         551,     2761, 727.39,  3.0,42.07, -8.6,262.1, 13.8,        2761,    5.2, 727.39,-34.059389,154.400689,  3.5,   29.4,                  
         552,     2766, 726.91,  3.0,42.07, -8.6,262.3, 13.7,        2766,    5.2, 726.91,-34.059354,154.400851,  3.4,   29.5,                  
         553,     2772, 726.39,  2.9,42.01, -8.7,262.5, 13.7,        2772,    5.4, 726.39,-34.059324,154.401005,  3.4,   29.5,                  
         554,     2777, 725.96,  2.9,41.96, -8.8,262.7, 13.7,        2777,    5.6, 725.96,-34.059300,154.401153,  3.3,   29.5,                  
         555,     2783, 725.42,  2.8,42.00, -8.8,262.9, 13.6,        2783,    6.1, 725.42,-34.059286,154.401299,  3.3,   29.5,                  
         556,     2790, 724.78,  2.8,42.10, -8.8,263.1, 13.6,        2790,    6.4, 724.78,-34.059280,154.401446,  3.2,   29.5,                  
         557,     2796, 724.22,  2.8,42.11, -8.8,263.3, 13.6,        2796,    6.1, 724.22,-34.059279,154.401596,  3.2,   29.5,                  
         558,     2801, 723.74,  2.7,42.08, -8.9,263.5, 13.5,        2802,    5.6, 723.74,-34.059276,154.401749,  3.2,   29.5,                  
         559,     2807, 723.30,  2.7,42.02, -8.9,263.7, 13.5,        2807,    5.1, 723.30,-34.059270,154.401905,  3.1,   29.5,                  
         560,     2811, 722.87,  2.6,41.94, -9.0,263.9, 13.5,        2811,    4.8, 722.87,-34.059256,154.402061,  3.1,   29.5,                  
         561,     2816, 722.48,  2.6,41.84, -9.1,264.1, 13.4,        2816,    4.6, 722.48,-34.059237,154.402210,  3.0,   29.5,                  
         562,     2820, 722.06,  2.5,41.80, -9.1,264.3, 13.4,        2820,    4.6, 722.06,-34.059214,154.402348,  3.0,   29.5,                  
         563,     2825, 721.63,  2.5,41.91, -9.1,264.4, 13.4,        2825,    4.6, 721.63,-34.059193,154.402475,  2.9,   29.5,                  
         564,     2830, 721.23,  2.4,42.09, -9.1,264.6, 13.3,        2830,    4.7, 721.23,-34.059177,154.402594,  2.9,   29.6,                  
         565,     2835, 720.82,  2.4,42.19, -9.1,264.8, 13.3,        2835,    4.9, 720.82,-34.059167,154.402712,  2.9,   29.6,                  
         566,     2840, 720.33,  2.4,42.12, -9.2,264.9, 13.3,        2840,    5.1, 720.33,-34.059163,154.402833,  2.8,   29.6,                  
         567,     2845, 719.85,  2.3,41.93, -9.3,265.0, 13.3,        2845,    4.9, 719.85,-34.059162,154.402961,  2.8,   29.6,                  
         568,     2849, 719.45,  2.3,41.63, -9.4,265.1, 13.2,        2849,    4.4, 719.45,-34.059163,154.403095,  2.7,   29.6,                  
         569,     2853, 719.14,  2.3,41.32, -9.5,265.2, 13.2,        2853,    4.1, 719.14,-34.059165,154.403236,  2.7,   29.6,                  
         570,     2857, 718.80,  2.2,41.07, -9.6,265.2, 13.2,        2857,    4.4, 718.80,-34.059167,154.403386,  2.7,   29.6,  d v             
         571,     2863, 718.36,  2.2,40.85, -9.7,265.3, 13.2,        2862,    5.3, 718.36,-34.059168,154.403543,  2.7,   29.7,                  
