Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        1298,     6486, 448.18,-22.1, 48.44,-30.1,224.9, 19.9,        6486,    3.0, 448.18,-33.816554,154.099735,-22.0,   43.0,                  
        1299,     6489, 448.01,-22.1, 47.96,-30.2,224.8, 19.9,        6489,    3.1, 448.01,-33.816433,154.099887,-22.0,   43.0,                  
        1300,     6492, 447.80,-22.1, 47.36,-30.3,224.8, 19.9,        6492,    3.1, 447.80,-33.816310,154.100037,-22.0,   43.0,                  
        1301,     6495, 447.61,-22.1, 46.91,-30.5,224.7, 19.9,        6495,    3.2, 447.61,-33.816183,154.100187,-22.0,   43.0,                  
        1302,     6498, 447.41,-22.2, 46.61,-30.5,224.6, 19.9,        6498,    3.3, 447.41,-33.816052,154.100340,-22.0,   43.0,                  
        1303,     6502, 447.21,-22.2, 46.38,-30.6,224.6, 19.9,        6502,    3.4, 447.21,-33.815918,154.100495,-22.1,   43.0,                  
        1304,     6505, 447.00,-22.2, 46.17,-30.7,224.5, 20.0,        6505,    3.6, 447.00,-33.815783,154.100651,-22.1,   43.1,                  
        1305,     6509, 446.76,-22.2, 45.86,-30.8,224.4, 20.0,        6509,    3.8, 446.76,-33.815648,154.100806,-22.1,   43.1,                  
        1306,     6513, 446.51,-22.2, 45.27,-30.9,224.3, 20.0,        6513,    3.8, 446.51,-33.815516,154.100960,-22.1,   43.1,                  
        1307,     6517, 446.27,-22.2, 44.40,-31.1,224.2, 20.0,        6517,    3.7, 446.27,-33.815387,154.101110,-22.1,   43.2,                  
        1308,     6520, 446.09,-22.2, 43.51,-31.4,224.1, 20.0,        6520,    3.4, 446.09,-33.815259,154.101258,-22.1,   43.2,                  
        1309,     6523, 445.90,-22.2, 42.94,-31.5,224.0, 20.0,        6523,    3.3, 445.90,-33.815132,154.101407,-22.2,   43.2,                  
        1310,     6527, 445.68,-22.3, 42.80,-31.6,223.9, 20.0,        6527,    3.4, 445.68,-33.815006,154.101556,-22.2,   43.2,                  
        1311,     6530, 445.47,-22.3, 42.89,-31.6,223.8, 20.0,        6530,    3.5, 445.47,-33.814881,154.101707,-22.2,   43.2,                  
        1312,     6534, 445.26,-22.3, 43.02,-31.5,223.7, 20.0,        6534,    3.5, 445.26,-33.814755,154.101857,-22.2,   43.3,                  
        1313,     6537, 445.05,-22.3, 43.20,-31.5,223.6, 20.0,        6537,    3.5, 445.05,-33.814627,154.102006,-22.3,   43.3,                  
        1314,     6541, 444.84,-22.4, 43.34,-31.5,223.5, 20.0,        6541,    3.5, 444.84,-33.814499,154.102152,-22.3,   43.3,                  
        1315,     6544, 444.63,-22.4, 43.36,-31.5,223.4, 20.0,        6544,    3.4, 444.63,-33.814369,154.102297,-22.3,   43.3,                  
        1316,     6547, 444.42,-22.4, 43.36,-31.6,223.3, 20.0,        6548,    3.4, 444.42,-33.814238,154.102442,-22.3,   43.3,                  
        1317,     6551, 444.23,-22.5, 43.34,-31.6,223.2, 20.0,        6551,    3.3, 444.23,-33.814105,154.102588,-22.4,   43.3,                  
        1318,     6554, 444.03,-22.5, 43.27,-31.6,223.1, 20.0,        6554,    3.2, 444.03,-33.813970,154.102733,-22.4,   43.3,                  
        1319,     6557, 443.85,-22.5, 43.17,-31.7,223.0, 20.0,        6557,    3.1, 443.85,-33.813835,154.102879,-22.4,   43.3,                  
        1320,     6560, 443.67,-22.5, 43.11,-31.7,222.8, 20.0,        6560,    3.2, 443.67,-33.813701,154.103024,-22.4,   43.3,                  
        1321,     6564, 443.46,-22.6, 43.10,-31.8,222.7, 20.0,        6564,    3.3, 443.46,-33.813570,154.103171,-22.5,   43.3,                  
        1322,     6567, 443.24,-22.6, 43.10,-31.8,222.6, 20.0,        6567,    3.3, 443.24,-33.813438,154.103317,-22.5,   43.3,                  
        1323,     6570, 443.07,-22.6, 43.11,-31.8,222.5, 20.0,        6570,    3.0, 443.07,-33.813307,154.103461,-22.5,   43.3,                  
        1324,     6573, 442.90,-22.6, 43.12,-31.8,222.4, 20.0,        6573,    2.8, 442.90,-33.813174,154.103605,-22.5,   43.3,                  
        1325,     6575, 442.75,-22.7, 43.11,-31.8,222.4, 20.0,        6575,    2.9, 442.75,-33.813040,154.103749,-22.6,   43.3,                  
        1326,     6579, 442.55,-22.7, 43.15,-31.9,222.3, 20.0,        6578,    3.0, 442.55,-33.812908,154.103894,-22.6,   43.3,                  
        1327,     6582, 442.35,-22.7, 43.23,-31.9,222.2, 20.0,        6582,    3.3, 442.35,-33.812777,154.104040,-22.6,   43.3,                  
        1328,     6585, 442.15,-22.7, 43.26,-31.9,222.1, 20.1,        6585,    3.4, 442.15,-33.812646,154.104187,-22.7,   43.4,                  
        1329,     6589, 441.94,-22.8, 43.24,-31.9,222.0, 20.1,        6589,    3.5, 441.94,-33.812515,154.104334,-22.7,   43.4,                  
        1330,     6592, 441.72,-22.8, 43.24,-31.9,221.9, 20.1,        6592,    3.4, 441.72,-33.812384,154.104481,-22.7,   43.4,                  
        1331,     6595, 441.52,-22.8, 43.29,-32.0,221.8, 20.1,        6595,    3.3, 441.52,-33.812251,154.104627,-22.7,   43.4,                  
        1332,     6599, 441.34,-22.9, 43.39,-32.0,221.7, 20.1,        6599,    3.2, 441.34,-33.812117,154.104770,-22.8,   43.4,                  
        1333,     6602, 441.15,-22.9, 43.49,-32.0,221.7, 20.2,        6602,    3.2, 441.15,-33.811981,154.104910,-22.8,   43.4,                  
        1334,     6605, 440.95,-22.9, 43.55,-32.0,221.6, 20.2,        6605,    3.3, 440.95,-33.811844,154.105051,-22.8,   43.4,                  
        1335,     6609, 440.73,-22.9, 43.61,-32.0,221.5, 20.2,        6609,    3.3, 440.73,-33.811707,154.105191,-22.9,   43.4,                  
        1336,     6612, 440.54,-23.0, 43.69,-32.0,221.4, 20.2,        6612,    3.3, 440.54,-33.811569,154.105332,-22.9,   43.4,                  
        1337,     6615, 440.34,-23.0, 43.78,-32.0,221.4, 20.3,        6615,    3.3, 440.34,-33.811432,154.105475,-22.9,   43.4,                  
        1338,     6619, 440.14,-23.0, 43.85,-32.0,221.3, 20.3,        6619,    3.5, 440.14,-33.811295,154.105618,-22.9,   43.4,                  
        1339,     6622, 439.93,-23.1, 43.87,-32.0,221.2, 20.3,        6622,    3.6, 439.93,-33.811159,154.105762,-23.0,   43.4,                  
        1340,     6626, 439.69,-23.1, 43.90,-32.0,221.2, 20.3,        6626,    3.8, 439.69,-33.811024,154.105905,-23.0,   43.4,                  
        1341,     6630, 439.45,-23.1, 43.96,-32.0,221.1, 20.4,        6630,    3.7, 439.45,-33.810889,154.106048,-23.0,   43.5,                  
        1342,     6633, 439.25,-23.1, 43.99,-32.1,221.0, 20.4,        6633,    3.5, 439.25,-33.810752,154.106190,-23.0,   43.5,                  
        1343,     6636, 439.07,-23.1, 44.01,-32.1,221.0, 20.4,        6636,    3.2, 439.07,-33.810613,154.106333,-23.0,   43.5,                  
        1344,     6639, 438.89,-23.2, 44.10,-32.1,220.9, 20.5,        6639,    3.0, 438.89,-33.810473,154.106478,-23.1,   43.5,                  
        1345,     6642, 438.70,-23.2, 44.31,-32.0,220.9, 20.5,        6642,    2.9, 438.70,-33.810332,154.106625,-23.1,   43.5,                  
        1346,     6645, 438.54,-23.2, 44.63,-32.0,220.9, 20.5,        6645,    2.8, 438.54,-33.810189,154.106773,-23.1,   43.5,                  
        1347,     6648, 438.38,-23.2, 44.99,-31.9,220.8, 20.5,        6648,    2.9, 438.38,-33.810046,154.106922,-23.1,   43.5,                  
        1348,     6651, 438.20,-23.2, 45.21,-31.9,220.8, 20.5,        6651,    3.1, 438.20,-33.809904,154.107071,-23.1,   43.6,                  
        1349,     6654, 437.98,-23.3, 45.19,-31.9,220.8, 20.5,        6654,    3.4, 437.98,-33.809764,154.107220,-23.2,   43.6,                  
        1350,     6658, 437.77,-23.3, 45.04,-32.0,220.7, 20.5,        6658,    3.5, 437.77,-33.809626,154.107368,-23.2,   43.6,                  
        1351,     6661, 437.57,-23.3, 44.90,-32.0,220.7, 20.6,        6662,    3.5, 437.57,-33.809487,154.107514,-23.2,   43.6,                  
        1352,     6665, 437.35,-23.3, 44.90,-32.0,220.7, 20.6,        6665,    3.3, 437.35,-33.809347,154.107660,-23.2,   43.6,                  
        1353,     6668, 437.16,-23.3, 45.08,-32.0,220.7, 20.6,        6668,    3.1, 437.16,-33.809205,154.107806,-23.2,   43.6,                  
        1354,     6671, 437.01,-23.4, 45.30,-32.0,220.7, 20.6,        6671,    3.0, 437.01,-33.809062,154.107952,-23.3,   43.6,                  
        1355,     6674, 436.84,-23.4, 45.53,-31.9,220.7, 20.6,        6674,    3.1, 436.84,-33.808919,154.108097,-23.3,   43.6,                  
        1356,     6677, 436.62,-23.4, 45.84,-31.9,220.7, 20.6,        6677,    3.5, 436.62,-33.808775,154.108240,-23.3,   43.6,                  
        1357,     6681, 436.38,-23.5, 46.16,-31.9,220.7, 20.6,        6681,    3.7, 436.38,-33.808633,154.108383,-23.4,   43.7,                  
        1358,     6685, 436.16,-23.5, 46.39,-31.8,220.7, 20.6,        6685,    3.6, 436.16,-33.808492,154.108524,-23.4,   43.7,                  
        1359,     6688, 435.97,-23.5, 46.48,-31.8,220.7, 20.6,        6688,    3.3, 435.97,-33.808351,154.108665,-23.4,   43.7,                  
        1360,     6691, 435.79,-23.5, 46.45,-31.9,220.7, 20.6,        6691,    3.1, 435.79,-33.808210,154.108807,-23.5,   43.7,                  
        1361,     6694, 435.62,-23.6, 46.38,-31.9,220.7, 20.6,        6694,    3.0, 435.62,-33.808070,154.108951,-23.5,   43.7,                  
        1362,     6697, 435.43,-23.6, 46.30,-32.0,220.8, 20.6,        6697,    3.1, 435.43,-33.807930,154.109094,-23.5,   43.7,                  
        1363,     6701, 435.24,-23.6, 46.26,-32.0,220.8, 20.6,        6700,    3.3, 435.24,-33.807789,154.109236,-23.5,   43.7,                  
        1364,     6704, 435.03,-23.7, 46.33,-32.0,220.8, 20.6,        6704,    3.4, 435.03,-33.807647,154.109376,-23.6,   43.7,                  
        1365,     6707, 434.81,-23.7, 46.61,-32.0,220.8, 20.6,        6707,    3.5, 434.81,-33.807504,154.109515,-23.6,   43.7,                  
        1366,     6711, 434.62,-23.7, 47.01,-31.9,220.9, 20.6,        6711,    3.6, 434.62,-33.807360,154.109655,-23.6,   43.7,                  
        1367,     6715, 434.40,-23.7, 47.36,-31.9,220.9, 20.6,        6715,    3.9, 434.40,-33.807220,154.109798,-23.7,   43.7,                  
        1368,     6719, 434.11,-23.8, 47.67,-31.8,221.0, 20.6,        6719,    4.3, 434.11,-33.807082,154.109942,-23.7,   43.7,                  
        1369,     6724, 433.83,-23.8, 47.85,-31.8,221.0, 20.6,        6724,    4.6, 433.83,-33.806948,154.110086,-23.7,   43.7,                  
        1370,     6728, 433.57,-23.9, 47.85,-31.9,221.0, 20.7,        6728,    4.6, 433.57,-33.806815,154.110233,-23.8,   43.7,                  
        1371,     6733, 433.31,-23.9, 47.73,-31.9,221.1, 20.7,        6733,    4.7, 433.31,-33.806683,154.110381,-23.8,   43.7,                  
        1372,     6738, 433.00,-23.9, 47.56,-32.0,221.1, 20.7,        6738,    4.9, 433.00,-33.806551,154.110532,-23.8,   43.7,                  
        1373,     6743, 432.70,-24.0, 47.30,-32.1,221.1, 20.7,        6743,    5.0, 432.70,-33.806417,154.110686,-23.9,   43.8,                  
        1374,     6748, 432.40,-24.0, 47.05,-32.2,221.2, 20.8,        6748,    5.0, 432.40,-33.806284,154.110837,-23.9,   43.8,                  
        1375,     6753, 432.11,-24.0, 46.94,-32.2,221.2, 20.8,        6753,    5.0, 432.11,-33.806149,154.110988,-23.9,   43.8,                  
        1376,     6758, 431.81,-24.1, 46.97,-32.3,221.2, 20.9,        6758,    5.0, 431.81,-33.806014,154.111136,-24.0,   43.8,                  
        1377,     6763, 431.51,-24.1, 47.07,-32.3,221.2, 20.9,        6763,    5.0, 431.51,-33.805878,154.111281,-24.0,   43.8,                  
        1378,     6768, 431.23,-24.2, 47.17,-32.3,221.2, 21.0,        6768,    5.0, 431.23,-33.805739,154.111424,-24.1,   43.8,                  
        1379,     6773, 430.93,-24.2, 47.27,-32.3,221.2, 21.0,        6773,    5.0, 430.93,-33.805598,154.111567,-24.1,   43.9,                  
        1380,     6778, 430.62,-24.2, 47.33,-32.3,221.2, 21.0,        6778,    5.1, 430.62,-33.805456,154.111709,-24.1,   43.9,                  
        1381,     6783, 430.33,-24.3, 47.33,-32.4,221.2, 21.1,        6783,    5.0, 430.33,-33.805310,154.111852,-24.2,   43.9,                  
        1382,     6788, 430.04,-24.3, 47.20,-32.4,221.2, 21.1,        6788,    4.9, 430.04,-33.805162,154.111997,-24.2,   43.9,                  
        1383,     6793, 429.75,-24.3, 47.05,-32.5,221.2, 21.2,        6793,    4.8, 429.75,-33.805012,154.112144,-24.3,   43.9,                  
        1384,     6798, 429.48,-24.4, 47.01,-32.5,221.1, 21.2,        6798,    4.7, 429.48,-33.804860,154.112297,-24.3,   43.9,                  
        1385,     6802, 429.22,-24.4, 46.98,-32.6,221.1, 21.2,        6802,    4.8, 429.22,-33.804708,154.112454,-24.3,   43.9,                  
        1386,     6807, 428.92,-24.5, 46.88,-32.6,221.0, 21.3,        6807,    5.0, 428.92,-33.804558,154.112617,-24.4,   44.0,                  
        1387,     6812, 428.58,-24.5, 46.71,-32.7,220.9, 21.3,        6813,    5.1, 428.58,-33.804410,154.112780,-24.4,   44.0,                  
        1388,     6817, 428.30,-24.5, 46.54,-32.8,220.9, 21.3,        6817,    4.7, 428.30,-33.804265,154.112939,-24.4,   44.0,                  
        1389,     6822, 428.07,-24.6, 46.44,-32.8,220.8, 21.3,        6822,    4.3, 428.07,-33.804121,154.113095,-24.5,   44.0,                  
        1390,     6826, 427.83,-24.6, 46.44,-32.9,220.7, 21.3,        6826,    4.1, 427.83,-33.803977,154.113250,-24.5,   44.0,                  
        1391,     6830, 427.61,-24.6, 46.43,-32.9,220.6, 21.3,        6830,    4.2, 427.61,-33.803836,154.113404,-24.5,   44.0,                  
        1392,     6834, 427.32,-24.7, 46.29,-32.9,220.5, 21.3,        6834,    4.5, 427.32,-33.803695,154.113562,-24.6,   44.0,                  
        1393,     6839, 427.03,-24.7, 45.97,-33.0,220.3, 21.3,        6839,    4.7, 427.03,-33.803551,154.113725,-24.6,   44.1,                  
        1394,     6844, 426.76,-24.7, 45.57,-33.2,220.2, 21.3,        6844,    4.6, 426.76,-33.803406,154.113890,-24.6,   44.1,                  
        1395,     6848, 426.50,-24.7, 45.37,-33.2,220.1, 21.3,        6848,    4.5, 426.50,-33.803259,154.114053,-24.7,   44.1,                  
        1396,     6853, 426.26,-24.8, 45.42,-33.2,220.0, 21.2,        6853,    4.4, 426.26,-33.803111,154.114210,-24.7,   44.1,                  
        1397,     6857, 425.99,-24.8, 45.63,-33.2,219.8, 21.2,        6857,    4.5, 425.99,-33.802960,154.114359,-24.7,   44.1,                  
        1398,     6862, 425.73,-24.8, 45.84,-33.2,219.7, 21.2,        6862,    4.6, 425.73,-33.802808,154.114501,-24.8,   44.1,                  
        1399,     6866, 425.45,-24.9, 45.83,-33.3,219.6, 21.1,        6866,    4.7, 425.45,-33.802654,154.114637,-24.8,   44.1,                  
        1400,     6871, 425.14,-24.9, 45.53,-33.4,219.5, 21.1,        6871,    4.7, 425.14,-33.802499,154.114772,-24.8,   44.2,                  
        1401,     6875, 424.90,-25.0, 45.08,-33.5,219.3, 21.0,        6876,    4.4, 424.90,-33.802344,154.114906,-24.9,   44.2,                  
        1402,     6880, 424.68,-25.0, 44.73,-33.6,219.2, 21.0,        6880,    4.2, 424.68,-33.802193,154.115041,-24.9,   44.2,                  
        1403,     6884, 424.42,-25.0, 44.69,-33.6,219.1, 21.0,        6884,    4.5, 424.42,-33.802046,154.115177,-24.9,   44.2,                  
        1404,     6889, 424.13,-25.0, 44.99,-33.6,219.0, 20.9,        6889,    4.8, 424.13,-33.801905,154.115313,-25.0,   44.2,                  
        1405,     6894, 423.82,-25.1, 45.38,-33.6,219.0, 20.9,        6894,    4.9, 423.82,-33.801766,154.115450,-25.0,   44.2,                  
        1406,     6899, 423.55,-25.1, 45.69,-33.5,218.9, 20.8,        6899,    4.9, 423.55,-33.801627,154.115587,-25.1,   44.2,                  
        1407,     6904, 423.28,-25.2, 45.84,-33.5,218.8, 20.8,        6904,    4.9, 423.28,-33.801488,154.115723,-25.1,   44.2,                  
        1408,     6909, 423.00,-25.2, 45.85,-33.6,218.8, 20.7,        6909,    5.0, 423.00,-33.801347,154.115859,-25.1,   44.2,                  
        1409,     6914, 422.67,-25.3, 45.66,-33.7,218.8, 20.7,        6914,    5.2, 422.67,-33.801205,154.115999,-25.2,   44.2,                  
        1410,     6919, 422.36,-25.3, 45.19,-33.8,218.8, 20.7,        6919,    5.1, 422.36,-33.801061,154.116139,-25.2,   44.3,                  
        1411,     6924, 422.10,-25.3, 44.47,-34.0,218.8, 20.6,        6924,    4.8, 422.10,-33.800916,154.116280,-25.3,   44.3,                  
        1412,     6928, 421.85,-25.4, 43.74,-34.2,218.8, 20.6,        6928,    4.5, 421.85,-33.800770,154.116417,-25.3,   44.3,                  
        1413,     6932, 421.59,-25.4, 43.31,-34.3,218.8, 20.6,        6932,    4.3, 421.59,-33.800624,154.116548,-25.3,   44.3,                  
        1414,     6937, 421.34,-25.4, 43.28,-34.3,218.9, 20.6,        6937,    4.1, 421.34,-33.800476,154.116675,-25.3,   44.3,                  
        1415,     6940, 421.14,-25.5, 43.47,-34.3,218.9, 20.6,        6940,    3.8, 421.14,-33.800328,154.116800,-25.4,   44.3,                  
        1416,     6944, 420.92,-25.5, 43.69,-34.3,219.0, 20.5,        6944,    3.7, 420.92,-33.800182,154.116928,-25.4,   44.3,                  
        1417,     6948, 420.69,-25.5, 43.85,-34.3,219.0, 20.5,        6948,    3.6, 420.69,-33.800039,154.117060,-25.4,   44.3,                  
        1418,     6951, 420.51,-25.6, 43.91,-34.3,219.1, 20.5,        6951,    3.5, 420.51,-33.799897,154.117198,-25.5,   44.3,                  
        1419,     6955, 420.32,-25.6, 43.90,-34.4,219.2, 20.5,        6955,    3.6, 420.32,-33.799755,154.117339,-25.5,   44.3,                  
        1420,     6959, 420.07,-25.6, 43.96,-34.4,219.2, 20.5,        6959,    4.0, 420.07,-33.799609,154.117480,-25.5,   44.4,                  
        1421,     6963, 419.81,-25.7, 44.11,-34.4,219.3, 20.5,        6963,    4.3, 419.81,-33.799460,154.117620,-25.6,   44.4,                  
        1422,     6968, 419.55,-25.7, 44.29,-34.4,219.4, 20.6,        6967,    4.6, 419.55,-33.799309,154.117758,-25.6,   44.4,                  
        1423,     6972, 419.28,-25.7, 44.53,-34.4,219.4, 20.6,        6972,    4.9, 419.28,-33.799161,154.117896,-25.7,   44.4,                  
        1424,     6978, 418.97,-25.8, 44.81,-34.3,219.5, 20.6,        6978,    5.1, 418.97,-33.799021,154.118036,-25.7,   44.4,                  
        1425,     6983, 418.66,-25.8, 44.97,-34.3,219.5, 20.6,        6983,    5.2, 418.66,-33.798890,154.118178,-25.8,   44.4,                  
        1426,     6988, 418.38,-25.9, 44.96,-34.4,219.5, 20.6,        6988,    5.3, 418.38,-33.798764,154.118323,-25.8,   44.4,                  
        1427,     6993, 418.07,-25.9, 44.79,-34.5,219.5, 20.6,        6993,    5.3, 418.07,-33.798641,154.118471,-25.9,   44.4,                  
        1428,     6999, 417.74,-26.0, 44.47,-34.6,219.5, 20.6,        6999,    5.2, 417.74,-33.798514,154.118624,-25.9,   44.4,                  
        1429,     7003, 417.47,-26.0, 44.00,-34.7,219.5, 20.6,        7003,    4.8, 417.47,-33.798382,154.118781,-25.9,   44.4,                  
        1430,     7008, 417.25,-26.1, 43.39,-34.9,219.4, 20.6,        7008,    4.5, 417.25,-33.798244,154.118940,-26.0,   44.4,                  
        1431,     7012, 416.99,-26.1, 42.94,-35.1,219.4, 20.6,        7012,    4.4, 416.99,-33.798105,154.119101,-26.0,   44.4,                  
        1432,     7017, 416.71,-26.1, 42.97,-35.1,219.3, 20.6,        7017,    4.4, 416.71,-33.797961,154.119262,-26.1,   44.4,                  
        1433,     7021, 416.46,-26.2, 43.45,-35.0,219.2, 20.6,        7021,    4.2, 416.46,-33.797808,154.119425,-26.1,   44.4,                  
        1434,     7025, 416.25,-26.2, 43.93,-34.9,219.1, 20.6,        7025,    3.8, 416.25,-33.797653,154.119576,-26.2,   44.4,                  
        1435,     7028, 416.07,-26.3, 44.07,-34.9,219.0, 20.5,        7028,    3.5, 416.07,-33.797492,154.119720,-26.2,   44.4,                  
        1436,     7032, 415.85,-26.3, 43.84,-35.0,218.9, 20.5,        7032,    3.6, 415.85,-33.797330,154.119854,-26.2,   44.4,                  
        1437,     7036, 415.64,-26.3, 43.77,-35.1,218.7, 20.5,        7035,    3.8, 415.64,-33.797171,154.119980,-26.3,   44.4,                  
        1438,     7040, 415.41,-26.4, 44.18,-35.0,218.6, 20.5,        7040,    4.2, 415.41,-33.797019,154.120103,-26.3,   44.4,                  
        1439,     7044, 415.12,-26.4, 44.84,-34.9,218.4, 20.5,        7044,    4.4, 415.12,-33.796874,154.120226,-26.3,   44.4,                  
        1440,     7048, 414.87,-26.4, 45.51,-34.8,218.2, 20.5,        7049,    4.3, 414.87,-33.796734,154.120353,-26.4,   44.4,                  
        1441,     7052, 414.65,-26.5, 46.00,-34.7,218.0, 20.4,        7053,    4.0, 414.65,-33.796595,154.120481,-26.4,   44.4,                  
        1442,     7056, 414.46,-26.5, 46.05,-34.7,217.9, 20.4,        7056,    3.7, 414.46,-33.796456,154.120609,-26.5,   44.4,                  
        1443,     7060, 414.24,-26.6, 45.74,-34.8,217.7, 20.4,        7060,    3.6, 414.24,-33.796320,154.120739,-26.5,   44.4,                  
        1444,     7063, 414.02,-26.6, 45.47,-34.9,217.5, 20.4,        7063,    3.4, 414.02,-33.796185,154.120872,-26.5,   44.4,                  
        1445,     7066, 413.86,-26.6, 45.47,-35.0,217.3, 20.4,        7066,    3.2, 413.86,-33.796051,154.121009,-26.6,   44.4,                  
        1446,     7070, 413.69,-26.7, 45.57,-35.0,217.1, 20.4,        7070,    3.4, 413.69,-33.795915,154.121149,-26.6,   44.4,                  
        1447,     7074, 413.46,-26.7, 45.66,-35.0,217.0, 20.3,        7073,    3.8, 413.46,-33.795779,154.121289,-26.6,   44.4,                  
        1448,     7078, 413.21,-26.7, 45.79,-35.0,216.8, 20.3,        7078,    4.2, 413.21,-33.795639,154.121424,-26.7,   44.4,                  
        1449,     7082, 412.95,-26.8, 45.95,-35.0,216.7, 20.3,        7082,    4.2, 412.95,-33.795495,154.121556,-26.7,   44.4,                  
        1450,     7086, 412.74,-26.8, 46.11,-35.0,216.5, 20.3,        7086,    3.9, 412.74,-33.795345,154.121684,-26.7,   44.4,                  
        1451,     7089, 412.55,-26.8, 46.15,-35.0,216.4, 20.3,        7089,    3.5, 412.55,-33.795192,154.121807,-26.8,   44.4,                  
        1452,     7093, 412.35,-26.9, 46.06,-35.1,216.2, 20.3,        7093,    3.2, 412.35,-33.795037,154.121927,-26.8,   44.4,                  
        1453,     7096, 412.18,-26.9, 45.86,-35.1,216.1, 20.3,        7096,    3.1, 412.18,-33.794885,154.122043,-26.8,   44.4,                  
        1454,     7099, 412.02,-26.9, 45.57,-35.2,216.0, 20.3,        7099,    3.1, 412.02,-33.794733,154.122161,-26.9,   44.4,                  
        1455,     7102, 411.82,-27.0, 45.44,-35.3,215.9, 20.3,        7102,    3.4, 411.82,-33.794582,154.122282,-26.9,   44.4,                  
        1456,     7106, 411.61,-27.0, 45.57,-35.3,215.8, 20.3,        7106,    3.7, 411.61,-33.794431,154.122407,-26.9,   44.4,                  
        1457,     7110, 411.36,-27.0, 45.83,-35.3,215.7, 20.3,        7110,    3.9, 411.36,-33.794281,154.122537,-27.0,   44.5,                  
        1458,     7114, 411.14,-27.1, 46.05,-35.2,215.7, 20.3,        7114,    3.9, 411.14,-33.794132,154.122667,-27.0,   44.4,                  
        1459,     7117, 410.94,-27.1, 46.06,-35.3,215.6, 20.3,        7117,    3.7, 410.94,-33.793983,154.122797,-27.0,   44.4,                  
        1460,     7121, 410.74,-27.1, 45.95,-35.3,215.5, 20.3,        7121,    3.5, 410.74,-33.793830,154.122927,-27.1,   44.4,                  
        1461,     7124, 410.55,-27.2, 45.92,-35.4,215.5, 20.3,        7124,    3.4, 410.55,-33.793675,154.123056,-27.1,   44.5,                  
        1462,     7127, 410.36,-27.2, 45.99,-35.4,215.4, 20.3,        7128,    3.2, 410.36,-33.793519,154.123185,-27.1,   44.4,                  
        1463,     7131, 410.19,-27.2, 46.09,-35.4,215.4, 20.3,        7131,    3.1, 410.19,-33.793366,154.123314,-27.2,   44.4,                  
        1464,     7134, 410.02,-27.3, 46.22,-35.4,215.4, 20.3,        7134,    3.2, 410.02,-33.793217,154.123444,-27.2,   44.4,                  
        1465,     7137, 409.83,-27.3, 46.38,-35.4,215.4, 20.3,        7137,    3.4, 409.83,-33.793070,154.123573,-27.2,   44.4,                  
        1466,     7141, 409.61,-27.3, 46.51,-35.4,215.3, 20.3,        7141,    3.7, 409.61,-33.792925,154.123700,-27.3,   44.4,                  
        1467,     7145, 409.38,-27.4, 46.65,-35.4,215.3, 20.3,        7145,    3.8, 409.38,-33.792781,154.123826,-27.3,   44.4,                  
        1468,     7148, 409.17,-27.4, 46.78,-35.4,215.3, 20.3,        7148,    3.6, 409.17,-33.792638,154.123949,-27.3,   44.5,                  
        1469,     7152, 408.99,-27.4, 46.92,-35.4,215.3, 20.3,        7152,    3.5, 408.99,-33.792492,154.124073,-27.4,   44.4,                  
        1470,     7155, 408.81,-27.5, 47.07,-35.4,215.3, 20.3,        7155,    3.4, 408.81,-33.792344,154.124198,-27.4,   44.4,                  
        1471,     7159, 408.60,-27.5, 47.15,-35.4,215.4, 20.3,        7159,    3.5, 408.60,-33.792198,154.124325,-27.4,   44.4,                  
        1472,     7162, 408.39,-27.5, 47.22,-35.4,215.4, 20.3,        7162,    3.5, 408.39,-33.792051,154.124452,-27.5,   44.4,                  
        1473,     7165, 408.20,-27.6, 47.30,-35.4,215.4, 20.3,        7165,    3.4, 408.20,-33.791902,154.124579,-27.5,   44.4,                  
        1474,     7169, 408.03,-27.6, 47.44,-35.4,215.4, 20.3,        7169,    3.3, 408.03,-33.791750,154.124706,-27.5,   44.4,                  
        1475,     7172, 407.84,-27.6, 47.60,-35.4,215.4, 20.3,        7172,    3.3, 407.84,-33.791596,154.124834,-27.6,   44.4,                  
        1476,     7176, 407.63,-27.7, 47.74,-35.4,215.5, 20.3,        7175,    3.5, 407.63,-33.791444,154.124961,-27.6,   44.5,                  
        1477,     7179, 407.44,-27.7, 47.86,-35.4,215.5, 20.3,        7179,    3.6, 407.44,-33.791294,154.125087,-27.6,   44.5,                  
        1478,     7183, 407.22,-27.7, 48.03,-35.4,215.5, 20.3,        7183,    3.7, 407.22,-33.791146,154.125212,-27.7,   44.5,                  
        1479,     7187, 407.00,-27.8, 48.23,-35.4,215.6, 20.3,        7187,    3.7, 407.00,-33.790999,154.125336,-27.7,   44.5,                  
        1480,     7190, 406.79,-27.8, 48.40,-35.4,215.6, 20.3,        7190,    3.5, 406.79,-33.790853,154.125460,-27.7,   44.5,                  
        1481,     7193, 406.63,-27.8, 48.47,-35.4,215.7, 20.2,        7193,    3.3, 406.63,-33.790706,154.125585,-27.8,   44.5,                  
