Metadata
    Sounding ID                                  	e1b1f8fa-7f34-4110-84e4-5077cd0e1d57
    Release point latitude                       	33.871185°S
    Release point longitude                      	153.929626°E
    Release point height from sea level          	4 m
    Balloon release date and time                	2023-10-13T15:36:08
    Balloon release time                         	15:36:08
    Balloon release date                         	13/10/23
    Surface pressure                             	1017.32 hPa
    Surface temperature                          	18.30 °C
    Surface relative humidity                    	58.00 %
    Surface wind speed                           	5.00 m/s
    Surface wind direction                       	314.00°
    Sonde type                                   	RS41-SG
    Sonde serial number                          	V1030474
    System trademark and model                   	MW41
    Software version                             	MW41 2.4.0
    Sonde software version                       	2.2.15
    Comments                                     	
    STD level heights                            	151, 809, 1507, 3071, 5672, 7311, 9306, 10504, 11924, 13775, 16355, 18613, 20745, 24002, 26621
    P correction (Pref - P)                      	/////
    U correction (Uref1 - U1)                    	0.08 %Rh
    T difference (Tu - T)                        	-0.18 °C 
    T in-built check air temperature             	22.06 °C
    Tu temperature                               	21.88 °C
    RS41 calculation version                     	1.7
    Uref1 humidity                               	0.00 %Rh
    Height and pressure in messages is based on  	GPS
    Station name                                 	VLMJ_YMC
    Reason for termination                       	IncreasingPressure
    Terminating altitude                         	28166 m
    Average ascent rate                          	4.4 m/s
    T difference (Tu - T)                        	-0.18 °C 
    P correction (Pref - P)                      	/////
    U correction (Uref1 - U1)                    	0.08 %Rh
    Tracked satellite average count              	10.8
    Surface pressure                             	1016.52 hPa
    Surface temperature                          	18.30 °C
    Surface humidity                             	58.00 %Rh
    Surface wind direction                       	314.00°
    Surface wind speed                           	5.00 m/s
    STD level heights                            	151, 809, 1507, 3071, 5672, 7311, 9306, 10504, 11924, 13775, 16355, 18613, 20745, 24002, 26621
    T temperature                                	22.06 °C
    P pressure                                   	/////
    Ground check device                          	RI41
    Ground check device software version         	2.04
    Pref pressure                                	/////
    Tref temperature                             	/////
    Uref humidity                                	/////
    Uref1 humidity                               	0.00 %Rh
    Reason for sounding failure                  	/////
    Sounding status                              	Ok

Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
           0,        4,1017.32, 18.3, 58.00,  9.9,314.0,  5.0,           4,    0.0,1017.32,-33.871185,153.929626, 19.6,   16.9,TUdfv             
           2,       12,1016.37, 18.9, 58.34, 10.6,306.2,  2.1,          12,    4.1,1016.37,-33.873479,153.935445, 20.3,   17.5,                  
           3,       16,1015.78, 18.9, 58.35, 10.5,304.4,  1.9,          16,    3.8,1015.78,-33.873676,153.935932, 20.3,   17.6,                  
           4,       20,1015.38, 18.9, 58.66, 10.6,304.2,  2.0,          20,    3.7,1015.38,-33.873676,153.935935, 20.3,   17.6,                  
           5,       24,1015.00, 18.8, 59.11, 10.7,304.5,  2.2,          24,    4.0,1015.00,-33.873624,153.935825, 20.2,   17.6,                  
           6,       29,1014.43, 18.7, 59.38, 10.7,304.7,  2.3,          28,    4.7,1014.43,-33.873595,153.935763, 20.1,   17.5,                  
           7,       34,1013.69, 18.6, 59.25, 10.5,304.7,  2.4,          34,    5.6,1013.69,-33.873612,153.935778, 20.0,   17.5,          Pi      
           8,       40,1012.94, 18.5, 59.02, 10.4,304.6,  2.5,          40,    6.3,1012.94,-33.873655,153.935827, 19.9,   17.5,                  
           9,       47,1012.21, 18.5, 59.06, 10.4,304.5,  2.6,          47,    6.7,1012.21,-33.873694,153.935866, 19.9,   17.5,                  
          10,       54,1011.45, 18.4, 59.21, 10.4,304.5,  2.7,          54,    7.0,1011.45,-33.873713,153.935897, 19.8,   17.5,                  
          11,       61,1010.51, 18.4, 59.03, 10.3,304.4,  2.8,          61,    7.0,1010.51,-33.873718,153.935928, 19.7,   17.5,                  
          12,       67,1009.58, 18.3, 58.75, 10.1,304.4,  2.9,          68,    6.2,1009.58,-33.873726,153.935977, 19.7,   17.5,                  
          13,       72,1009.20, 18.2, 58.45,  9.9,304.4,  3.0,          72,    5.0,1009.20,-33.873749,153.936031, 19.5,   17.4,                  
          14,       77,1008.84, 18.1, 58.31,  9.9,304.4,  3.1,          77,    4.6,1008.84,-33.873784,153.936075, 19.5,   17.4,                  
          15,       82,1008.14, 18.1, 57.87,  9.7,304.4,  3.2,          82,    5.3,1008.14,-33.873814,153.936102, 19.4,   17.4,                  
          16,       88,1007.29, 18.0, 57.55,  9.5,304.4,  3.3,          88,    5.8,1007.29,-33.873830,153.936120, 19.3,   17.4,                  
          17,       94,1006.60, 17.9, 57.53,  9.5,304.5,  3.4,          94,    5.6,1006.60,-33.873834,153.936149, 19.3,   17.4,                  
          18,       99,1006.12, 17.9, 57.57,  9.4,304.5,  3.5,          99,    5.1,1006.12,-33.873833,153.936201, 19.2,   17.4,                  
          19,      104,1005.63, 17.8, 57.83,  9.4,304.6,  3.6,         104,    4.9,1005.63,-33.873834,153.936264, 19.1,   17.4,                  
          20,      109,1004.95, 17.8, 58.21,  9.5,304.7,  3.7,         109,    5.1,1004.95,-33.873843,153.936316, 19.1,   17.4,                  
          21,      114,1004.23, 17.7, 58.43,  9.5,304.8,  3.8,         114,    5.1,1004.23,-33.873869,153.936350, 19.0,   17.4,                  
          22,      119,1003.73, 17.7, 58.50,  9.5,304.9,  3.8,         119,    4.7,1003.73,-33.873916,153.936378, 19.0,   17.4,                  
          23,      123,1003.33, 17.6, 58.70,  9.5,305.1,  3.9,         123,    4.4,1003.33,-33.873978,153.936417, 18.9,   17.4,                  
          24,      128,1002.79, 17.6, 59.09,  9.5,305.2,  4.0,         127,    4.6,1002.79,-33.874032,153.936471, 18.9,   17.4,                  
          25,      132,1002.14, 17.5, 59.48,  9.6,305.4,  4.0,         132,    4.8,1002.14,-33.874061,153.936527, 18.9,   17.4,                  
          26,      137,1001.56, 17.5, 59.70,  9.6,305.6,  4.1,         137,    4.9,1001.56,-33.874069,153.936563, 18.8,   17.4,                  
          27,      142,1001.05, 17.5, 59.78,  9.6,305.8,  4.1,         142,    4.7,1001.05,-33.874076,153.936576, 18.8,   17.4,                  
          28,      146,1000.52, 17.4, 59.94,  9.6,306.0,  4.2,         147,    4.6,1000.52,-33.874100,153.936579, 18.7,   17.4,                  
          29,      151, 999.96, 17.4, 60.04,  9.6,306.2,  4.2,         151,    4.5, 999.96,-33.874142,153.936598, 18.7,   17.4,                  
          30,      155, 999.47, 17.3, 60.05,  9.5,306.4,  4.2,         155,    4.4, 999.47,-33.874185,153.936647, 18.6,   17.3,                  
          31,      160, 998.99, 17.3, 60.14,  9.5,306.7,  4.2,         160,    4.5, 998.99,-33.874214,153.936714, 18.6,   17.3,                  
          32,      164, 998.38, 17.2, 60.33,  9.5,306.9,  4.3,         165,    4.6, 998.38,-33.874223,153.936776, 18.5,   17.3,                  
          33,      169, 997.83, 17.2, 60.40,  9.5,307.2,  4.3,         169,    4.4, 997.83,-33.874226,153.936817, 18.5,   17.3,                  
          34,      173, 997.44, 17.1, 60.36,  9.4,307.5,  4.3,         173,    4.1, 997.44,-33.874242,153.936840, 18.4,   17.3,                  
          35,      177, 996.99, 17.1, 60.36,  9.4,307.7,  4.3,         177,    4.1, 996.99,-33.874273,153.936862, 18.4,   17.3,                  
          36,      181, 996.43, 17.0, 60.42,  9.3,308.1,  4.3,         181,    4.2, 996.43,-33.874304,153.936901, 18.3,   17.3,                  
          37,      185, 995.95, 17.0, 60.56,  9.3,308.4,  4.4,         186,    4.3, 995.95,-33.874326,153.936954, 18.3,   17.3,                  
          38,      190, 995.45, 16.9, 60.81,  9.3,308.7,  4.4,         190,    4.1, 995.45,-33.874335,153.937000, 18.2,   17.3,                  
          39,      194, 994.94, 16.9, 61.11,  9.4,309.1,  4.4,         194,    3.9, 994.94,-33.874343,153.937022, 18.2,   17.3,                  
          40,      197, 994.60, 16.9, 61.12,  9.3,309.4,  4.4,         197,    3.7, 994.60,-33.874363,153.937026, 18.2,   17.3,                  
          41,      201, 994.20, 16.8, 61.12,  9.3,309.8,  4.4,         201,    3.9, 994.20,-33.874389,153.937029, 18.1,   17.3,                  
          42,      206, 993.64, 16.8, 61.22,  9.3,310.1,  4.5,         205,    4.6, 993.64,-33.874414,153.937049, 18.1,   17.3,                  
          43,      211, 993.00, 16.7, 61.34,  9.3,310.5,  4.5,         211,    5.2, 993.00,-33.874438,153.937093, 18.0,   17.3,                  
          44,      216, 992.30, 16.7, 61.46,  9.2,310.9,  4.5,         217,    5.4, 992.30,-33.874464,153.937146, 18.0,   17.3,                  
          45,      222, 991.68, 16.6, 61.61,  9.2,311.3,  4.5,         222,    5.1, 991.68,-33.874495,153.937194, 17.9,   17.3,                  
          46,      226, 991.19, 16.6, 61.76,  9.2,311.7,  4.6,         226,    4.8, 991.19,-33.874526,153.937233, 17.9,   17.3,                  
          47,      231, 990.72, 16.5, 61.92,  9.2,312.0,  4.6,         231,    4.6, 990.72,-33.874555,153.937272, 17.8,   17.3,                  
          48,      236, 990.14, 16.5, 62.17,  9.2,312.4,  4.6,         236,    4.8, 990.14,-33.874583,153.937318, 17.8,   17.3,                  
          49,      241, 989.48, 16.4, 62.46,  9.3,312.7,  4.7,         241,    4.8, 989.48,-33.874618,153.937364, 17.7,   17.3,                  
          50,      245, 988.90, 16.4, 62.68,  9.3,313.0,  4.7,         245,    4.4, 988.90,-33.874658,153.937400, 17.7,   17.3,                  
          51,      249, 988.65, 16.3, 62.86,  9.3,313.4,  4.7,         249,    3.9, 988.65,-33.874691,153.937419, 17.6,   17.3,                  
          52,      253, 988.23, 16.3, 62.98,  9.3,313.7,  4.8,         253,    4.2, 988.23,-33.874716,153.937437, 17.6,   17.3,                  
          53,      258, 987.47, 16.2, 63.08,  9.2,313.9,  4.8,         258,    4.9, 987.47,-33.874736,153.937471, 17.5,   17.3,                  
          54,      263, 986.83, 16.2, 63.16,  9.2,314.1,  4.9,         263,    5.0, 986.83,-33.874762,153.937521, 17.5,   17.3,                  
          55,      268, 986.38, 16.2, 63.22,  9.2,314.3,  4.9,         268,    5.0, 986.38,-33.874800,153.937575, 17.4,   17.3,                  
          56,      273, 985.85, 16.1, 63.35,  9.2,314.5,  4.9,         273,    5.2, 985.85,-33.874849,153.937623, 17.4,   17.3,                  
          57,      279, 985.14, 16.1, 63.49,  9.2,314.6,  5.0,         279,    5.5, 985.14,-33.874895,153.937658, 17.4,   17.3,                  
          58,      284, 984.41, 16.0, 63.56,  9.1,314.8,  5.0,         284,    5.3, 984.41,-33.874926,153.937687, 17.3,   17.3,                  
          59,      288, 983.83, 16.0, 63.66,  9.1,314.9,  5.0,         289,    4.5, 983.83,-33.874944,153.937719, 17.3,   17.3,                  
          60,      292, 983.58, 15.9, 63.85,  9.1,314.9,  5.1,         292,    3.9, 983.58,-33.874960,153.937758, 17.2,   17.3,                  
          61,      297, 983.26, 15.9, 64.07,  9.1,314.9,  5.1,         296,    4.2, 983.26,-33.874984,153.937801, 17.2,   17.3,                  
          62,      302, 982.47, 15.8, 64.24,  9.1,314.9,  5.1,         302,    5.2, 982.47,-33.875017,153.937838, 17.1,   17.3,                  
          63,      307, 981.59, 15.8, 64.49,  9.1,314.8,  5.2,         308,    5.4, 981.59,-33.875054,153.937863, 17.1,   17.3,                  
          64,      312, 981.25, 15.7, 64.71,  9.1,314.8,  5.2,         312,    4.6, 981.25,-33.875087,153.937880, 17.0,   17.3,                  
          65,      316, 980.87, 15.7, 64.80,  9.1,314.7,  5.2,         316,    4.3, 980.87,-33.875117,153.937906, 17.0,   17.3,                  
          66,      321, 980.31, 15.6, 64.95,  9.1,314.6,  5.2,         321,    4.6, 980.31,-33.875149,153.937948, 16.9,   17.3,                  
          67,      326, 979.67, 15.6, 65.27,  9.1,314.5,  5.3,         326,    5.0, 979.67,-33.875189,153.938001, 16.9,   17.3,                  
          68,      331, 979.03, 15.6, 65.54,  9.1,314.3,  5.3,         331,    5.1, 979.03,-33.875235,153.938052, 16.9,   17.3,                  
          69,      336, 978.46, 15.5, 65.67,  9.1,314.2,  5.3,         336,    4.8, 978.46,-33.875280,153.938096, 16.8,   17.3,                  
          70,      340, 977.99, 15.4, 65.64,  9.1,314.0,  5.3,         340,    4.7, 977.99,-33.875319,153.938137, 16.7,   17.3,                  
          71,      345, 977.61, 15.4, 65.65,  9.0,313.9,  5.4,         345,    5.0, 977.61,-33.875355,153.938182, 16.7,   17.3,                  
          72,      351, 976.75, 15.3, 65.91,  9.0,313.8,  5.4,         351,    5.9, 976.75,-33.875392,153.938234, 16.6,   17.3,                  
          73,      357, 975.89, 15.3, 66.22,  9.1,313.6,  5.4,         358,    6.0, 975.89,-33.875434,153.938288, 16.6,   17.3,                  
          74,      363, 975.34, 15.2, 66.36,  9.0,313.5,  5.4,         363,    5.4, 975.34,-33.875477,153.938335, 16.5,   17.3,                  
          75,      368, 974.94, 15.2, 66.39,  9.0,313.4,  5.4,         367,    4.9, 974.94,-33.875515,153.938370, 16.5,   17.3,                  
          76,      373, 974.39, 15.2, 66.57,  9.0,313.3,  5.4,         372,    5.0, 974.39,-33.875543,153.938399, 16.4,   17.3,                  
          77,      378, 973.62, 15.1, 66.94,  9.0,313.2,  5.5,         378,    5.3, 973.62,-33.875561,153.938432, 16.4,   17.3,                  
          78,      383, 972.95, 15.1, 67.29,  9.1,313.1,  5.5,         383,    5.1, 972.95,-33.875569,153.938472, 16.4,   17.4,                  
          79,      387, 972.56, 15.0, 67.43,  9.1,313.0,  5.5,         388,    4.5, 972.56,-33.875577,153.938519, 16.3,   17.3,                  
          80,      392, 972.22, 15.0, 67.45,  9.0,312.9,  5.5,         391,    4.3, 972.22,-33.875597,153.938569, 16.3,   17.3,                  
          81,      396, 971.57, 14.9, 67.39,  9.0,312.9,  5.5,         396,    4.6, 971.57,-33.875631,153.938618, 16.2,   17.3,                  
          82,      401, 970.93, 14.9, 67.39,  8.9,312.8,  5.5,         401,    4.5, 970.93,-33.875673,153.938661, 16.2,   17.3,                  
          83,      405, 970.51, 14.8, 67.57,  8.9,312.8,  5.5,         405,    4.0, 970.51,-33.875716,153.938704, 16.1,   17.3,                  
          84,      409, 970.21, 14.8, 67.81,  8.9,312.8,  5.5,         408,    3.7, 970.21,-33.875759,153.938749, 16.1,   17.3,                  
          85,      413, 969.73, 14.7, 68.11,  8.9,312.7,  5.5,         412,    4.1, 969.73,-33.875804,153.938802, 16.0,   17.3,                  
          86,      417, 969.16, 14.7, 68.44,  9.0,312.7,  5.5,         417,    4.7, 969.16,-33.875852,153.938857, 16.0,   17.3,                  
          87,      423, 968.54, 14.7, 68.68,  9.0,312.7,  5.5,         423,    5.2, 968.54,-33.875899,153.938907, 16.0,   17.3,                  
          88,      428, 967.89, 14.6, 68.72,  8.9,312.6,  5.5,         428,    5.3, 967.89,-33.875939,153.938950, 15.9,   17.3,                  
          89,      433, 967.30, 14.6, 68.63,  8.9,312.6,  5.5,         433,    5.1, 967.30,-33.875968,153.938990, 15.9,   17.3,                  
          90,      438, 966.80, 14.5, 68.58,  8.8,312.5,  5.5,         438,    5.0, 966.80,-33.875994,153.939036, 15.8,   17.3,                  
          91,      443, 966.24, 14.5, 68.43,  8.8,312.4,  5.5,         443,    5.1, 966.24,-33.876020,153.939089, 15.8,   17.3,                  
          92,      449, 965.56, 14.4, 68.16,  8.7,312.3,  5.5,         449,    5.5, 965.56,-33.876052,153.939143, 15.7,   17.3,                  
          93,      454, 964.92, 14.4, 67.88,  8.5,312.3,  5.5,         454,    5.7, 964.92,-33.876087,153.939188, 15.7,   17.3,                  
          94,      460, 964.29, 14.3, 67.83,  8.5,312.1,  5.5,         460,    5.7, 964.29,-33.876120,153.939218, 15.6,   17.3,                  
          95,      465, 963.62, 14.3, 67.95,  8.5,312.0,  5.5,         466,    5.4, 963.62,-33.876150,153.939236, 15.5,   17.4,                  
          96,      470, 963.01, 14.2, 67.99,  8.4,311.9,  5.5,         470,    4.8, 963.01,-33.876177,153.939254, 15.5,   17.4,                  
          97,      474, 962.68, 14.2, 67.96,  8.4,311.7,  5.5,         474,    4.1, 962.68,-33.876202,153.939276, 15.4,   17.3,                  
          98,      478, 962.22, 14.1, 67.98,  8.3,311.6,  5.5,         478,    4.1, 962.22,-33.876232,153.939306, 15.4,   17.3,                  
          99,      483, 961.68, 14.1, 68.09,  8.3,311.4,  5.5,         483,    4.4, 961.68,-33.876270,153.939343, 15.3,   17.3,                  
         100,      488, 961.16, 14.1, 68.33,  8.3,311.2,  5.4,         487,    4.8, 961.16,-33.876311,153.939384, 15.3,   17.3,                  
         101,      493, 960.53, 14.0, 68.67,  8.4,311.1,  5.4,         493,    5.1, 960.53,-33.876346,153.939430, 15.3,   17.3,                  
         102,      498, 959.95, 14.0, 69.09,  8.4,310.9,  5.4,         498,    5.1, 959.95,-33.876377,153.939484, 15.2,   17.3,                  
         103,      503, 959.41, 13.9, 69.37,  8.4,310.8,  5.4,         503,    4.9, 959.41,-33.876407,153.939546, 15.2,   17.4,                  
         104,      507, 958.84, 13.9, 69.48,  8.4,310.6,  5.4,         508,    4.8, 958.84,-33.876442,153.939610, 15.1,   17.4,                  
         105,      512, 958.32, 13.8, 69.64,  8.4,310.5,  5.4,         512,    4.6, 958.32,-33.876479,153.939670, 15.1,   17.4,                  
         106,      517, 957.85, 13.8, 69.96,  8.4,310.3,  5.4,         517,    4.6, 957.85,-33.876514,153.939724, 15.0,   17.3,                  
         107,      522, 957.30, 13.7, 70.14,  8.4,310.2,  5.4,         521,    4.9, 957.30,-33.876542,153.939773, 15.0,   17.4,                  
         108,      527, 956.64, 13.7, 70.36,  8.4,310.1,  5.4,         527,    5.1, 956.64,-33.876566,153.939821, 15.0,   17.4,                  
         109,      532, 956.09, 13.6, 70.36,  8.4,310.0,  5.4,         532,    5.0, 956.09,-33.876590,153.939871, 14.9,   17.4,                  
         110,      536, 955.57, 13.6, 70.25,  8.3,309.9,  5.4,         536,    4.8, 955.57,-33.876618,153.939921, 14.9,   17.4,                  
         111,      541, 955.03, 13.6, 70.27,  8.3,309.8,  5.4,         541,    4.6, 955.03,-33.876650,153.939968, 14.8,   17.4,                  
         112,      546, 954.53, 13.5, 70.50,  8.3,309.7,  5.4,         546,    4.6, 954.53,-33.876683,153.940012, 14.8,   17.4,                  
         113,      550, 954.03, 13.5, 70.73,  8.3,309.6,  5.4,         550,    4.7, 954.03,-33.876717,153.940057, 14.7,   17.4,                  
         114,      555, 953.44, 13.4, 70.96,  8.3,309.4,  5.4,         555,    5.1, 953.44,-33.876750,153.940103, 14.6,   17.3,                  
         115,      561, 952.80, 13.3, 71.19,  8.3,309.3,  5.3,         561,    5.3, 952.80,-33.876784,153.940150, 14.6,   17.4,                  
         116,      566, 952.19, 13.3, 71.43,  8.3,309.1,  5.3,         566,    5.4, 952.19,-33.876819,153.940192, 14.6,   17.4,                  
         117,      571, 951.60, 13.2, 71.72,  8.3,308.9,  5.3,         572,    5.3, 951.60,-33.876851,153.940228, 14.5,   17.4,  d v             
         118,      577, 951.03, 13.2, 71.98,  8.3,308.7,  5.3,         577,    5.3, 951.03,-33.876879,153.940262, 14.5,   17.4,                  
         119,      582, 950.42, 13.1, 72.14,  8.3,308.5,  5.3,         582,    5.2, 950.42,-33.876903,153.940301, 14.4,   17.4,                  
         120,      587, 949.85, 13.1, 72.18,  8.2,308.2,  5.3,         587,    5.0, 949.85,-33.876929,153.940345, 14.3,   17.4,                  
         121,      592, 949.32, 13.0, 72.21,  8.2,307.9,  5.3,         592,    4.8, 949.32,-33.876960,153.940390, 14.3,   17.4,                  
         122,      596, 948.77, 13.0, 72.40,  8.2,307.5,  5.3,         596,    4.6, 948.77,-33.876996,153.940430, 14.2,   17.4,                  
         123,      601, 948.33, 12.9, 72.66,  8.2,307.1,  5.3,         601,    4.3, 948.33,-33.877033,153.940462, 14.2,   17.3,                  
         124,      605, 947.83, 12.9, 72.87,  8.2,306.7,  5.3,         605,    4.3, 947.83,-33.877067,153.940490, 14.2,   17.3,                  
         125,      610, 947.30, 12.9, 73.11,  8.2,306.2,  5.3,         610,    4.5, 947.30,-33.877095,153.940521, 14.1,   17.3,                  
         126,      614, 946.81, 12.8, 73.38,  8.2,305.7,  5.3,         614,    4.8, 946.81,-33.877119,153.940560, 14.1,   17.3,                  
         127,      619, 946.24, 12.8, 73.63,  8.2,305.1,  5.3,         619,    5.1, 946.24,-33.877144,153.940608, 14.0,   17.3,                  
         128,      625, 945.57, 12.7, 73.84,  8.2,304.6,  5.3,         625,    5.3, 945.57,-33.877173,153.940661, 14.0,   17.4,                  
         129,      630, 944.97, 12.7, 73.92,  8.2,304.0,  5.3,         630,    5.0, 944.97,-33.877206,153.940713, 13.9,   17.4,                  
         130,      634, 944.48, 12.6, 73.98,  8.1,303.4,  5.3,         634,    4.6, 944.48,-33.877237,153.940762, 13.9,   17.4,                  
         131,      639, 944.04, 12.6, 74.03,  8.1,302.8,  5.3,         639,    4.4, 944.04,-33.877265,153.940811, 13.8,   17.4,                  
         132,      643, 943.56, 12.5, 74.19,  8.1,302.2,  5.3,         643,    4.7, 943.56,-33.877290,153.940862, 13.8,   17.3,                  
         133,      649, 942.92, 12.5, 74.49,  8.1,301.6,  5.4,         649,    5.3, 942.92,-33.877317,153.940916, 13.7,   17.4,                  
         134,      655, 942.22, 12.4, 74.78,  8.1,301.1,  5.4,         654,    5.8, 942.22,-33.877345,153.940971, 13.7,   17.4,                  
         135,      661, 941.55, 12.4, 75.10,  8.1,300.5,  5.4,         661,    6.1, 941.55,-33.877374,153.941023, 13.6,   17.4,                  
         136,      667, 940.93, 12.3, 75.51,  8.1,300.0,  5.4,         667,    6.2, 940.93,-33.877399,153.941072, 13.6,   17.4,                  
         137,      673, 940.18, 12.3, 75.86,  8.2,299.6,  5.4,         673,    6.3, 940.18,-33.877420,153.941123, 13.5,   17.4,                  
         138,      679, 939.42, 12.2, 76.01,  8.1,299.2,  5.5,         679,    6.2, 939.42,-33.877439,153.941176, 13.5,   17.4,                  
         139,      685, 938.81, 12.2, 76.04,  8.1,298.8,  5.5,         685,    5.8, 938.81,-33.877454,153.941232, 13.4,   17.4,                  
         140,      691, 938.25, 12.1, 76.15,  8.0,298.5,  5.5,         691,    5.5, 938.25,-33.877467,153.941289, 13.4,   17.4,                  
         141,      696, 937.61, 12.0, 76.26,  8.0,298.2,  5.5,         696,    5.3, 937.61,-33.877478,153.941345, 13.3,   17.4,                  
         142,      701, 937.05, 12.0, 76.48,  8.0,298.0,  5.6,         701,    5.2, 937.05,-33.877487,153.941401, 13.2,   17.4,                  
         143,      706, 936.46, 11.9, 76.82,  8.0,297.8,  5.6,         706,    5.2, 936.46,-33.877497,153.941458, 13.2,   17.4,                  
         144,      712, 935.87, 11.9, 76.98,  8.0,297.7,  5.6,         712,    5.2, 935.87,-33.877510,153.941517, 13.1,   17.4,                  
         145,      717, 935.32, 11.8, 76.94,  7.9,297.6,  5.6,         717,    5.2, 935.32,-33.877529,153.941577, 13.1,   17.4,                  
         146,      722, 934.71, 11.8, 77.06,  7.9,297.6,  5.6,         722,    5.2, 934.71,-33.877556,153.941636, 13.0,   17.4,                  
         147,      727, 934.13, 11.8, 77.22,  7.9,297.6,  5.6,         727,    4.9, 934.13,-33.877588,153.941695, 13.0,   17.4,                  
         148,      731, 933.63, 11.7, 77.15,  7.9,297.6,  5.7,         731,    4.5, 933.63,-33.877621,153.941754, 13.0,   17.4,                  
         149,      735, 933.20, 11.7, 76.87,  7.8,297.7,  5.7,         735,    4.1, 933.20,-33.877655,153.941812, 12.9,   17.4,                  
         150,      740, 932.79, 11.7, 76.70,  7.7,297.8,  5.7,         739,    4.2, 932.79,-33.877686,153.941865, 12.9,   17.4,                  
         151,      744, 932.26, 11.7, 76.67,  7.7,297.9,  5.7,         744,    4.5, 932.26,-33.877715,153.941911, 12.9,   17.4,                  
         152,      749, 931.70, 11.6, 76.72,  7.7,298.0,  5.7,         749,    4.8, 931.70,-33.877744,153.941954, 12.8,   17.5,                  
         153,      754, 931.13, 11.6, 76.86,  7.7,298.1,  5.7,         754,    5.0, 931.13,-33.877772,153.941999, 12.8,   17.5,                  
         154,      759, 930.59, 11.5, 77.09,  7.7,298.2,  5.7,         759,    5.0, 930.59,-33.877799,153.942046, 12.8,   17.5,                  
         155,      764, 930.07, 11.5, 77.33,  7.7,298.2,  5.7,         764,    5.0, 930.07,-33.877823,153.942096, 12.7,   17.5,                  
         156,      769, 929.48, 11.4, 77.39,  7.6,298.3,  5.7,         769,    4.9, 929.48,-33.877847,153.942148, 12.7,   17.5,                  
         157,      774, 928.93, 11.4, 77.21,  7.6,298.3,  5.7,         774,    4.8, 928.93,-33.877873,153.942201, 12.6,   17.5,                  
         158,      778, 928.44, 11.4, 77.33,  7.6,298.3,  5.7,         778,    4.7, 928.44,-33.877901,153.942257, 12.6,   17.5,                  
         159,      783, 927.93, 11.3, 77.88,  7.6,298.3,  5.8,         783,    4.7, 927.93,-33.877927,153.942317, 12.5,   17.5,                  
         160,      788, 927.36, 11.3, 78.43,  7.6,298.2,  5.8,         788,    4.8, 927.36,-33.877950,153.942383, 12.5,   17.5,                  
         161,      793, 926.83, 11.2, 78.62,  7.6,298.0,  5.8,         793,    4.8, 926.83,-33.877968,153.942449, 12.4,   17.5,                  
         162,      798, 926.32, 11.2, 78.59,  7.6,297.9,  5.8,         797,    4.9, 926.32,-33.877985,153.942509, 12.4,   17.5,                  
         163,      803, 925.75, 11.1, 78.57,  7.5,297.6,  5.8,         803,    5.1, 925.75,-33.878004,153.942562, 12.3,   17.5,                  
         164,      808, 925.14, 11.1, 78.68,  7.5,297.3,  5.8,         808,    5.4, 925.14,-33.878028,153.942609, 12.3,   17.5,                  
         165,      814, 924.53, 11.0, 78.91,  7.5,297.0,  5.8,         814,    5.5, 924.53,-33.878054,153.942656, 12.2,   17.5,                  
         166,      819, 923.91, 11.0, 79.18,  7.5,296.6,  5.8,         819,    5.3, 923.91,-33.878081,153.942703, 12.2,   17.5,                  
         167,      824, 923.37, 10.9, 79.40,  7.5,296.1,  5.8,         824,    5.0, 923.37,-33.878107,153.942753, 12.1,   17.5,                  
         168,      828, 922.86, 10.9, 79.70,  7.5,295.6,  5.8,         829,    4.6, 922.86,-33.878134,153.942803, 12.1,   17.5,                  
         169,      833, 922.40, 10.8, 80.05,  7.5,295.1,  5.8,         833,    4.4, 922.40,-33.878163,153.942853, 12.0,   17.5,                  
         170,      838, 921.94, 10.8, 80.36,  7.5,294.5,  5.8,         837,    4.6, 921.94,-33.878197,153.942906, 12.0,   17.5,                  
         171,      843, 921.33, 10.7, 80.48,  7.5,293.9,  5.7,         843,    5.1, 921.33,-33.878234,153.942965, 11.9,   17.5,                  
         172,      848, 920.68, 10.7, 80.49,  7.5,293.2,  5.7,         848,    5.5, 920.68,-33.878268,153.943030, 11.9,   17.5,                  
         173,      854, 920.07, 10.6, 80.45,  7.4,292.5,  5.7,         854,    5.6, 920.07,-33.878296,153.943096, 11.9,   17.5,                  
         174,      859, 919.47, 10.6, 80.50,  7.4,291.8,  5.7,         859,    5.6, 919.47,-33.878317,153.943157, 11.8,   17.5,                  
         175,      865, 918.87, 10.5, 80.67,  7.4,291.1,  5.7,         865,    5.5, 918.87,-33.878335,153.943214, 11.8,   17.5,                  
         176,      871, 918.28, 10.5, 80.89,  7.4,290.4,  5.7,         870,    5.6, 918.28,-33.878352,153.943268, 11.7,   17.5,                  
         177,      876, 917.59, 10.4, 81.14,  7.4,289.7,  5.7,         876,    5.7, 917.59,-33.878368,153.943324, 11.7,   17.5,                  
         178,      882, 916.97, 10.4, 81.37,  7.3,289.0,  5.7,         882,    5.5, 916.97,-33.878383,153.943384, 11.6,   17.5,                  
