Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        1122,     6572, 442.20,-23.1, 21.05,-39.5,268.1, 27.8,        6572,    5.7, 442.20,-33.802525,154.933839,-23.0,   42.9,                  
        1123,     6577, 441.87,-23.1, 21.00,-39.5,268.0, 27.8,        6577,    5.6, 441.87,-33.802512,154.934117,-23.1,   42.9,                  
        1124,     6583, 441.52,-23.2, 21.06,-39.6,267.9, 27.8,        6583,    5.7, 441.52,-33.802496,154.934390,-23.2,   42.9,                  
        1125,     6589, 441.16,-23.3, 21.21,-39.5,267.9, 27.8,        6589,    5.8, 441.16,-33.802478,154.934665,-23.2,   42.9,                  
        1126,     6594, 440.83,-23.3, 21.34,-39.5,267.8, 27.8,        6594,    5.7, 440.83,-33.802462,154.934944,-23.3,   42.9,                  
        1127,     6600, 440.48,-23.4, 21.43,-39.5,267.7, 27.9,        6600,    5.6, 440.48,-33.802450,154.935232,-23.3,   42.9,                  
        1128,     6606, 440.13,-23.4, 21.49,-39.5,267.7, 27.9,        6606,    5.5, 440.13,-33.802444,154.935528,-23.4,   42.9,                  
        1129,     6611, 439.83,-23.5, 21.50,-39.6,267.6, 27.9,        6611,    5.3, 439.83,-33.802441,154.935828,-23.4,   42.9,                  
        1130,     6616, 439.53,-23.5, 21.49,-39.6,267.6, 28.0,        6616,    5.3, 439.53,-33.802438,154.936127,-23.5,   42.9,                  
        1131,     6622, 439.19,-23.6, 21.56,-39.6,267.5, 28.0,        6622,    5.7, 439.19,-33.802430,154.936419,-23.5,   42.9,                  
        1132,     6628, 438.81,-23.6, 21.70,-39.6,267.5, 28.1,        6628,    6.1, 438.81,-33.802415,154.936705,-23.6,   42.9,                  
        1133,     6634, 438.41,-23.7, 21.87,-39.6,267.5, 28.1,        6634,    6.3, 438.41,-33.802395,154.936986,-23.7,   42.9,                  
        1134,     6640, 438.04,-23.8, 21.98,-39.6,267.5, 28.2,        6641,    6.2, 438.04,-33.802371,154.937266,-23.7,   42.9,                  
        1135,     6646, 437.70,-23.8, 21.99,-39.6,267.5, 28.3,        6646,    6.0, 437.70,-33.802347,154.937552,-23.8,   42.9,                  
        1136,     6652, 437.36,-23.8, 21.92,-39.7,267.5, 28.4,        6652,    6.0, 437.36,-33.802322,154.937847,-23.8,   42.9,                  
        1137,     6659, 436.98,-23.9, 21.83,-39.8,267.6, 28.5,        6659,    6.3, 436.98,-33.802298,154.938155,-23.9,   43.0,                  
        1138,     6665, 436.57,-24.0, 21.77,-39.9,267.6, 28.5,        6665,    6.5, 436.57,-33.802278,154.938472,-23.9,   43.0,                  
        1139,     6672, 436.17,-24.0, 21.71,-39.9,267.6, 28.6,        6672,    6.3, 436.17,-33.802264,154.938796,-24.0,   43.0,                  
        1140,     6678, 435.83,-24.0, 21.63,-40.0,267.7, 28.7,        6678,    6.1, 435.83,-33.802255,154.939121,-24.0,   43.0,                  
        1141,     6684, 435.50,-24.1, 21.56,-40.1,267.8, 28.8,        6683,    6.0, 435.50,-33.802252,154.939447,-24.1,   43.0,                  
        1142,     6690, 435.14,-24.1, 21.51,-40.2,267.8, 28.9,        6690,    6.1, 435.14,-33.802253,154.939776,-24.1,   43.0,                  
        1143,     6696, 434.74,-24.2, 21.43,-40.2,267.9, 28.9,        6696,    6.1, 434.74,-33.802257,154.940105,-24.1,   43.1,                  
        1144,     6702, 434.37,-24.2, 21.28,-40.3,268.0, 29.0,        6702,    5.9, 434.37,-33.802259,154.940434,-24.2,   43.1,                  
        1145,     6707, 434.06,-24.2, 21.05,-40.5,268.1, 29.1,        6707,    5.4, 434.06,-33.802258,154.940762,-24.2,   43.1,                  
        1146,     6712, 433.78,-24.3, 20.86,-40.6,268.1, 29.1,        6712,    5.1, 433.78,-33.802251,154.941089,-24.2,   43.2,                  
        1147,     6717, 433.48,-24.3, 20.77,-40.6,268.2, 29.2,        6717,    5.1, 433.48,-33.802237,154.941415,-24.3,   43.2,                  
        1148,     6723, 433.17,-24.3, 20.82,-40.6,268.3, 29.2,        6722,    5.3, 433.17,-33.802219,154.941741,-24.3,   43.2,                  
        1149,     6728, 432.82,-24.4, 20.95,-40.6,268.4, 29.3,        6728,    5.6, 432.82,-33.802201,154.942063,-24.4,   43.2,                  
        1150,     6734, 432.46,-24.5, 21.09,-40.6,268.4, 29.3,        6734,    5.9, 432.46,-33.802187,154.942382,-24.4,   43.2,                  
        1151,     6740, 432.12,-24.5, 21.19,-40.6,268.5, 29.4,        6740,    5.9, 432.12,-33.802178,154.942697,-24.5,   43.2,                  
        1152,     6746, 431.78,-24.6, 21.27,-40.7,268.6, 29.4,        6746,    6.0, 431.78,-33.802173,154.943012,-24.6,   43.2,                  
        1153,     6752, 431.42,-24.7, 21.35,-40.7,268.6, 29.4,        6752,    6.0, 431.42,-33.802169,154.943325,-24.6,   43.2,                  
        1154,     6758, 431.04,-24.7, 21.44,-40.7,268.7, 29.4,        6758,    5.9, 431.04,-33.802163,154.943636,-24.7,   43.2,                  
        1155,     6763, 430.71,-24.8, 21.48,-40.7,268.7, 29.5,        6764,    5.5, 430.71,-33.802156,154.943947,-24.7,   43.2,                  
        1156,     6769, 430.43,-24.8, 21.45,-40.8,268.8, 29.5,        6769,    5.2, 430.43,-33.802150,154.944259,-24.8,   43.2,                  
        1157,     6774, 430.13,-24.9, 21.44,-40.8,268.9, 29.5,        6774,    5.0, 430.13,-33.802146,154.944575,-24.8,   43.2,                  
        1158,     6779, 429.83,-24.9, 21.50,-40.8,268.9, 29.5,        6779,    5.1, 429.83,-33.802146,154.944895,-24.9,   43.2,                  
        1159,     6784, 429.52,-25.0, 21.56,-40.8,268.9, 29.5,        6784,    5.3, 429.52,-33.802148,154.945215,-24.9,   43.2,                  
        1160,     6790, 429.18,-25.0, 21.61,-40.9,269.0, 29.6,        6789,    5.6, 429.18,-33.802150,154.945529,-25.0,   43.2,                  
        1161,     6795, 428.83,-25.1, 21.69,-40.9,269.0, 29.6,        6795,    5.9, 428.83,-33.802152,154.945836,-25.0,   43.2,                  
        1162,     6802, 428.46,-25.1, 21.85,-40.9,269.1, 29.6,        6802,    6.2, 428.46,-33.802153,154.946134,-25.1,   43.2,                  
        1163,     6808, 428.09,-25.2, 22.04,-40.8,269.1, 29.6,        6808,    6.4, 428.09,-33.802156,154.946428,-25.2,   43.2,                  
        1164,     6815, 427.72,-25.3, 22.18,-40.8,269.1, 29.6,        6815,    6.7, 427.72,-33.802158,154.946724,-25.2,   43.2,                  
        1165,     6822, 427.29,-25.3, 22.25,-40.9,269.2, 29.7,        6822,    6.8, 427.29,-33.802158,154.947027,-25.3,   43.2,                  
        1166,     6828, 426.88,-25.4, 22.30,-40.9,269.2, 29.7,        6828,    6.6, 426.88,-33.802155,154.947343,-25.3,   43.2,                  
        1167,     6834, 426.54,-25.4, 22.30,-40.9,269.2, 29.7,        6834,    6.1, 426.54,-33.802151,154.947671,-25.4,   43.2,                  
        1168,     6840, 426.22,-25.5, 22.26,-41.0,269.3, 29.8,        6840,    5.7, 426.22,-33.802146,154.948007,-25.5,   43.2,                  
        1169,     6845, 425.89,-25.5, 22.23,-41.0,269.3, 29.8,        6845,    5.5, 425.89,-33.802140,154.948351,-25.5,   43.2,                  
        1170,     6851, 425.57,-25.6, 22.27,-41.1,269.3, 29.8,        6851,    5.5, 425.57,-33.802134,154.948698,-25.5,   43.2,                  
        1171,     6857, 425.24,-25.6, 22.31,-41.1,269.4, 29.8,        6857,    5.6, 425.24,-33.802125,154.949045,-25.6,   43.2,                  
        1172,     6862, 424.90,-25.7, 22.28,-41.2,269.4, 29.8,        6862,    5.8, 424.90,-33.802115,154.949387,-25.7,   43.2,                  
        1173,     6868, 424.55,-25.7, 22.20,-41.2,269.4, 29.9,        6868,    6.0, 424.55,-33.802102,154.949722,-25.7,   43.2,                  
        1174,     6875, 424.19,-25.8, 22.15,-41.3,269.5, 29.9,        6875,    6.2, 424.19,-33.802086,154.950048,-25.7,   43.3,                  
        1175,     6881, 423.81,-25.8, 22.20,-41.3,269.5, 29.9,        6881,    6.4, 423.81,-33.802069,154.950370,-25.8,   43.3,                  
        1176,     6887, 423.43,-25.9, 22.28,-41.3,269.5, 29.9,        6887,    6.4, 423.43,-33.802051,154.950689,-25.9,   43.3,                  
        1177,     6894, 423.06,-26.0, 22.33,-41.4,269.6, 29.9,        6894,    6.3, 423.06,-33.802036,154.951009,-25.9,   43.3,                  
        1178,     6900, 422.71,-26.0, 22.35,-41.4,269.6, 29.9,        6900,    6.1, 422.71,-33.802026,154.951331,-26.0,   43.3,                  
        1179,     6905, 422.37,-26.1, 22.31,-41.5,269.6, 29.9,        6906,    5.8, 422.37,-33.802025,154.951653,-26.0,   43.3,                  
        1180,     6911, 422.05,-26.1, 22.23,-41.5,269.7, 30.0,        6911,    5.5, 422.05,-33.802033,154.951974,-26.1,   43.3,                  
        1181,     6916, 421.74,-26.1, 22.21,-41.6,269.7, 30.0,        6916,    5.3, 421.74,-33.802049,154.952290,-26.1,   43.3,                  
        1182,     6921, 421.43,-26.2, 22.27,-41.6,269.7, 30.0,        6921,    5.2, 421.43,-33.802070,154.952604,-26.1,   43.3,                  
        1183,     6927, 421.14,-26.2, 22.39,-41.6,269.7, 30.0,        6927,    5.2, 421.14,-33.802092,154.952916,-26.2,   43.3,                  
        1184,     6932, 420.82,-26.3, 22.55,-41.6,269.7, 30.0,        6932,    5.6, 420.82,-33.802116,154.953229,-26.3,   43.3,                  
        1185,     6939, 420.46,-26.4, 22.75,-41.5,269.7, 30.0,        6938,    6.3, 420.46,-33.802139,154.953547,-26.3,   43.3,                  
        1186,     6945, 420.05,-26.4, 22.97,-41.5,269.7, 30.0,        6945,    6.9, 420.05,-33.802158,154.953871,-26.4,   43.3,                  
        1187,     6953, 419.61,-26.5, 23.16,-41.5,269.7, 30.0,        6953,    7.3, 419.61,-33.802170,154.954201,-26.5,   43.3,                  
        1188,     6960, 419.18,-26.6, 23.21,-41.5,269.7, 30.0,        6960,    7.4, 419.18,-33.802171,154.954533,-26.5,   43.3,                  
        1189,     6967, 418.77,-26.6, 23.09,-41.6,269.7, 30.1,        6967,    7.3, 418.77,-33.802161,154.954866,-26.6,   43.4,                  
        1190,     6975, 418.36,-26.7, 22.79,-41.8,269.7, 30.1,        6975,    7.2, 418.36,-33.802139,154.955197,-26.7,   43.4,                  
        1191,     6982, 417.94,-26.7, 22.39,-42.0,269.6, 30.1,        6982,    7.0, 417.94,-33.802107,154.955526,-26.7,   43.4,                  
        1192,     6988, 417.55,-26.8, 21.89,-42.3,269.6, 30.1,        6988,    6.4, 417.55,-33.802070,154.955849,-26.7,   43.4,                  
        1193,     6994, 417.23,-26.8, 21.39,-42.5,269.5, 30.2,        6994,    5.7, 417.23,-33.802038,154.956164,-26.8,   43.4,                  
        1194,     6999, 416.96,-26.8, 21.02,-42.7,269.4, 30.2,        6999,    5.1, 416.96,-33.802018,154.956473,-26.8,   43.5,                  
        1195,     7004, 416.68,-26.9, 20.73,-42.9,269.4, 30.2,        7004,    4.7, 416.68,-33.802014,154.956780,-26.8,   43.5,                  
        1196,     7008, 416.39,-26.9, 20.58,-43.0,269.3, 30.3,        7008,    4.5, 416.39,-33.802027,154.957088,-26.9,   43.5,                  
        1197,     7013, 416.15,-27.0, 20.69,-43.0,269.2, 30.3,        7013,    4.5, 416.15,-33.802050,154.957400,-26.9,   43.5,                  
        1198,     7018, 415.91,-27.0, 20.99,-42.9,269.1, 30.3,        7017,    4.9, 415.91,-33.802075,154.957716,-27.0,   43.5,                  
        1199,     7023, 415.56,-27.1, 21.36,-42.8,269.0, 30.4,        7023,    5.6, 415.56,-33.802093,154.958036,-27.0,   43.5,                  
        1200,     7029, 415.18,-27.1, 21.68,-42.7,268.9, 30.4,        7029,    6.0, 415.18,-33.802101,154.958361,-27.1,   43.5,                  
        1201,     7035, 414.84,-27.2, 21.82,-42.7,268.7, 30.4,        7035,    6.1, 414.84,-33.802100,154.958693,-27.1,   43.5,                  
        1202,     7041, 414.51,-27.2, 21.84,-42.7,268.6, 30.4,        7041,    6.0, 414.51,-33.802091,154.959035,-27.2,   43.5,                  
        1203,     7047, 414.16,-27.3, 21.84,-42.7,268.4, 30.5,        7047,    5.8, 414.16,-33.802080,154.959386,-27.3,   43.5,                  
        1204,     7053, 413.84,-27.3, 21.84,-42.8,268.3, 30.5,        7053,    5.7, 413.84,-33.802068,154.959744,-27.3,   43.5,                  
        1205,     7058, 413.53,-27.4, 21.84,-42.8,268.1, 30.5,        7058,    5.7, 413.53,-33.802057,154.960103,-27.3,   43.5,                  
        1206,     7064, 413.17,-27.4, 21.87,-42.9,267.9, 30.5,        7064,    5.8, 413.17,-33.802043,154.960461,-27.4,   43.5,                  
        1207,     7070, 412.83,-27.5, 21.90,-42.9,267.8, 30.6,        7070,    5.8, 412.83,-33.802027,154.960813,-27.5,   43.5,                  
        1208,     7076, 412.52,-27.6, 21.91,-42.9,267.6, 30.6,        7076,    5.7, 412.52,-33.802012,154.961157,-27.5,   43.5,                  
        1209,     7082, 412.20,-27.6, 21.91,-43.0,267.4, 30.6,        7081,    5.9, 412.20,-33.802002,154.961488,-27.6,   43.5,                  
        1210,     7088, 411.84,-27.7, 21.95,-43.0,267.3, 30.7,        7088,    6.3, 411.84,-33.802002,154.961805,-27.6,   43.5,                  
        1211,     7095, 411.44,-27.7, 22.09,-43.0,267.2, 30.7,        7094,    6.7, 411.44,-33.802010,154.962112,-27.7,   43.5,          PiTiUi  
        1212,     7101, 411.05,-27.8, 22.26,-43.0,267.1, 30.7,        7101,    6.9, 411.05,-33.802020,154.962419,-27.8,   43.5,                  
        1213,     7108, 410.66,-27.9, 22.38,-43.0,266.9, 30.7,        7108,    7.0, 410.66,-33.802025,154.962733,-27.8,   43.5,                  
        1214,     7115, 410.24,-27.9, 22.41,-43.1,266.8, 30.8,        7115,    6.8, 410.24,-33.802019,154.963056,-27.9,   43.5,                  
        1215,     7121, 409.88,-28.0, 22.36,-43.1,266.6, 30.8,        7122,    6.2, 409.88,-33.802001,154.963384,-28.0,   43.5,                  
        1216,     7127, 409.60,-28.0, 22.28,-43.2,266.5, 30.8,        7127,    5.5, 409.60,-33.801971,154.963710,-28.0,   43.5,                  
        1217,     7132, 409.31,-28.1, 22.31,-43.2,266.4, 30.9,        7132,    5.2, 409.31,-33.801935,154.964029,-28.1,   43.5,                  
        1218,     7137, 409.00,-28.1, 22.50,-43.2,266.3, 30.9,        7137,    5.0, 409.00,-33.801896,154.964338,-28.1,   43.5,                  
        1219,     7142, 408.73,-28.2, 22.70,-43.2,266.2, 31.0,        7142,    4.9, 408.73,-33.801859,154.964641,-28.2,   43.5,                  
        1220,     7147, 408.45,-28.2, 22.82,-43.2,266.2, 31.0,        7147,    4.9, 408.45,-33.801825,154.964948,-28.2,   43.5,                  
        1221,     7152, 408.17,-28.3, 22.89,-43.2,266.1, 31.1,        7152,    4.9, 408.17,-33.801794,154.965264,-28.3,   43.5,                  
        1222,     7157, 407.89,-28.3, 22.98,-43.2,266.1, 31.1,        7157,    5.1, 407.89,-33.801766,154.965593,-28.3,   43.5,                  
        1223,     7162, 407.59,-28.4, 23.08,-43.2,266.1, 31.2,        7162,    5.5, 407.59,-33.801741,154.965935,-28.4,   43.5,                  
        1224,     7168, 407.24,-28.5, 23.22,-43.2,266.2, 31.2,        7168,    6.0, 407.24,-33.801720,154.966289,-28.4,   43.5,                  
        1225,     7175, 406.88,-28.5, 23.40,-43.2,266.2, 31.3,        7175,    6.5, 406.88,-33.801700,154.966646,-28.5,   43.5,                  
        1226,     7182, 406.48,-28.6, 23.60,-43.1,266.2, 31.3,        7182,    6.8, 406.48,-33.801681,154.967002,-28.6,   43.5,                  
        1227,     7188, 406.07,-28.7, 23.76,-43.1,266.3, 31.4,        7189,    6.7, 406.07,-33.801661,154.967350,-28.6,   43.5,                  
        1228,     7195, 405.72,-28.7, 23.81,-43.2,266.4, 31.4,        7195,    6.3, 405.72,-33.801639,154.967689,-28.7,   43.5,                  
        1229,     7200, 405.42,-28.8, 23.74,-43.2,266.4, 31.4,        7201,    5.8, 405.42,-33.801613,154.968019,-28.7,   43.5,          PiTiUi  
        1230,     7206, 405.12,-28.8, 23.71,-43.3,266.5, 31.4,        7206,    5.5, 405.12,-33.801581,154.968346,-28.8,   43.5,                  
        1231,     7211, 404.79,-28.9, 23.78,-43.3,266.6, 31.5,        7211,    5.3, 404.79,-33.801543,154.968675,-28.8,   43.5,                  
        1232,     7216, 404.49,-28.9, 23.93,-43.3,266.6, 31.5,        7216,    5.3, 404.49,-33.801501,154.969012,-28.9,   43.5,                  
        1233,     7222, 404.22,-29.0, 24.06,-43.3,266.7, 31.5,        7222,    5.4, 404.22,-33.801463,154.969358,-28.9,   43.5,                  
        1234,     7228, 403.89,-29.0, 24.14,-43.3,266.8, 31.5,        7228,    5.9, 403.89,-33.801434,154.969711,-29.0,   43.5,                  
        1235,     7234, 403.51,-29.1, 24.27,-43.3,266.9, 31.6,        7234,    6.3, 403.51,-33.801419,154.970070,-29.1,   43.6,                  
        1236,     7240, 403.13,-29.1, 24.44,-43.3,267.0, 31.6,        7241,    6.4, 403.13,-33.801416,154.970429,-29.1,   43.6,                  
        1237,     7246, 402.79,-29.2, 24.58,-43.3,267.1, 31.6,        7247,    5.9, 402.79,-33.801425,154.970789,-29.2,   43.6,                  
        1238,     7252, 402.50,-29.2, 24.65,-43.3,267.2, 31.6,        7252,    5.2, 402.50,-33.801440,154.971148,-29.2,   43.6,                  
        1239,     7256, 402.26,-29.3, 24.64,-43.3,267.2, 31.6,        7256,    4.5, 402.26,-33.801459,154.971505,-29.3,   43.6,                  
        1240,     7260, 402.05,-29.3, 24.63,-43.4,267.3, 31.6,        7260,    4.3, 402.05,-33.801479,154.971858,-29.3,   43.6,                  
        1241,     7265, 401.79,-29.4, 24.73,-43.4,267.3, 31.5,        7265,    4.6, 401.79,-33.801498,154.972208,-29.3,   43.6,                  
        1242,     7270, 401.48,-29.4, 24.90,-43.4,267.3, 31.5,        7270,    5.1, 401.48,-33.801514,154.972551,-29.4,   43.6,                  
        1243,     7275, 401.16,-29.5, 25.06,-43.4,267.3, 31.5,        7275,    5.4, 401.16,-33.801521,154.972890,-29.5,   43.6,                  
