Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        2344,    11145, 227.10,-58.3,45.32,-64.6,233.6, 22.5,       11145,    3.9, 227.10,-33.697791,154.662653,-58.3,   55.6,                  
        2345,    11149, 226.95,-58.4,45.28,-64.6,233.6, 22.6,       11149,    4.1, 226.95,-33.697671,154.662853,-58.4,   55.6,                  
        2346,    11153, 226.79,-58.4,45.21,-64.7,233.6, 22.6,       11153,    4.2, 226.79,-33.697550,154.663054,-58.4,   55.6,          PiTiUi  
        2347,    11157, 226.64,-58.4,45.13,-64.7,233.6, 22.6,       11157,    4.1, 226.64,-33.697428,154.663255,-58.4,   55.7,                  
        2348,    11161, 226.50,-58.4,45.06,-64.7,233.6, 22.7,       11161,    3.9, 226.50,-33.697305,154.663458,-58.4,   55.7,                  
        2349,    11165, 226.38,-58.5,45.00,-64.8,233.6, 22.7,       11165,    3.8, 226.38,-33.697181,154.663662,-58.5,   55.7,                  
        2350,    11168, 226.24,-58.5,44.97,-64.8,233.6, 22.8,       11168,    3.7, 226.24,-33.697057,154.663866,-58.5,   55.7,                  
        2351,    11172, 226.10,-58.5,44.95,-64.8,233.6, 22.8,       11172,    3.8, 226.10,-33.696934,154.664069,-58.5,   55.7,          PiTiUi  
        2352,    11176, 225.96,-58.6,44.96,-64.8,233.6, 22.9,       11176,    3.8, 225.96,-33.696812,154.664270,-58.5,   55.7,          Pi      
        2353,    11180, 225.82,-58.6,45.00,-64.9,233.6, 22.9,       11180,    3.8, 225.82,-33.696688,154.664469,-58.6,   55.8,                  
        2354,    11184, 225.69,-58.6,45.11,-64.9,233.6, 22.9,       11184,    3.8, 225.69,-33.696562,154.664667,-58.6,   55.8,                  
        2355,    11187, 225.56,-58.6,45.22,-64.9,233.6, 23.0,       11187,    3.8, 225.56,-33.696436,154.664863,-58.6,   55.8,                  
        2356,    11191, 225.41,-58.7,45.38,-64.9,233.6, 23.0,       11191,    3.8, 225.41,-33.696310,154.665060,-58.7,   55.8,                  
        2357,    11195, 225.28,-58.7,45.58,-64.9,233.6, 23.1,       11195,    3.8, 225.28,-33.696184,154.665256,-58.7,   55.8,                  
        2358,    11199, 225.14,-58.7,45.77,-64.9,233.6, 23.1,       11199,    3.8, 225.14,-33.696057,154.665452,-58.7,   55.8,                  
        2359,    11203, 225.00,-58.8,45.95,-64.9,233.6, 23.2,       11203,    3.9, 225.00,-33.695931,154.665650,-58.8,   55.8,                  
        2360,    11207, 224.86,-58.8,46.14,-64.9,233.6, 23.2,       11207,    4.0, 224.86,-33.695805,154.665850,-58.8,   55.8,                  
        2361,    11211, 224.72,-58.8,46.33,-64.9,233.6, 23.2,       11211,    4.1, 224.72,-33.695680,154.666052,-58.8,   55.8,                  
        2362,    11215, 224.56,-58.9,46.58,-64.9,233.6, 23.3,       11215,    4.1, 224.56,-33.695557,154.666254,-58.9,   55.8,                  
        2363,    11219, 224.42,-58.9,46.87,-64.9,233.6, 23.3,       11219,    4.0, 224.42,-33.695434,154.666458,-58.9,   55.8,                  
        2364,    11223, 224.28,-58.9,47.16,-64.8,233.6, 23.4,       11223,    3.9, 224.28,-33.695311,154.666662,-58.9,   55.9,                  
        2365,    11226, 224.15,-59.0,47.44,-64.8,233.5, 23.4,       11226,    3.7, 224.15,-33.695189,154.666866,-59.0,   55.9,                  
        2366,    11230, 224.02,-59.0,47.72,-64.8,233.5, 23.4,       11230,    3.7, 224.02,-33.695066,154.667071,-59.0,   55.9,                  
        2367,    11234, 223.89,-59.0,48.07,-64.8,233.5, 23.5,       11234,    3.7, 223.89,-33.694943,154.667276,-59.0,   55.9,                  
        2368,    11238, 223.75,-59.1,48.47,-64.7,233.5, 23.5,       11238,    3.8, 223.75,-33.694820,154.667483,-59.1,   55.9,                  
        2369,    11242, 223.61,-59.1,48.82,-64.7,233.5, 23.6,       11242,    3.9, 223.61,-33.694698,154.667691,-59.1,   55.9,                  
        2370,    11245, 223.48,-59.1,49.14,-64.7,233.5, 23.6,       11245,    3.9, 223.48,-33.694577,154.667899,-59.1,   55.9,                  
        2371,    11249, 223.34,-59.2,49.49,-64.7,233.4, 23.7,       11249,    3.9, 223.34,-33.694455,154.668106,-59.2,   55.9,                  
        2372,    11253, 223.20,-59.2,49.87,-64.7,233.4, 23.7,       11253,    3.9, 223.20,-33.694330,154.668312,-59.2,   55.9,                  
        2373,    11257, 223.06,-59.2,50.26,-64.6,233.4, 23.7,       11257,    3.9, 223.06,-33.694202,154.668514,-59.2,   55.9,                  
        2374,    11261, 222.92,-59.3,50.59,-64.6,233.4, 23.8,       11261,    3.9, 222.92,-33.694072,154.668714,-59.3,   55.9,                  
        2375,    11265, 222.77,-59.3,50.83,-64.6,233.3, 23.8,       11265,    3.9, 222.77,-33.693941,154.668911,-59.3,   55.9,                  
        2376,    11269, 222.64,-59.4,51.06,-64.6,233.3, 23.9,       11269,    3.8, 222.64,-33.693807,154.669108,-59.4,   55.9,                  
        2377,    11273, 222.51,-59.4,51.29,-64.6,233.3, 23.9,       11273,    3.8, 222.51,-33.693673,154.669305,-59.4,   55.9,                  
        2378,    11277, 222.37,-59.4,51.58,-64.6,233.3, 24.0,       11276,    3.9, 222.37,-33.693540,154.669506,-59.4,   55.9,                  
        2379,    11281, 222.22,-59.5,51.91,-64.6,233.2, 24.0,       11281,    4.1, 222.22,-33.693409,154.669710,-59.5,   55.9,                  
        2380,    11285, 222.08,-59.5,52.21,-64.6,233.2, 24.1,       11285,    4.2, 222.08,-33.693280,154.669918,-59.5,   55.9,                  
        2381,    11289, 221.93,-59.5,52.44,-64.6,233.2, 24.2,       11289,    4.2, 221.93,-33.693153,154.670130,-59.5,   55.9,                  
        2382,    11293, 221.78,-59.6,52.65,-64.6,233.2, 24.2,       11293,    4.2, 221.78,-33.693026,154.670346,-59.6,   55.9,                  
        2383,    11297, 221.63,-59.6,52.82,-64.6,233.1, 24.3,       11297,    4.0, 221.63,-33.692899,154.670563,-59.6,   56.0,                  
        2384,    11301, 221.50,-59.6,52.95,-64.6,233.1, 24.3,       11301,    3.9, 221.50,-33.692770,154.670781,-59.6,   56.0,                  
        2385,    11305, 221.37,-59.7,53.03,-64.6,233.1, 24.4,       11305,    3.7, 221.37,-33.692640,154.670998,-59.7,   56.0,                  
        2386,    11309, 221.23,-59.7,53.07,-64.7,233.1, 24.4,       11308,    3.7, 221.23,-33.692509,154.671212,-59.7,   56.0,                  
        2387,    11312, 221.10,-59.7,53.06,-64.7,233.1, 24.5,       11312,    3.7, 221.10,-33.692377,154.671426,-59.7,   56.0,                  
        2388,    11316, 220.97,-59.7,53.05,-64.7,233.0, 24.5,       11316,    3.8, 220.97,-33.692242,154.671637,-59.7,   56.0,                  
        2389,    11320, 220.83,-59.8,53.06,-64.7,233.0, 24.5,       11320,    3.9, 220.83,-33.692106,154.671846,-59.8,   56.0,                  
        2390,    11324, 220.69,-59.8,53.02,-64.7,233.0, 24.6,       11324,    3.9, 220.69,-33.691967,154.672051,-59.8,   56.1,                  
        2391,    11328, 220.55,-59.8,52.96,-64.8,233.0, 24.6,       11328,    4.0, 220.55,-33.691829,154.672254,-59.8,   56.1,                  
        2392,    11332, 220.41,-59.8,52.95,-64.8,233.0, 24.7,       11332,    4.0, 220.41,-33.691690,154.672458,-59.8,   56.1,                  
        2393,    11336, 220.27,-59.8,53.00,-64.8,233.0, 24.7,       11336,    4.0, 220.27,-33.691552,154.672665,-59.8,   56.2,                  
        2394,    11340, 220.13,-59.9,53.09,-64.8,233.0, 24.7,       11340,    3.9, 220.13,-33.691416,154.672876,-59.9,   56.2,                  
        2395,    11343, 220.00,-59.9,53.15,-64.8,233.0, 24.7,       11343,    3.8, 220.00,-33.691282,154.673092,-59.9,   56.2,                  
        2396,    11347, 219.87,-59.9,53.16,-64.9,233.0, 24.7,       11347,    3.8, 219.87,-33.691151,154.673310,-59.9,   56.2,                  
        2397,    11351, 219.73,-59.9,53.14,-64.9,233.0, 24.7,       11351,    3.9, 219.73,-33.691019,154.673532,-59.9,   56.2,                  
        2398,    11355, 219.59,-60.0,53.10,-64.9,233.0, 24.8,       11355,    4.0, 219.59,-33.690885,154.673754,-60.0,   56.3,  dfv             
        2399,    11359, 219.45,-60.0,53.12,-64.9,233.0, 24.8,       11359,    4.1, 219.45,-33.690749,154.673974,-60.0,   56.3,                  
        2400,    11363, 219.30,-60.0,53.11,-64.9,233.0, 24.7,       11363,    4.1, 219.30,-33.690612,154.674192,-60.0,   56.3,                  
        2401,    11367, 219.16,-60.0,53.09,-65.0,232.9, 24.7,       11367,    4.1, 219.16,-33.690474,154.674408,-60.0,   56.4,                  
        2402,    11371, 219.02,-60.0,53.09,-65.0,232.9, 24.7,       11371,    4.1, 219.02,-33.690337,154.674622,-60.0,   56.4,                  
        2403,    11375, 218.87,-60.1,53.08,-65.0,232.9, 24.7,       11375,    4.0, 218.87,-33.690201,154.674835,-60.1,   56.4,                  
        2404,    11379, 218.73,-60.1,53.09,-65.0,232.9, 24.6,       11379,    3.9, 218.73,-33.690067,154.675047,-60.1,   56.4,                  
        2405,    11383, 218.61,-60.1,53.16,-65.1,232.9, 24.6,       11383,    3.8, 218.61,-33.689934,154.675259,-60.1,   56.4,                  
        2406,    11387, 218.48,-60.2,53.24,-65.1,232.9, 24.5,       11387,    3.7, 218.48,-33.689802,154.675471,-60.2,   56.5,                  
        2407,    11391, 218.34,-60.2,53.30,-65.1,232.9, 24.5,       11391,    3.7, 218.34,-33.689670,154.675684,-60.2,   56.5,                  
        2408,    11394, 218.22,-60.2,53.37,-65.1,232.9, 24.4,       11394,    3.8, 218.22,-33.689538,154.675897,-60.2,   56.5,                  
        2409,    11398, 218.08,-60.2,53.44,-65.1,232.9, 24.4,       11398,    3.9, 218.08,-33.689404,154.676112,-60.2,   56.5,          PiTiUi  
        2410,    11402, 217.94,-60.2,53.49,-65.1,232.9, 24.3,       11402,    4.0, 217.94,-33.689270,154.676329,-60.2,   56.6,                  
        2411,    11406, 217.80,-60.2,53.56,-65.1,232.8, 24.3,       11406,    4.0, 217.80,-33.689135,154.676545,-60.2,   56.6,                  
        2412,    11410, 217.66,-60.3,53.64,-65.1,232.8, 24.2,       11410,    4.0, 217.66,-33.689002,154.676760,-60.3,   56.6,                  
        2413,    11414, 217.52,-60.3,53.77,-65.1,232.8, 24.1,       11414,    4.1, 217.52,-33.688869,154.676973,-60.3,   56.6,                  
        2414,    11419, 217.37,-60.4,53.90,-65.2,232.8, 24.0,       11418,    4.3, 217.37,-33.688735,154.677183,-60.3,   56.6,                  
        2415,    11423, 217.21,-60.4,53.99,-65.2,232.8, 23.9,       11423,    4.4, 217.21,-33.688601,154.677391,-60.4,   56.6,                  
        2416,    11427, 217.05,-60.4,54.05,-65.2,232.8, 23.8,       11427,    4.5, 217.05,-33.688468,154.677597,-60.4,   56.6,                  
        2417,    11432, 216.90,-60.5,54.11,-65.3,232.9, 23.7,       11432,    4.3, 216.90,-33.688337,154.677801,-60.5,   56.6,                  
        2418,    11436, 216.76,-60.5,54.22,-65.3,232.9, 23.5,       11436,    4.3, 216.76,-33.688208,154.678003,-60.5,   56.6,                  
        2419,    11440, 216.61,-60.5,54.39,-65.3,232.9, 23.4,       11440,    4.3, 216.61,-33.688079,154.678201,-60.5,   56.7,                  
        2420,    11445, 216.45,-60.6,54.57,-65.3,233.0, 23.3,       11445,    4.4, 216.45,-33.687950,154.678398,-60.6,   56.7,                  
        2421,    11449, 216.30,-60.6,54.72,-65.3,233.0, 23.2,       11449,    4.4, 216.30,-33.687820,154.678594,-60.6,   56.7,                  
        2422,    11454, 216.14,-60.6,54.83,-65.3,233.1, 23.1,       11454,    4.4, 216.14,-33.687692,154.678789,-60.6,   56.7,                  
        2423,    11458, 215.99,-60.7,54.85,-65.3,233.2, 22.9,       11458,    4.4, 215.99,-33.687565,154.678985,-60.7,   56.7,                  
        2424,    11462, 215.84,-60.7,54.75,-65.4,233.3, 22.8,       11462,    4.4, 215.84,-33.687439,154.679181,-60.7,   56.8,                  
        2425,    11467, 215.69,-60.7,54.50,-65.4,233.4, 22.7,       11467,    4.4, 215.69,-33.687316,154.679376,-60.7,   56.8,TU    Tr          
        2426,    11471, 215.54,-60.7,54.11,-65.5,233.6, 22.6,       11471,    4.4, 215.54,-33.687194,154.679572,-60.7,   56.9,                  
        2427,    11475, 215.39,-60.7,53.60,-65.5,233.7, 22.5,       11475,    4.3, 215.39,-33.687074,154.679768,-60.7,   57.0,                  
        2428,    11480, 215.24,-60.7,53.00,-65.6,233.9, 22.4,       11480,    4.2, 215.24,-33.686955,154.679962,-60.6,   57.1,                  
        2429,    11484, 215.10,-60.6,52.32,-65.6,234.1, 22.3,       11484,    4.1, 215.10,-33.686834,154.680150,-60.6,   57.2,                  
        2430,    11488, 214.97,-60.6,51.57,-65.7,234.3, 22.2,       11488,    3.9, 214.97,-33.686714,154.680333,-60.6,   57.4,                  
        2431,    11491, 214.83,-60.5,50.77,-65.8,234.5, 22.1,       11491,    3.7, 214.83,-33.686593,154.680510,-60.5,   57.5,                  
        2432,    11495, 214.72,-60.5,49.97,-65.9,234.7, 22.0,       11495,    3.5, 214.72,-33.686477,154.680685,-60.5,   57.6,                  
        2433,    11498, 214.61,-60.4,49.18,-65.9,235.0, 22.0,       11498,    3.4, 214.61,-33.686364,154.680860,-60.4,   57.7,                  
        2434,    11502, 214.48,-60.4,48.39,-66.0,235.3, 21.9,       11502,    3.6, 214.48,-33.686256,154.681040,-60.4,   57.8,                  
        2435,    11506, 214.35,-60.4,47.62,-66.1,235.6, 21.8,       11506,    3.8, 214.35,-33.686150,154.681224,-60.4,   57.9,                  
        2436,    11510, 214.21,-60.3,46.86,-66.2,235.8, 21.8,       11510,    4.0, 214.21,-33.686045,154.681413,-60.3,   58.1,                  
        2437,    11514, 214.07,-60.3,46.11,-66.3,236.1, 21.7,       11514,    4.0, 214.07,-33.685943,154.681605,-60.3,   58.2,                  
        2438,    11518, 213.93,-60.2,45.39,-66.3,236.5, 21.7,       11518,    4.0, 213.93,-33.685841,154.681798,-60.2,   58.3,                  
        2439,    11522, 213.80,-60.2,44.73,-66.4,236.8, 21.6,       11522,    4.0, 213.80,-33.685738,154.681992,-60.2,   58.4,                  
        2440,    11526, 213.66,-60.2,44.16,-66.5,237.1, 21.6,       11526,    4.0, 213.66,-33.685635,154.682188,-60.2,   58.6,                  
        2441,    11530, 213.52,-60.1,43.66,-66.5,237.4, 21.5,       11530,    3.9, 213.52,-33.685533,154.682384,-60.1,   58.7,                  
        2442,    11533, 213.40,-60.1,43.23,-66.6,237.8, 21.5,       11533,    3.9, 213.40,-33.685432,154.682583,-60.1,   58.8,                  
        2443,    11537, 213.26,-60.1,42.86,-66.6,238.1, 21.4,       11537,    3.9, 213.26,-33.685332,154.682784,-60.1,   58.9,                  
        2444,    11541, 213.13,-60.1,42.55,-66.7,238.5, 21.4,       11541,    3.9, 213.13,-33.685231,154.682985,-60.1,   58.9,                  
        2445,    11545, 213.00,-60.1,42.26,-66.7,238.8, 21.3,       11545,    3.9, 213.00,-33.685129,154.683187,-60.1,   59.0,                  
        2446,    11549, 212.86,-60.1,41.96,-66.8,239.2, 21.3,       11549,    4.0, 212.86,-33.685026,154.683389,-60.1,   59.0,                  
        2447,    11553, 212.72,-60.1,41.60,-66.9,239.6, 21.2,       11553,    4.1, 212.72,-33.684921,154.683594,-60.1,   59.0,                  
        2448,    11557, 212.58,-60.2,41.14,-67.0,240.0, 21.1,       11557,    4.2, 212.58,-33.684815,154.683802,-60.2,   59.0,                  
        2449,    11562, 212.43,-60.2,40.53,-67.2,240.4, 21.1,       11562,    4.2, 212.43,-33.684709,154.684013,-60.2,   59.0,                  
        2450,    11566, 212.29,-60.2,39.79,-67.3,240.7, 21.0,       11566,    4.2, 212.29,-33.684607,154.684223,-60.2,   59.1,                  
        2451,    11570, 212.15,-60.2,38.92,-67.5,241.1, 20.9,       11570,    4.1, 212.15,-33.684509,154.684433,-60.2,   59.2,                  
        2452,    11574, 212.01,-60.2,37.95,-67.6,241.6, 20.8,       11574,    4.1, 212.01,-33.684416,154.684641,-60.2,   59.3,                  
        2453,    11578, 211.87,-60.1,36.85,-67.8,242.0, 20.8,       11578,    4.0, 211.87,-33.684328,154.684846,-60.1,   59.4,                  
        2454,    11582, 211.74,-60.1,35.59,-68.0,242.4, 20.7,       11582,    4.0, 211.74,-33.684243,154.685048,-60.1,   59.6,                  
        2455,    11586, 211.61,-60.0,34.20,-68.2,242.8, 20.6,       11586,    4.0, 211.61,-33.684161,154.685246,-60.0,   59.7,                  
        2456,    11590, 211.47,-59.9,32.71,-68.4,243.3, 20.5,       11590,    4.1, 211.47,-33.684079,154.685442,-59.9,   60.0,                  
        2457,    11594, 211.32,-59.7,31.14,-68.6,243.7, 20.4,       11594,    4.2, 211.32,-33.683997,154.685635,-59.7,   60.3,                  
        2458,    11598, 211.17,-59.5,29.48,-68.8,244.2, 20.3,       11598,    4.2, 211.17,-33.683915,154.685825,-59.5,   60.7,                  
        2459,    11603, 211.04,-59.3,27.72,-69.1,244.7, 20.2,       11603,    4.1, 211.04,-33.683834,154.686012,-59.2,   61.2,                  
        2460,    11607, 210.91,-59.0,25.98,-69.4,245.2, 20.2,       11607,    4.1, 210.91,-33.683755,154.686196,-59.0,   61.5,                  
        2461,    11611, 210.76,-58.9,24.34,-69.7,245.7, 20.1,       11611,    4.1, 210.76,-33.683677,154.686380,-58.9,   61.9,                  
        2462,    11615, 210.62,-58.8,22.76,-70.1,246.1, 20.0,       11615,    4.1, 210.62,-33.683602,154.686565,-58.8,   62.1,                  
        2463,    11619, 210.49,-58.7,21.27,-70.5,246.6, 19.9,       11619,    4.0, 210.49,-33.683531,154.686752,-58.7,   62.3,                  
        2464,    11623, 210.36,-58.7,19.91,-70.9,247.1, 19.9,       11623,    4.0, 210.36,-33.683464,154.686943,-58.7,   62.4,                  
        2465,    11627, 210.22,-58.7,18.66,-71.4,247.6, 19.8,       11627,    4.0, 210.22,-33.683399,154.687136,-58.6,   62.5,                  
        2466,    11631, 210.08,-58.6,17.51,-71.8,248.1, 19.8,       11631,    3.8, 210.08,-33.683337,154.687332,-58.6,   62.5,                  
        2467,    11635, 209.97,-58.6,16.51,-72.2,248.6, 19.8,       11634,    3.7, 209.97,-33.683279,154.687527,-58.6,   62.6,                  
        2468,    11638, 209.85,-58.6,15.69,-72.6,249.1, 19.8,       11638,    3.8, 209.85,-33.683225,154.687722,-58.6,   62.7,                  
        2469,    11642, 209.71,-58.6,15.05,-72.8,249.5, 19.8,       11642,    4.1, 209.71,-33.683172,154.687917,-58.6,   62.8, U                
        2470,    11647, 209.56,-58.5,14.60,-73.0,250.0, 19.8,       11647,    4.3, 209.56,-33.683119,154.688112,-58.5,   62.9,  dfv             
        2471,    11651, 209.41,-58.5,14.32,-73.1,250.4, 19.8,       11651,    4.4, 209.41,-33.683066,154.688307,-58.5,   63.1,                  
        2472,    11655, 209.28,-58.4,14.16,-73.1,250.8, 19.8,       11655,    4.3, 209.28,-33.683013,154.688502,-58.4,   63.3,                  
        2473,    11659, 209.13,-58.3,14.03,-73.1,251.2, 19.9,       11659,    4.1, 209.13,-33.682958,154.688697,-58.3,   63.5,                  
        2474,    11663, 209.00,-58.3,13.94,-73.1,251.6, 19.9,       11663,    3.9, 209.00,-33.682904,154.688892,-58.3,   63.6,                  
        2475,    11667, 208.89,-58.3,13.86,-73.1,251.9, 20.0,       11667,    3.7, 208.89,-33.682852,154.689089,-58.3,   63.7,                  
        2476,    11671, 208.77,-58.3,13.70,-73.2,252.2, 20.0,       11670,    3.6, 208.77,-33.682801,154.689291,-58.3,   63.7,                  
        2477,    11674, 208.65,-58.3,13.43,-73.4,252.5, 20.1,       11674,    3.7, 208.65,-33.682753,154.689498,-58.3,   63.8,                  
        2478,    11678, 208.51,-58.3,13.12,-73.5,252.7, 20.2,       11678,    3.9, 208.51,-33.682705,154.689711,-58.3,   63.8,                  
        2479,    11682, 208.38,-58.3,12.84,-73.7,252.9, 20.3,       11682,    4.0, 208.38,-33.682658,154.689927,-58.3,   63.8,                  
        2480,    11686, 208.25,-58.3,12.61,-73.8,253.1, 20.4,       11686,    3.9, 208.25,-33.682612,154.690144,-58.3,   63.9,                  
        2481,    11690, 208.13,-58.4,12.46,-73.9,253.2, 20.5,       11690,    3.8, 208.13,-33.682565,154.690360,-58.4,   63.9,                  
        2482,    11694, 208.00,-58.4,12.41,-74.0,253.3, 20.6,       11694,    3.7, 208.00,-33.682516,154.690575,-58.4,   63.9,                  
        2483,    11697, 207.88,-58.4,12.44,-74.0,253.4, 20.7,       11697,    3.8, 207.88,-33.682465,154.690789,-58.4,   64.0,                  
        2484,    11701, 207.75,-58.4,12.53,-73.9,253.4, 20.8,       11701,    3.9, 207.75,-33.682412,154.691003,-58.4,   64.0,                  
        2485,    11705, 207.61,-58.4,12.63,-73.9,253.4, 20.9,       11705,    4.0, 207.61,-33.682360,154.691217,-58.4,   64.1,                  
        2486,    11709, 207.48,-58.4,12.74,-73.8,253.4, 21.1,       11709,    4.0, 207.48,-33.682310,154.691430,-58.4,   64.2,                  
        2487,    11713, 207.35,-58.4,12.84,-73.7,253.3, 21.2,       11713,    4.1, 207.35,-33.682262,154.691644,-58.4,   64.2,                  
        2488,    11718, 207.21,-58.4,12.96,-73.7,253.2, 21.3,       11718,    4.2, 207.21,-33.682214,154.691859,-58.4,   64.3,                  
        2489,    11722, 207.07,-58.4,13.07,-73.6,253.1, 21.4,       11722,    4.2, 207.07,-33.682168,154.692077,-58.4,   64.4,                  
        2490,    11726, 206.93,-58.4,13.17,-73.6,252.9, 21.5,       11726,    4.2, 206.93,-33.682120,154.692295,-58.4,   64.4,                  
        2491,    11730, 206.80,-58.4,13.25,-73.5,252.7, 21.7,       11730,    4.0, 206.80,-33.682071,154.692516,-58.4,   64.5,                  
        2492,    11734, 206.68,-58.4,13.31,-73.5,252.5, 21.8,       11734,    3.9, 206.68,-33.682018,154.692741,-58.4,   64.6,                  
        2493,    11738, 206.55,-58.3,13.33,-73.5,252.3, 21.9,       11738,    3.8, 206.55,-33.681962,154.692969,-58.3,   64.7,                  
        2494,    11741, 206.43,-58.3,13.32,-73.5,252.0, 22.0,       11741,    3.8, 206.43,-33.681904,154.693202,-58.3,   64.7,                  
        2495,    11745, 206.30,-58.3,13.29,-73.5,251.7, 22.1,       11745,    3.8, 206.30,-33.681845,154.693441,-58.3,   64.8,                  
        2496,    11749, 206.18,-58.3,13.24,-73.4,251.4, 22.3,       11749,    3.8, 206.18,-33.681785,154.693683,-58.3,   65.0,                  
        2497,    11753, 206.05,-58.2,13.17,-73.4,251.1, 22.4,       11753,    4.0, 206.05,-33.681722,154.693928,-58.2,   65.1,                  
        2498,    11757, 205.92,-58.1,13.09,-73.4,250.8, 22.5,       11757,    4.2, 205.92,-33.681658,154.694171,-58.1,   65.3,                  
        2499,    11762, 205.77,-58.0,13.02,-73.3,250.4, 22.6,       11762,    4.4, 205.77,-33.681593,154.694409,-58.0,   65.6,                  
        2500,    11766, 205.62,-57.9,12.96,-73.3,250.1, 22.7,       11766,    4.5, 205.62,-33.681528,154.694641,-57.9,   65.7,                  
        2501,    11770, 205.47,-57.9,12.92,-73.3,249.7, 22.8,       11771,    4.4, 205.47,-33.681462,154.694869,-57.9,   65.9,                  
        2502,    11775, 205.33,-57.8,12.90,-73.2,249.3, 23.0,       11775,    4.1, 205.33,-33.681391,154.695094,-57.8,   66.1,                  
        2503,    11779, 205.22,-57.7,12.85,-73.2,249.0, 23.1,       11779,    3.9, 205.22,-33.681314,154.695319,-57.7,   66.2,                  
        2504,    11782, 205.09,-57.7,12.75,-73.2,248.6, 23.2,       11782,    3.9, 205.09,-33.681234,154.695543,-57.7,   66.4,                  
        2505,    11786, 204.96,-57.7,12.62,-73.3,248.2, 23.3,       11786,    4.0, 204.96,-33.681152,154.695768,-57.7,   66.5,                  
        2506,    11790, 204.83,-57.6,12.47,-73.3,247.8, 23.4,       11790,    4.0, 204.83,-33.681070,154.695994,-57.6,   66.6,                  
        2507,    11794, 204.70,-57.6,12.31,-73.4,247.5, 23.6,       11794,    4.1, 204.70,-33.680986,154.696225,-57.6,   66.7,                  
        2508,    11799, 204.56,-57.6,12.14,-73.5,247.1, 23.7,       11799,    4.1, 204.56,-33.680899,154.696460,-57.6,   66.8,                  
        2509,    11803, 204.43,-57.6,11.99,-73.5,246.8, 23.8,       11803,    4.2, 204.43,-33.680810,154.696698,-57.6,   66.9,                  
        2510,    11807, 204.29,-57.5,11.85,-73.6,246.4, 23.9,       11807,    4.2, 204.29,-33.680720,154.696936,-57.5,   67.0,                  
        2511,    11811, 204.15,-57.5,11.75,-73.6,246.1, 24.0,       11811,    4.2, 204.15,-33.680631,154.697171,-57.5,   67.1,                  
        2512,    11815, 204.02,-57.5,11.68,-73.6,245.7, 24.2,       11815,    4.2, 204.02,-33.680542,154.697404,-57.5,   67.2,                  
        2513,    11819, 203.89,-57.5,11.61,-73.7,245.4, 24.3,       11819,    4.1, 203.89,-33.680450,154.697638,-57.5,   67.3,                  
        2514,    11824, 203.76,-57.5,11.54,-73.7,245.1, 24.4,       11824,    4.2, 203.76,-33.680355,154.697874,-57.5,   67.4,                  
        2515,    11828, 203.62,-57.5,11.48,-73.8,244.7, 24.5,       11828,    4.2, 203.62,-33.680259,154.698112,-57.5,   67.4,                  
        2516,    11832, 203.48,-57.5,11.44,-73.8,244.4, 24.7,       11832,    4.3, 203.48,-33.680164,154.698352,-57.5,   67.5,                  
        2517,    11836, 203.33,-57.5,11.40,-73.8,244.1, 24.8,       11836,    4.3, 203.33,-33.680069,154.698594,-57.5,   67.5,                  
        2518,    11841, 203.20,-57.5,11.37,-73.8,243.8, 24.9,       11841,    4.1, 203.20,-33.679974,154.698837,-57.5,   67.6,                  
        2519,    11844, 203.09,-57.5,11.36,-73.9,243.6, 25.0,       11844,    3.9, 203.09,-33.679875,154.699081,-57.5,   67.6, U                
        2520,    11848, 202.96,-57.5,11.37,-73.8,243.3, 25.1,       11848,    3.8, 202.96,-33.679774,154.699323,-57.5,   67.7,                  
        2521,    11852, 202.83,-57.5,11.41,-73.8,243.1, 25.2,       11852,    3.8, 202.83,-33.679670,154.699563,-57.5,   67.8,          Pi      
        2522,    11856, 202.71,-57.5,11.46,-73.8,243.0, 25.3,       11856,    3.8, 202.71,-33.679565,154.699802,-57.5,   67.8,                  
        2523,    11860, 202.59,-57.5,11.51,-73.8,242.7, 25.4,       11860,    3.9, 202.59,-33.679459,154.700043,-57.5,   67.8,                  
        2524,    11864, 202.46,-57.5,11.55,-73.8,242.5, 25.5,       11864,    4.1, 202.46,-33.679353,154.700286,-57.5,   67.9,                  
        2525,    11868, 202.32,-57.6,11.56,-73.8,242.3, 25.7,       11868,    4.4, 202.32,-33.679245,154.700531,-57.6,   67.9,                  
        2526,    11873, 202.17,-57.6,11.56,-73.8,242.0, 25.8,       11873,    4.5, 202.17,-33.679136,154.700779,-57.6,   67.9,                  
        2527,    11877, 202.02,-57.6,11.55,-73.8,241.8, 25.9,       11877,    4.5, 202.02,-33.679025,154.701029,-57.6,   68.0,                  
        2528,    11882, 201.89,-57.6,11.53,-73.8,241.5, 26.0,       11882,    4.4, 201.89,-33.678912,154.701280,-57.6,   68.0,                  
        2529,    11886, 201.75,-57.6,11.50,-73.9,241.3, 26.1,       11886,    4.3, 201.75,-33.678798,154.701530,-57.6,   68.1,                  
