Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        2533,    12258, 189.34,-53.0, 2.61,-80.0,272.0, 24.5,       12258,    4.3, 189.34,-33.502793,154.913043,-53.0,   81.9,                  
        2534,    12263, 189.22,-53.0, 2.62,-80.0,271.9, 24.6,       12263,    4.4, 189.22,-33.502800,154.913308,-53.0,   81.9,                  
        2535,    12267, 189.08,-53.0, 2.61,-80.0,271.8, 24.7,       12267,    4.4, 189.08,-33.502806,154.913577,-53.0,   81.9,                  
        2536,    12272, 188.95,-53.0, 2.61,-80.0,271.7, 24.9,       12272,    4.4, 188.95,-33.502812,154.913847,-53.0,   82.0,                  
        2537,    12276, 188.83,-53.0, 2.60,-80.0,271.6, 25.0,       12276,    4.4, 188.83,-33.502816,154.914119,-53.0,   82.1,                  
        2538,    12280, 188.69,-52.9, 2.59,-80.0,271.5, 25.0,       12280,    4.4, 188.69,-33.502819,154.914390,-52.9,   82.3,                  
        2539,    12285, 188.57,-52.9, 2.58,-80.0,271.5, 25.1,       12285,    4.3, 188.57,-33.502823,154.914660,-52.9,   82.4,          Pi      
        2540,    12289, 188.44,-52.8, 2.55,-80.0,271.4, 25.2,       12289,    4.2, 188.44,-33.502826,154.914929,-52.8,   82.6,                  
        2541,    12293, 188.33,-52.7, 2.54,-80.0,271.3, 25.3,       12293,    4.2, 188.33,-33.502830,154.915198,-52.7,   82.8,                  
        2542,    12297, 188.21,-52.7, 2.52,-80.0,271.2, 25.4,       12297,    4.2, 188.21,-33.502837,154.915467,-52.7,   82.9,                  
        2543,    12301, 188.08,-52.7, 2.51,-80.0,271.1, 25.5,       12301,    4.2, 188.08,-33.502844,154.915736,-52.7,   83.0,                  
        2544,    12306, 187.96,-52.7, 2.50,-80.0,270.9, 25.6,       12306,    4.2, 187.96,-33.502851,154.916006,-52.7,   83.0,                  
        2545,    12310, 187.84,-52.7, 2.50,-80.1,270.8, 25.7,       12310,    4.2, 187.84,-33.502858,154.916279,-52.7,   83.1,                  
        2546,    12314, 187.71,-52.7, 2.50,-80.1,270.7, 25.9,       12314,    4.3, 187.71,-33.502864,154.916554,-52.7,   83.1,                  
        2547,    12319, 187.58,-52.8, 2.51,-80.1,270.6, 26.0,       12319,    4.4, 187.58,-33.502870,154.916832,-52.8,   83.2,                  
        2548,    12323, 187.45,-52.8, 2.51,-80.1,270.4, 26.1,       12323,    4.5, 187.45,-33.502873,154.917112,-52.8,   83.2,                  
        2549,    12327, 187.32,-52.8, 2.51,-80.1,270.3, 26.2,       12327,    4.4, 187.32,-33.502874,154.917395,-52.8,   83.2,                  
        2550,    12332, 187.20,-52.8, 2.51,-80.1,270.2, 26.4,       12332,    4.4, 187.20,-33.502873,154.917679,-52.8,   83.3,                  
        2551,    12336, 187.07,-52.8, 2.51,-80.1,270.1, 26.5,       12336,    4.3, 187.07,-33.502870,154.917962,-52.8,   83.3,                  
        2552,    12340, 186.94,-52.9, 2.51,-80.1,269.9, 26.6,       12340,    4.3, 186.94,-33.502865,154.918244,-52.9,   83.3,                  
        2553,    12345, 186.82,-52.9, 2.51,-80.2,269.8, 26.7,       12345,    4.3, 186.82,-33.502859,154.918524,-52.9,   83.4,                  
        2554,    12349, 186.70,-52.9, 2.50,-80.2,269.7, 26.8,       12349,    4.2, 186.70,-33.502854,154.918807,-52.9,   83.4,                  
        2555,    12353, 186.58,-52.9, 2.50,-80.2,269.5, 27.0,       12353,    4.1, 186.58,-33.502850,154.919093,-52.9,   83.5,                  
        2556,    12357, 186.46,-52.9, 2.49,-80.2,269.4, 27.1,       12357,    4.1, 186.46,-33.502849,154.919383,-52.9,   83.5,                  
        2557,    12361, 186.34,-52.9, 2.48,-80.3,269.2, 27.2,       12361,    4.1, 186.34,-33.502850,154.919677,-52.9,   83.6,                  
        2558,    12366, 186.22,-52.9, 2.47,-80.3,269.1, 27.3,       12366,    4.2, 186.22,-33.502852,154.919977,-52.9,   83.6,                  
        2559,    12370, 186.09,-52.9, 2.46,-80.3,269.0, 27.4,       12370,    4.4, 186.09,-33.502856,154.920281,-52.9,   83.7,                  
        2560,    12374, 185.96,-53.0, 2.46,-80.3,268.9, 27.5,       12374,    4.4, 185.96,-33.502860,154.920588,-53.0,   83.7,          PiTiUi  
        2561,    12379, 185.84,-53.0, 2.46,-80.3,268.8, 27.5,       12379,    4.4, 185.84,-33.502863,154.920894,-53.0,   83.8,                  
        2562,    12383, 185.72,-53.0, 2.47,-80.3,268.6, 27.6,       12383,    4.3, 185.72,-33.502862,154.921201,-53.0,   83.8,                  
        2563,    12387, 185.60,-53.0, 2.48,-80.3,268.5, 27.7,       12387,    4.2, 185.60,-33.502858,154.921507,-53.0,   83.9,                  
        2564,    12391, 185.47,-52.9, 2.49,-80.3,268.3, 27.8,       12391,    4.1, 185.47,-33.502851,154.921810,-52.9,   84.0,                  
        2565,    12395, 185.36,-52.9, 2.49,-80.2,268.2, 27.9,       12395,    4.0, 185.36,-33.502842,154.922113,-52.9,   84.1,                  
        2566,    12399, 185.25,-52.9, 2.49,-80.2,268.0, 28.0,       12399,    3.9, 185.25,-33.502832,154.922414,-52.9,   84.2,                  
        2567,    12403, 185.14,-52.9, 2.49,-80.2,267.8, 28.0,       12403,    4.0, 185.14,-33.502819,154.922714,-52.9,   84.3,                  
        2568,    12408, 185.01,-52.9, 2.49,-80.2,267.6, 28.1,       12407,    4.3, 185.01,-33.502805,154.923013,-52.9,   84.3,                  
        2569,    12412, 184.88,-52.9, 2.47,-80.3,267.5, 28.1,       12412,    4.6, 184.88,-33.502789,154.923312,-52.9,   84.4,                  
        2570,    12417, 184.74,-52.9, 2.45,-80.3,267.3, 28.2,       12417,    4.8, 184.74,-33.502773,154.923613,-52.9,   84.5,                  
        2571,    12422, 184.60,-52.9, 2.43,-80.3,267.1, 28.2,       12422,    4.9, 184.60,-33.502757,154.923918,-52.9,   84.6,                  
        2572,    12427, 184.46,-52.9, 2.42,-80.4,267.0, 28.2,       12427,    4.8, 184.46,-33.502744,154.924227,-52.9,   84.7,                  
        2573,    12431, 184.33,-52.9, 2.41,-80.4,266.8, 28.3,       12431,    4.7, 184.33,-33.502733,154.924541,-52.9,   84.8,                  
        2574,    12436, 184.20,-52.9, 2.41,-80.4,266.6, 28.3,       12436,    4.4, 184.20,-33.502724,154.924857,-52.9,   84.8,                  
        2575,    12440, 184.09,-52.9, 2.40,-80.5,266.4, 28.3,       12440,    4.2, 184.09,-33.502715,154.925175,-52.9,   84.8,                  
        2576,    12444, 183.97,-52.9, 2.40,-80.5,266.3, 28.3,       12444,    4.2, 183.97,-33.502704,154.925492,-52.9,   84.9,                  
        2577,    12448, 183.84,-53.0, 2.40,-80.5,266.1, 28.2,       12448,    4.2, 183.84,-33.502691,154.925806,-53.0,   84.9,                  
        2578,    12453, 183.72,-53.0, 2.40,-80.5,265.9, 28.2,       12453,    4.3, 183.72,-33.502675,154.926116,-53.0,   84.9,                  
        2579,    12457, 183.60,-53.0, 2.41,-80.5,265.8, 28.2,       12457,    4.3, 183.60,-33.502654,154.926421,-53.0,   85.0,                  
        2580,    12461, 183.48,-53.0, 2.41,-80.5,265.6, 28.1,       12461,    4.4, 183.48,-33.502629,154.926723,-53.0,   85.0,                  
        2581,    12466, 183.35,-53.0, 2.41,-80.5,265.4, 28.1,       12466,    4.5, 183.35,-33.502600,154.927021,-53.0,   85.1,                  
        2582,    12470, 183.22,-53.0, 2.41,-80.5,265.3, 28.0,       12470,    4.5, 183.22,-33.502569,154.927318,-53.0,   85.1,                  
        2583,    12475, 183.09,-53.0, 2.39,-80.6,265.1, 28.0,       12475,    4.5, 183.09,-33.502537,154.927615,-53.0,   85.2,                  
        2584,    12479, 182.97,-53.0, 2.38,-80.6,265.0, 27.9,       12479,    4.4, 182.97,-33.502506,154.927913,-53.0,   85.3,                  
        2585,    12484, 182.84,-53.0, 2.36,-80.6,264.8, 27.8,       12484,    4.4, 182.84,-33.502477,154.928210,-53.0,   85.4,                  
        2586,    12488, 182.72,-53.0, 2.35,-80.6,264.7, 27.7,       12488,    4.3, 182.72,-33.502452,154.928508,-53.0,   85.5,                  
        2587,    12492, 182.60,-52.9, 2.35,-80.6,264.6, 27.6,       12492,    4.3, 182.60,-33.502428,154.928806,-52.9,   85.6,                  
        2588,    12496, 182.48,-52.9, 2.36,-80.6,264.4, 27.5,       12496,    4.2, 182.48,-33.502406,154.929105,-52.9,   85.7,                  
        2589,    12501, 182.36,-52.9, 2.36,-80.6,264.3, 27.4,       12501,    4.2, 182.36,-33.502386,154.929404,-52.9,   85.8,                  
        2590,    12505, 182.24,-52.9, 2.35,-80.6,264.2, 27.3,       12505,    4.2, 182.24,-33.502368,154.929701,-52.9,   85.8,                  
        2591,    12509, 182.12,-53.0, 2.34,-80.7,264.0, 27.2,       12509,    4.3, 182.12,-33.502351,154.929997,-53.0,   85.9,                  
        2592,    12513, 182.00,-53.0, 2.34,-80.7,263.9, 27.1,       12513,    4.4, 182.00,-33.502331,154.930292,-53.0,   85.9,                  
        2593,    12518, 181.87,-53.0, 2.34,-80.7,263.8, 27.0,       12518,    4.4, 181.87,-33.502307,154.930586,-53.0,   85.9,                  
        2594,    12522, 181.75,-53.0, 2.34,-80.7,263.7, 26.9,       12522,    4.4, 181.75,-33.502280,154.930876,-53.0,   86.0,                  
        2595,    12527, 181.63,-53.0, 2.34,-80.7,263.6, 26.8,       12527,    4.3, 181.63,-33.502249,154.931162,-53.0,   86.0,          PiTiUi  
        2596,    12531, 181.51,-53.0, 2.34,-80.7,263.5, 26.8,       12531,    4.3, 181.51,-33.502216,154.931443,-53.0,   86.1,                  
        2597,    12535, 181.39,-53.1, 2.35,-80.7,263.4, 26.7,       12535,    4.2, 181.39,-33.502180,154.931722,-53.1,   86.1,                  
        2598,    12539, 181.27,-53.1, 2.34,-80.7,263.3, 26.6,       12539,    4.3, 181.27,-33.502145,154.931999,-53.1,   86.2,                  
        2599,    12544, 181.14,-53.1, 2.33,-80.8,263.1, 26.5,       12544,    4.4, 181.14,-33.502111,154.932278,-53.1,   86.2,                  
        2600,    12548, 181.02,-53.2, 2.32,-80.9,263.0, 26.4,       12548,    4.6, 181.02,-33.502080,154.932558,-53.2,   86.2,                  
        2601,    12553, 180.88,-53.2, 2.32,-80.9,262.8, 26.3,       12553,    4.7, 180.88,-33.502051,154.932839,-53.2,   86.2,                  
        2602,    12558, 180.74,-53.2, 2.32,-80.9,262.7, 26.2,       12558,    4.7, 180.74,-33.502022,154.933120,-53.2,   86.2,                  
        2603,    12562, 180.62,-53.2, 2.33,-80.9,262.5, 26.1,       12562,    4.5, 180.62,-33.501994,154.933399,-53.2,   86.2,                  
        2604,    12567, 180.50,-53.3, 2.33,-80.9,262.3, 26.0,       12567,    4.4, 180.50,-33.501968,154.933676,-53.3,   86.3,                  
        2605,    12571, 180.38,-53.3, 2.33,-80.9,262.2, 25.9,       12571,    4.3, 180.38,-33.501943,154.933950,-53.3,   86.3,                  
        2606,    12575, 180.26,-53.3, 2.34,-80.9,262.0, 25.9,       12575,    4.3, 180.26,-33.501917,154.934222,-53.3,   86.4,                  
        2607,    12580, 180.14,-53.3, 2.33,-80.9,261.8, 25.8,       12580,    4.4, 180.14,-33.501890,154.934491,-53.3,   86.4,                  
        2608,    12584, 180.01,-53.3, 2.33,-80.9,261.7, 25.8,       12584,    4.5, 180.01,-33.501864,154.934759,-53.3,   86.5,          PiTiUi  
        2609,    12589, 179.88,-53.3, 2.32,-81.0,261.5, 25.7,       12589,    4.6, 179.88,-33.501836,154.935026,-53.3,   86.6,                  
        2610,    12593, 179.75,-53.3, 2.32,-81.0,261.4, 25.7,       12593,    4.6, 179.75,-33.501807,154.935292,-53.3,   86.6,                  
        2611,    12598, 179.62,-53.3, 2.32,-81.0,261.2, 25.7,       12598,    4.6, 179.62,-33.501776,154.935558,-53.3,   86.7,                  
        2612,    12603, 179.49,-53.4, 2.32,-81.0,261.0, 25.7,       12603,    4.7, 179.49,-33.501743,154.935820,-53.4,   86.7,                  
        2613,    12607, 179.36,-53.4, 2.30,-81.1,260.7, 25.7,       12607,    4.7, 179.36,-33.501708,154.936081,-53.4,   86.7,                  
        2614,    12612, 179.23,-53.4, 2.28,-81.2,260.5, 25.7,       12612,    4.8, 179.23,-33.501673,154.936339,-53.4,   86.8,                  
        2615,    12617, 179.09,-53.4, 2.27,-81.2,260.3, 25.7,       12617,    4.8, 179.09,-33.501638,154.936597,-53.4,   86.8,                  
        2616,    12622, 178.96,-53.4, 2.25,-81.3,260.1, 25.7,       12622,    4.7, 178.96,-33.501602,154.936855,-53.4,   86.9,                  
        2617,    12626, 178.84,-53.4, 2.23,-81.3,260.0, 25.7,       12626,    4.5, 178.84,-33.501565,154.937114,-53.4,   87.0,          PiTiUi  
        2618,    12631, 178.71,-53.4, 2.22,-81.3,259.8, 25.7,       12631,    4.4, 178.71,-33.501526,154.937373,-53.4,   87.1,                  
        2619,    12635, 178.60,-53.4, 2.21,-81.3,259.7, 25.8,       12635,    4.3, 178.60,-33.501483,154.937635,-53.4,   87.2,          PiTiUi  
        2620,    12639, 178.48,-53.4, 2.20,-81.4,259.6, 25.8,       12639,    4.3, 178.48,-33.501438,154.937898,-53.4,   87.3,                  
        2621,    12644, 178.36,-53.4, 2.19,-81.4,259.4, 25.9,       12643,    4.4, 178.36,-33.501390,154.938164,-53.4,   87.4,                  
        2622,    12648, 178.23,-53.3, 2.18,-81.4,259.2, 25.9,       12648,    4.5, 178.23,-33.501342,154.938433,-53.3,   87.5,                  
        2623,    12653, 178.10,-53.3, 2.17,-81.4,259.0, 26.0,       12653,    4.5, 178.10,-33.501293,154.938704,-53.3,   87.7,                  
        2624,    12657, 177.98,-53.2, 2.16,-81.3,258.8, 26.1,       12657,    4.5, 177.98,-33.501243,154.938980,-53.2,   87.9,                  
        2625,    12661, 177.86,-53.1, 2.15,-81.3,258.6, 26.2,       12662,    4.3, 177.86,-33.501193,154.939259,-53.1,   88.0,                  
        2626,    12666, 177.74,-53.0, 2.15,-81.3,258.5, 26.2,       12666,    4.2, 177.74,-33.501144,154.939540,-53.0,   88.2,                  
        2627,    12670, 177.63,-53.0, 2.14,-81.2,258.4, 26.3,       12670,    4.2, 177.63,-33.501094,154.939821,-53.0,   88.4,          PiTiUi  
        2628,    12674, 177.51,-52.9, 2.13,-81.2,258.2, 26.4,       12674,    4.3, 177.51,-33.501044,154.940101,-52.9,   88.6,                  
        2629,    12679, 177.39,-52.9, 2.12,-81.2,258.1, 26.5,       12679,    4.5, 177.39,-33.500993,154.940379,-52.9,   88.7,                  
        2630,    12683, 177.26,-52.9, 2.12,-81.2,258.0, 26.6,       12683,    4.6, 177.26,-33.500942,154.940655,-52.9,   88.8,                  
        2631,    12688, 177.13,-52.9, 2.11,-81.2,257.9, 26.7,       12688,    4.5, 177.13,-33.500891,154.940929,-52.9,   88.9,                  
        2632,    12692, 177.01,-52.9, 2.11,-81.2,257.7, 26.8,       12692,    4.5, 177.01,-33.500839,154.941206,-52.9,   88.9,                  
        2633,    12697, 176.89,-52.9, 2.12,-81.2,257.6, 26.9,       12697,    4.4, 176.89,-33.500785,154.941486,-52.9,   89.0,                  
        2634,    12701, 176.77,-52.9, 2.12,-81.3,257.5, 27.0,       12701,    4.5, 176.77,-33.500729,154.941770,-52.9,   89.0,                  
        2635,    12706, 176.64,-53.0, 2.12,-81.3,257.4, 27.1,       12706,    4.6, 176.64,-33.500670,154.942055,-53.0,   89.0,                  
        2636,    12710, 176.52,-53.0, 2.12,-81.3,257.4, 27.3,       12710,    4.6, 176.52,-33.500611,154.942341,-53.0,   89.0,                  
        2637,    12715, 176.38,-53.0, 2.13,-81.3,257.3, 27.4,       12715,    4.7, 176.38,-33.500555,154.942631,-53.0,   89.1,                  
        2638,    12720, 176.26,-53.1, 2.14,-81.3,257.2, 27.5,       12720,    4.6, 176.26,-33.500500,154.942925,-53.1,   89.1,                  
        2639,    12724, 176.14,-53.1, 2.15,-81.3,257.2, 27.6,       12724,    4.6, 176.14,-33.500444,154.943220,-53.1,   89.1,                  
        2640,    12729, 176.01,-53.1, 2.16,-81.3,257.2, 27.7,       12729,    4.6, 176.01,-33.500387,154.943514,-53.1,   89.2,                  
        2641,    12733, 175.89,-53.1, 2.16,-81.3,257.1, 27.8,       12733,    4.6, 175.89,-33.500328,154.943807,-53.1,   89.2,                  
        2642,    12738, 175.76,-53.2, 2.17,-81.3,257.1, 27.9,       12738,    4.6, 175.76,-33.500268,154.944099,-53.2,   89.2,                  
        2643,    12742, 175.63,-53.2, 2.18,-81.3,257.0, 28.0,       12742,    4.5, 175.63,-33.500208,154.944391,-53.2,   89.2,                  
        2644,    12747, 175.52,-53.2, 2.19,-81.3,257.0, 28.2,       12747,    4.5, 175.52,-33.500147,154.944684,-53.2,   89.2,                  
        2645,    12752, 175.40,-53.3, 2.21,-81.2,257.0, 28.3,       12752,    4.7, 175.40,-33.500086,154.944978,-53.3,   89.3,                  
        2646,    12756, 175.26,-53.3, 2.22,-81.2,257.0, 28.4,       12756,    4.8, 175.26,-33.500028,154.945273,-53.3,   89.3,                  
        2647,    12761, 175.12,-53.3, 2.23,-81.2,256.9, 28.5,       12761,    4.8, 175.12,-33.499972,154.945570,-53.3,   89.3,                  
        2648,    12766, 175.00,-53.3, 2.24,-81.2,256.9, 28.6,       12766,    4.5, 175.00,-33.499918,154.945868,-53.3,   89.4,                  
        2649,    12770, 174.89,-53.4, 2.24,-81.2,256.8, 28.7,       12770,    4.2, 174.89,-33.499865,154.946167,-53.4,   89.4,                  
        2650,    12774, 174.78,-53.4, 2.25,-81.2,256.8, 28.8,       12774,    4.1, 174.78,-33.499812,154.946467,-53.4,   89.4,                  
        2651,    12778, 174.67,-53.4, 2.26,-81.2,256.8, 28.8,       12778,    4.2, 174.67,-33.499758,154.946771,-53.4,   89.4,                  
        2652,    12783, 174.54,-53.5, 2.26,-81.2,256.7, 28.9,       12783,    4.4, 174.54,-33.499703,154.947076,-53.5,   89.5,          PiTiUi  
        2653,    12787, 174.42,-53.5, 2.26,-81.3,256.7, 29.0,       12787,    4.6, 174.42,-33.499647,154.947381,-53.5,   89.5,                  
        2654,    12792, 174.30,-53.5, 2.25,-81.3,256.6, 29.1,       12792,    4.5, 174.30,-33.499592,154.947685,-53.5,   89.6,                  
        2655,    12796, 174.18,-53.5, 2.24,-81.3,256.5, 29.1,       12796,    4.5, 174.18,-33.499536,154.947989,-53.5,   89.6,                  
        2656,    12801, 174.06,-53.5, 2.23,-81.3,256.5, 29.2,       12801,    4.3, 174.06,-33.499480,154.948292,-53.5,   89.7,                  
        2657,    12805, 173.94,-53.4, 2.23,-81.3,256.4, 29.3,       12805,    4.2, 173.94,-33.499421,154.948597,-53.4,   89.8,                  
        2658,    12809, 173.84,-53.4, 2.23,-81.3,256.3, 29.4,       12809,    4.1, 173.84,-33.499360,154.948904,-53.4,   89.9,                  
        2659,    12813, 173.73,-53.4, 2.24,-81.3,256.2, 29.4,       12813,    4.1, 173.73,-33.499298,154.949214,-53.4,   90.0,                  
        2660,    12817, 173.62,-53.5, 2.25,-81.3,256.1, 29.5,       12817,    4.2, 173.62,-33.499235,154.949530,-53.5,   90.0,                  
        2661,    12821, 173.50,-53.5, 2.25,-81.3,256.0, 29.5,       12821,    4.2, 173.50,-33.499169,154.949850,-53.5,   90.0,                  
        2662,    12825, 173.38,-53.5, 2.26,-81.3,255.8, 29.6,       12825,    4.2, 173.38,-33.499102,154.950170,-53.5,   90.0,                  
        2663,    12830, 173.27,-53.6, 2.26,-81.3,255.7, 29.6,       12830,    4.2, 173.27,-33.499033,154.950491,-53.6,   90.0,                  
        2664,    12834, 173.16,-53.6, 2.26,-81.3,255.6, 29.7,       12834,    4.4, 173.16,-33.498965,154.950811,-53.6,   90.1,                  
        2665,    12839, 173.03,-53.6, 2.26,-81.3,255.4, 29.7,       12839,    4.6, 173.03,-33.498896,154.951128,-53.6,   90.1,                  
        2666,    12843, 172.90,-53.6, 2.26,-81.4,255.3, 29.7,       12843,    4.7, 172.90,-33.498827,154.951442,-53.6,   90.1,                  
        2667,    12848, 172.77,-53.7, 2.26,-81.4,255.2, 29.7,       12848,    4.7, 172.77,-33.498757,154.951753,-53.7,   90.1,                  
        2668,    12853, 172.66,-53.7, 2.25,-81.4,255.0, 29.7,       12853,    4.5, 172.66,-33.498687,154.952061,-53.7,   90.2,                  
        2669,    12857, 172.54,-53.7, 2.25,-81.5,254.9, 29.7,       12857,    4.4, 172.54,-33.498617,154.952366,-53.7,   90.2,                  
        2670,    12861, 172.42,-53.7, 2.24,-81.5,254.7, 29.7,       12861,    4.3, 172.42,-33.498546,154.952671,-53.7,   90.4,  dfv             
        2671,    12865, 172.31,-53.6, 2.23,-81.5,254.6, 29.7,       12865,    4.1, 172.31,-33.498474,154.952976,-53.6,   90.5,                  
        2672,    12869, 172.20,-53.6, 2.22,-81.4,254.4, 29.7,       12869,    4.0, 172.20,-33.498399,154.953284,-53.6,   90.7,                  
        2673,    12873, 172.10,-53.5, 2.21,-81.4,254.3, 29.6,       12873,    4.0, 172.10,-33.498323,154.953596,-53.5,   90.8,                  
        2674,    12878, 171.99,-53.5, 2.20,-81.4,254.1, 29.6,       12878,    4.2, 171.99,-33.498245,154.953911,-53.5,   90.9,                  
        2675,    12882, 171.86,-53.5, 2.20,-81.4,254.0, 29.5,       12882,    4.5, 171.86,-33.498167,154.954226,-53.5,   91.0,                  
        2676,    12887, 171.73,-53.5, 2.20,-81.5,253.8, 29.4,       12887,    4.6, 171.73,-33.498090,154.954539,-53.5,   91.1,                  
        2677,    12891, 171.62,-53.5, 2.19,-81.5,253.7, 29.4,       12891,    4.5, 171.62,-33.498016,154.954850,-53.5,   91.1,                  
        2678,    12895, 171.51,-53.5, 2.18,-81.5,253.5, 29.3,       12895,    4.3, 171.51,-33.497942,154.955156,-53.5,   91.3,                  
        2679,    12900, 171.40,-53.4, 2.17,-81.5,253.4, 29.2,       12900,    4.3, 171.40,-33.497867,154.955457,-53.4,   91.4,                  
        2680,    12904, 171.28,-53.3, 2.16,-81.4,253.2, 29.1,       12904,    4.3, 171.28,-33.497789,154.955757,-53.3,   91.7,                  
        2681,    12908, 171.16,-53.2, 2.16,-81.3,253.1, 29.0,       12908,    4.3, 171.16,-33.497712,154.956056,-53.2,   91.9,                  
        2682,    12913, 171.05,-53.2, 2.17,-81.3,252.9, 28.9,       12913,    4.3, 171.05,-33.497635,154.956356,-53.2,   92.0,                  
        2683,    12917, 170.94,-53.2, 2.17,-81.3,252.8, 28.8,       12917,    4.2, 170.94,-33.497559,154.956656,-53.2,   92.1,                  
        2684,    12921, 170.83,-53.2, 2.16,-81.3,252.7, 28.7,       12921,    4.2, 170.83,-33.497483,154.956955,-53.2,   92.2,                  
        2685,    12925, 170.71,-53.2, 2.15,-81.3,252.6, 28.6,       12925,    4.3, 170.71,-33.497407,154.957254,-53.2,   92.2,                  
        2686,    12930, 170.60,-53.2, 2.15,-81.4,252.4, 28.5,       12930,    4.3, 170.60,-33.497332,154.957549,-53.2,   92.3,                  
        2687,    12934, 170.48,-53.2, 2.14,-81.4,252.3, 28.4,       12934,    4.3, 170.48,-33.497257,154.957839,-53.2,   92.4,                  
        2688,    12938, 170.37,-53.2, 2.14,-81.4,252.2, 28.3,       12938,    4.3, 170.37,-33.497180,154.958123,-53.2,   92.4,                  
        2689,    12943, 170.26,-53.2, 2.14,-81.4,252.1, 28.2,       12943,    4.2, 170.26,-33.497099,154.958402,-53.2,   92.5,                  
        2690,    12947, 170.14,-53.2, 2.13,-81.4,252.0, 28.1,       12947,    4.2, 170.14,-33.497016,154.958680,-53.2,   92.6,                  
        2691,    12951, 170.03,-53.2, 2.12,-81.4,251.9, 28.0,       12951,    4.2, 170.03,-33.496932,154.958960,-53.2,   92.6,                  
        2692,    12955, 169.92,-53.2, 2.12,-81.5,251.8, 27.9,       12955,    4.3, 169.92,-33.496848,154.959242,-53.2,   92.7,                  
        2693,    12960, 169.80,-53.2, 2.11,-81.5,251.7, 27.7,       12960,    4.5, 169.80,-33.496764,154.959524,-53.2,   92.8,                  
        2694,    12964, 169.68,-53.2, 2.11,-81.4,251.7, 27.6,       12964,    4.6, 169.68,-33.496682,154.959806,-53.2,   92.9,                  
        2695,    12969, 169.56,-53.1, 2.11,-81.4,251.6, 27.5,       12969,    4.5, 169.56,-33.496600,154.960086,-53.1,   93.0,                  
        2696,    12974, 169.44,-53.1, 2.12,-81.4,251.6, 27.4,       12974,    4.5, 169.44,-33.496520,154.960365,-53.1,   93.1,                  
        2697,    12978, 169.32,-53.1, 2.13,-81.4,251.5, 27.3,       12978,    4.4, 169.32,-33.496443,154.960643,-53.1,   93.2,                  
        2698,    12982, 169.21,-53.1, 2.14,-81.3,251.5, 27.1,       12982,    4.2, 169.21,-33.496365,154.960919,-53.1,   93.3,                  
        2699,    12986, 169.11,-53.1, 2.16,-81.3,251.4, 27.0,       12986,    4.0, 169.11,-33.496287,154.961193,-53.1,   93.4,                  
        2700,    12990, 169.00,-53.1, 2.17,-81.2,251.4, 26.9,       12990,    4.0, 169.00,-33.496209,154.961465,-53.1,   93.5,                  
        2701,    12994, 168.90,-53.1, 2.17,-81.2,251.4, 26.8,       12994,    4.1, 168.90,-33.496133,154.961737,-53.1,   93.5,                  
        2702,    12998, 168.79,-53.1, 2.17,-81.2,251.4, 26.7,       12998,    4.1, 168.79,-33.496056,154.962007,-53.1,   93.5,                  
        2703,    13002, 168.69,-53.1, 2.18,-81.2,251.4, 26.5,       13002,    4.1, 168.69,-33.495979,154.962276,-53.1,   93.6,                  
        2704,    13007, 168.58,-53.1, 2.18,-81.2,251.3, 26.4,       13007,    4.2, 168.58,-33.495899,154.962546,-53.1,   93.6,                  
        2705,    13011, 168.46,-53.2, 2.19,-81.2,251.3, 26.3,       13011,    4.3, 168.46,-33.495817,154.962817,-53.2,   93.7,                  
        2706,    13015, 168.35,-53.2, 2.20,-81.2,251.3, 26.2,       13015,    4.2, 168.35,-33.495735,154.963088,-53.2,   93.7,                  
        2707,    13019, 168.24,-53.2, 2.20,-81.2,251.3, 26.0,       13019,    4.1, 168.24,-33.495654,154.963358,-53.2,   93.7,                  
        2708,    13023, 168.14,-53.2, 2.20,-81.2,251.3, 25.9,       13023,    4.0, 168.14,-33.495577,154.963625,-53.2,   93.8,                  
        2709,    13027, 168.04,-53.3, 2.19,-81.3,251.3, 25.8,       13027,    4.0, 168.04,-33.495503,154.963890,-53.3,   93.8,                  
        2710,    13031, 167.93,-53.3, 2.19,-81.3,251.3, 25.7,       13031,    4.1, 167.93,-33.495434,154.964152,-53.3,   93.8,                  
        2711,    13036, 167.81,-53.3, 2.19,-81.3,251.3, 25.5,       13036,    4.2, 167.81,-33.495367,154.964412,-53.3,   93.8,                  
        2712,    13040, 167.70,-53.3, 2.20,-81.3,251.3, 25.4,       13040,    4.3, 167.70,-33.495300,154.964669,-53.3,   93.9,                  
        2713,    13044, 167.60,-53.3, 2.20,-81.3,251.3, 25.3,       13044,    4.3, 167.60,-33.495232,154.964924,-53.3,   93.9,                  
        2714,    13048, 167.48,-53.4, 2.20,-81.3,251.3, 25.2,       13048,    4.3, 167.48,-33.495165,154.965178,-53.4,   93.9,                  
        2715,    13053, 167.37,-53.4, 2.20,-81.4,251.3, 25.1,       13053,    4.2, 167.37,-33.495096,154.965431,-53.4,   94.0,                  
        2716,    13057, 167.27,-53.4, 2.21,-81.4,251.2, 24.9,       13057,    4.1, 167.27,-33.495026,154.965683,-53.4,   94.0,                  
