Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        4665,    22434,  38.39,-53.9, 1.35,-84.7, 81.1,  9.5,       22434,    5.5,  38.39,-33.488364,155.125765,-53.9,  285.9,                  
        4666,    22440,  38.36,-53.8, 1.34,-84.7, 81.8,  9.5,       22440,    5.8,  38.36,-33.488381,155.125654,-53.8,  286.2,                  
        4667,    22446,  38.32,-53.7, 1.34,-84.7, 82.5,  9.4,       22446,    5.8,  38.32,-33.488404,155.125545,-53.7,  286.5,                  
        4668,    22451,  38.29,-53.7, 1.33,-84.7, 83.3,  9.4,       22451,    5.6,  38.29,-33.488429,155.125440,-53.7,  286.8,                  
        4669,    22457,  38.26,-53.6, 1.32,-84.7, 84.1,  9.4,       22457,    5.4,  38.26,-33.488453,155.125340,-53.6,  287.0,                  
        4670,    22462,  38.22,-53.6, 1.31,-84.7, 85.0,  9.4,       22462,    5.3,  38.22,-33.488477,155.125247,-53.6,  287.1,                  
        4671,    22467,  38.19,-53.6, 1.31,-84.7, 86.0,  9.4,       22467,    5.4,  38.19,-33.488499,155.125160,-53.6,  287.3,                  
        4672,    22473,  38.16,-53.6, 1.30,-84.7, 86.9,  9.4,       22473,    5.5,  38.16,-33.488517,155.125079,-53.6,  287.5,                  
        4673,    22478,  38.13,-53.6, 1.29,-84.8, 87.9,  9.5,       22478,    5.5,  38.13,-33.488527,155.125001,-53.6,  287.7,                  
        4674,    22484,  38.09,-53.6, 1.29,-84.8, 89.0,  9.5,       22484,    5.6,  38.09,-33.488528,155.124923,-53.6,  287.8,                  
        4675,    22490,  38.06,-53.6, 1.28,-84.8, 90.0,  9.6,       22490,    5.6,  38.06,-33.488522,155.124843,-53.6,  287.9,                  
        4676,    22495,  38.03,-53.6, 1.28,-84.8, 91.0,  9.7,       22495,    5.7,  38.03,-33.488513,155.124759,-53.6,  288.2,                  
        4677,    22501,  37.99,-53.5, 1.27,-84.8, 92.0,  9.7,       22501,    5.6,  37.99,-33.488501,155.124671,-53.5,  288.4,                  
        4678,    22507,  37.96,-53.5, 1.27,-84.8, 93.0,  9.8,       22507,    5.6,  37.96,-33.488488,155.124578,-53.5,  288.7,                  
        4679,    22512,  37.93,-53.4, 1.26,-84.8, 93.9,  9.9,       22512,    5.6,  37.93,-33.488471,155.124478,-53.4,  289.0,                  
        4680,    22518,  37.89,-53.3, 1.26,-84.7, 94.6, 10.0,       22518,    5.5,  37.89,-33.488452,155.124373,-53.3,  289.3,                  
        4681,    22523,  37.86,-53.2, 1.25,-84.7, 95.2, 10.1,       22523,    5.3,  37.86,-33.488432,155.124263,-53.2,  289.7,          PiTiUi  
        4682,    22528,  37.83,-53.2, 1.25,-84.7, 95.8, 10.2,       22528,    5.2,  37.83,-33.488415,155.124153,-53.2,  290.0,                  
        4683,    22533,  37.80,-53.1, 1.25,-84.7, 96.4, 10.3,       22533,    5.1,  37.80,-33.488401,155.124042,-53.1,  290.2,                  
        4684,    22538,  37.77,-53.0, 1.24,-84.6, 97.1, 10.4,       22538,    5.2,  37.77,-33.488391,155.123929,-53.0,  290.5,                  
        4685,    22544,  37.74,-53.0, 1.24,-84.6, 97.7, 10.6,       22544,    5.3,  37.74,-33.488380,155.123813,-53.0,  290.9,                  
        4686,    22549,  37.71,-52.9, 1.24,-84.6, 98.3, 10.7,       22549,    5.3,  37.71,-33.488365,155.123693,-52.9,  291.1,                  
        4687,    22554,  37.68,-52.9, 1.24,-84.6, 98.8, 10.9,       22554,    5.3,  37.68,-33.488345,155.123571,-52.9,  291.2,                  
        4688,    22560,  37.65,-53.0, 1.24,-84.6, 99.2, 11.0,       22560,    5.2,  37.65,-33.488324,155.123446,-53.0,  291.3,                  
        4689,    22565,  37.62,-53.0, 1.24,-84.6, 99.6, 11.2,       22565,    5.2,  37.62,-33.488301,155.123321,-53.0,  291.4,                  
        4690,    22570,  37.59,-53.0, 1.23,-84.6, 99.9, 11.3,       22570,    5.1,  37.59,-33.488278,155.123196,-53.0,  291.4,                  
        4691,    22575,  37.56,-53.0, 1.23,-84.6,100.1, 11.5,       22575,    5.1,  37.56,-33.488253,155.123069,-53.0,  291.5,                  
        4692,    22580,  37.53,-53.0, 1.23,-84.6,100.3, 11.6,       22580,    5.1,  37.53,-33.488227,155.122940,-53.0,  291.6,                  
        4693,    22585,  37.50,-53.0, 1.23,-84.6,100.4, 11.8,       22585,    5.2,  37.50,-33.488201,155.122809,-53.0,  291.8,  d v             
        4694,    22591,  37.47,-53.0, 1.24,-84.6,100.4, 11.9,       22591,    5.4,  37.47,-33.488176,155.122680,-53.0,  291.9,                  
        4695,    22596,  37.44,-53.0, 1.24,-84.6,100.4, 12.0,       22596,    5.5,  37.44,-33.488152,155.122553,-53.0,  292.1,                  
        4696,    22602,  37.40,-53.0, 1.24,-84.6,100.3, 12.2,       22602,    5.7,  37.40,-33.488129,155.122426,-53.0,  292.2,                  
        4697,    22608,  37.37,-53.0, 1.24,-84.6,100.1, 12.3,       22608,    5.7,  37.37,-33.488102,155.122298,-53.0,  292.3,                  
        4698,    22613,  37.34,-53.1, 1.24,-84.7,100.0, 12.4,       22613,    5.5,  37.34,-33.488073,155.122169,-53.1,  292.4,                  
        4699,    22618,  37.31,-53.1, 1.24,-84.7, 99.7, 12.5,       22618,    5.2,  37.31,-33.488042,155.122040,-53.1,  292.5,                  
        4700,    22623,  37.28,-53.0, 1.24,-84.6, 99.5, 12.6,       22623,    5.0,  37.28,-33.488013,155.121912,-53.0,  292.7,                  
        4701,    22628,  37.25,-53.0, 1.24,-84.6, 99.2, 12.7,       22628,    4.9,  37.25,-33.487987,155.121785,-53.0,  293.0,                  
        4702,    22633,  37.22,-52.9, 1.24,-84.5, 98.8, 12.8,       22633,    5.0,  37.22,-33.487962,155.121654,-52.9,  293.3,                  
        4703,    22638,  37.19,-52.8, 1.24,-84.5, 98.5, 12.8,       22638,    5.3,  37.19,-33.487937,155.121518,-52.8,  293.7,                  
        4704,    22644,  37.16,-52.7, 1.24,-84.4, 98.1, 12.9,       22644,    5.5,  37.16,-33.487912,155.121375,-52.7,  294.0,                  
        4705,    22650,  37.13,-52.7, 1.24,-84.4, 97.7, 13.0,       22650,    5.7,  37.13,-33.487890,155.121229,-52.7,  294.3,                  
        4706,    22655,  37.09,-52.6, 1.24,-84.3, 97.3, 13.0,       22655,    5.7,  37.09,-33.487872,155.121081,-52.6,  294.5,                  
        4707,    22661,  37.06,-52.6, 1.24,-84.3, 96.8, 13.1,       22661,    5.5,  37.06,-33.487860,155.120933,-52.6,  294.7,                  
        4708,    22666,  37.03,-52.6, 1.24,-84.3, 96.4, 13.2,       22666,    5.3,  37.03,-33.487853,155.120783,-52.6,  295.0,                  
        4709,    22671,  37.00,-52.6, 1.24,-84.3, 96.0, 13.2,       22671,    5.1,  37.00,-33.487847,155.120631,-52.6,  295.2,                  
        4710,    22676,  36.97,-52.5, 1.24,-84.3, 95.5, 13.3,       22676,    4.9,  36.97,-33.487843,155.120476,-52.5,  295.3,                  
        4711,    22681,  36.95,-52.5, 1.24,-84.2, 95.1, 13.3,       22681,    4.9,  36.95,-33.487841,155.120322,-52.5,  295.5,                  
        4712,    22686,  36.92,-52.5, 1.24,-84.2, 94.7, 13.3,       22686,    4.9,  36.92,-33.487841,155.120174,-52.5,  295.6,                  
        4713,    22691,  36.89,-52.5, 1.24,-84.2, 94.3, 13.4,       22691,    5.0,  36.89,-33.487841,155.120031,-52.5,  295.8,                  
        4714,    22696,  36.86,-52.5, 1.24,-84.2, 93.9, 13.4,       22696,    5.2,  36.86,-33.487839,155.119893,-52.5,  296.0,                  
        4715,    22702,  36.83,-52.5, 1.24,-84.2, 93.5, 13.5,       22702,    5.5,  36.83,-33.487833,155.119755,-52.5,  296.1,                  
        4716,    22707,  36.80,-52.5, 1.24,-84.2, 93.2, 13.5,       22707,    5.6,  36.80,-33.487822,155.119616,-52.5,  296.3,                  
        4717,    22713,  36.77,-52.5, 1.24,-84.2, 92.8, 13.6,       22713,    5.5,  36.77,-33.487808,155.119474,-52.5,  296.4,                  
        4718,    22718,  36.73,-52.5, 1.24,-84.2, 92.5, 13.6,       22718,    5.5,  36.73,-33.487795,155.119334,-52.5,  296.5,                  
        4719,    22724,  36.70,-52.5, 1.24,-84.2, 92.2, 13.7,       22724,    5.4,  36.70,-33.487786,155.119195,-52.5,  296.6,                  
        4720,    22729,  36.67,-52.5, 1.25,-84.2, 91.9, 13.7,       22729,    5.4,  36.67,-33.487782,155.119057,-52.5,  296.7,                  
        4721,    22734,  36.64,-52.5, 1.25,-84.2, 91.6, 13.7,       22734,    5.5,  36.64,-33.487786,155.118918,-52.5,  296.8,                  
        4722,    22740,  36.61,-52.5, 1.25,-84.2, 91.3, 13.8,       22740,    5.6,  36.61,-33.487794,155.118775,-52.5,  297.0,                  
        4723,    22746,  36.58,-52.5, 1.25,-84.2, 91.1, 13.8,       22746,    5.6,  36.58,-33.487806,155.118628,-52.5,  297.2,                  
        4724,    22751,  36.55,-52.5, 1.25,-84.2, 90.9, 13.9,       22751,    5.6,  36.55,-33.487818,155.118479,-52.5,  297.4,                  
        4725,    22757,  36.52,-52.5, 1.25,-84.2, 90.7, 13.9,       22757,    5.7,  36.52,-33.487830,155.118331,-52.5,  297.5,                  
        4726,    22763,  36.48,-52.5, 1.25,-84.2, 90.4, 14.0,       22763,    5.7,  36.48,-33.487838,155.118181,-52.5,  297.7,                  
        4727,    22768,  36.45,-52.4, 1.25,-84.2, 90.2, 14.0,       22768,    5.7,  36.45,-33.487840,155.118029,-52.4,  297.9,                  
        4728,    22774,  36.42,-52.4, 1.25,-84.1, 90.0, 14.0,       22774,    5.6,  36.42,-33.487835,155.117875,-52.4,  298.1,                  
        4729,    22780,  36.39,-52.4, 1.25,-84.1, 89.8, 14.1,       22780,    5.5,  36.39,-33.487825,155.117722,-52.4,  298.2,                  
        4730,    22785,  36.36,-52.4, 1.25,-84.1, 89.6, 14.1,       22785,    5.4,  36.36,-33.487812,155.117569,-52.4,  298.4,                  
        4731,    22790,  36.33,-52.4, 1.25,-84.1, 89.4, 14.1,       22790,    5.4,  36.33,-33.487801,155.117417,-52.4,  298.6,                  
        4732,    22796,  36.30,-52.4, 1.25,-84.1, 89.2, 14.2,       22796,    5.4,  36.30,-33.487791,155.117262,-52.4,  298.7,                  
        4733,    22801,  36.27,-52.4, 1.25,-84.1, 89.0, 14.2,       22801,    5.2,  36.27,-33.487783,155.117103,-52.4,  298.9,                  
        4734,    22806,  36.24,-52.4, 1.25,-84.1, 88.8, 14.2,       22806,    5.2,  36.24,-33.487778,155.116943,-52.4,  298.9,                  
        4735,    22811,  36.21,-52.4, 1.25,-84.1, 88.6, 14.2,       22811,    5.3,  36.21,-33.487778,155.116783,-52.4,  299.0,                  
        4736,    22817,  36.18,-52.4, 1.25,-84.1, 88.4, 14.2,       22817,    5.3,  36.18,-33.487782,155.116626,-52.4,  299.1,                  
        4737,    22822,  36.15,-52.5, 1.26,-84.1, 88.2, 14.2,       22822,    5.3,  36.15,-33.487789,155.116472,-52.5,  299.2,                  
        4738,    22827,  36.12,-52.5, 1.26,-84.2, 88.0, 14.2,       22827,    5.2,  36.12,-33.487796,155.116317,-52.5,  299.3,                  
        4739,    22832,  36.09,-52.5, 1.26,-84.2, 87.8, 14.1,       22832,    5.2,  36.09,-33.487802,155.116158,-52.5,  299.3,                  
        4740,    22838,  36.06,-52.6, 1.26,-84.2, 87.5, 14.1,       22838,    5.3,  36.06,-33.487808,155.115996,-52.6,  299.4,                  
        4741,    22843,  36.03,-52.6, 1.26,-84.2, 87.3, 14.1,       22843,    5.6,  36.03,-33.487816,155.115833,-52.6,  299.4,                  
        4742,    22849,  36.00,-52.6, 1.26,-84.2, 87.1, 14.0,       22849,    5.8,  36.00,-33.487826,155.115671,-52.6,  299.5,                  
        4743,    22855,  35.97,-52.6, 1.26,-84.2, 86.9, 14.0,       22855,    5.8,  35.97,-33.487837,155.115511,-52.6,  299.7,                  
        4744,    22860,  35.93,-52.6, 1.26,-84.2, 86.6, 14.0,       22861,    5.6,  35.93,-33.487847,155.115353,-52.6,  299.9,                  
        4745,    22866,  35.90,-52.5, 1.26,-84.1, 86.4, 13.9,       22866,    5.4,  35.90,-33.487858,155.115198,-52.5,  300.2,                  
        4746,    22871,  35.88,-52.5, 1.27,-84.1, 86.2, 13.8,       22871,    5.3,  35.88,-33.487871,155.115048,-52.5,  300.4,                  
        4747,    22877,  35.85,-52.4, 1.27,-84.1, 86.0, 13.8,       22877,    5.3,  35.85,-33.487887,155.114905,-52.4,  300.7,                  
        4748,    22882,  35.82,-52.4, 1.27,-84.1, 85.8, 13.7,       22882,    5.3,  35.82,-33.487904,155.114767,-52.4,  300.8,                  
        4749,    22887,  35.79,-52.5, 1.27,-84.1, 85.6, 13.6,       22887,    5.4,  35.79,-33.487920,155.114629,-52.5,  300.9,                  
        4750,    22893,  35.76,-52.5, 1.27,-84.1, 85.4, 13.5,       22893,    5.4,  35.76,-33.487933,155.114489,-52.5,  301.0,                  
        4751,    22898,  35.73,-52.5, 1.27,-84.1, 85.2, 13.5,       22898,    5.3,  35.73,-33.487942,155.114348,-52.5,  301.1,                  
        4752,    22903,  35.70,-52.5, 1.27,-84.1, 85.0, 13.4,       22903,    5.2,  35.70,-33.487947,155.114206,-52.5,  301.2,                  
        4753,    22908,  35.67,-52.5, 1.27,-84.1, 84.9, 13.3,       22908,    5.3,  35.67,-33.487954,155.114065,-52.5,  301.3,                  
        4754,    22914,  35.64,-52.5, 1.27,-84.1, 84.7, 13.2,       22914,    5.5,  35.64,-33.487962,155.113926,-52.5,  301.4,                  
        4755,    22919,  35.61,-52.5, 1.27,-84.1, 84.6, 13.1,       22919,    5.5,  35.61,-33.487972,155.113786,-52.5,  301.5,                  
        4756,    22925,  35.58,-52.5, 1.27,-84.1, 84.4, 13.1,       22925,    5.5,  35.58,-33.487982,155.113645,-52.5,  301.7,                  
        4757,    22930,  35.55,-52.5, 1.28,-84.1, 84.3, 13.0,       22930,    5.5,  35.55,-33.487992,155.113504,-52.5,  301.8,                  
        4758,    22936,  35.52,-52.5, 1.28,-84.1, 84.2, 12.9,       22936,    5.4,  35.52,-33.488003,155.113367,-52.5,  302.0,                  
        4759,    22941,  35.49,-52.5, 1.28,-84.1, 84.1, 12.8,       22941,    5.4,  35.49,-33.488017,155.113234,-52.5,  302.1,                  
        4760,    22947,  35.46,-52.5, 1.28,-84.1, 84.0, 12.7,       22947,    5.5,  35.46,-33.488035,155.113103,-52.5,  302.2,                  
        4761,    22952,  35.43,-52.5, 1.28,-84.1, 83.9, 12.6,       22952,    5.6,  35.43,-33.488053,155.112972,-52.5,  302.3,                  
        4762,    22958,  35.40,-52.6, 1.28,-84.1, 83.9, 12.6,       22958,    5.6,  35.40,-33.488071,155.112841,-52.6,  302.4,                  
        4763,    22963,  35.37,-52.6, 1.28,-84.1, 83.8, 12.5,       22963,    5.5,  35.37,-33.488087,155.112709,-52.6,  302.5,                  
        4764,    22969,  35.34,-52.6, 1.28,-84.1, 83.8, 12.4,       22969,    5.5,  35.34,-33.488102,155.112577,-52.6,  302.6,  d v             
        4765,    22974,  35.31,-52.6, 1.28,-84.1, 83.8, 12.3,       22974,    5.6,  35.31,-33.488114,155.112446,-52.6,  302.8,                  
        4766,    22980,  35.28,-52.6, 1.28,-84.1, 83.9, 12.2,       22980,    5.8,  35.28,-33.488123,155.112314,-52.6,  302.9,                  
        4767,    22986,  35.24,-52.6, 1.28,-84.1, 83.9, 12.2,       22986,    6.1,  35.24,-33.488128,155.112182,-52.6,  303.1,                  
        4768,    22992,  35.21,-52.5, 1.28,-84.1, 84.0, 12.1,       22992,    6.0,  35.21,-33.488130,155.112051,-52.5,  303.4,                  
        4769,    22998,  35.18,-52.5, 1.28,-84.1, 84.1, 12.0,       22998,    5.7,  35.18,-33.488134,155.111923,-52.5,  303.5,                  
        4770,    23003,  35.15,-52.5, 1.28,-84.1, 84.2, 11.9,       23003,    5.3,  35.15,-33.488141,155.111798,-52.5,  303.7,                  
        4771,    23008,  35.12,-52.5, 1.28,-84.1, 84.4, 11.8,       23008,    5.2,  35.12,-33.488152,155.111673,-52.5,  303.8,                  
        4772,    23014,  35.09,-52.5, 1.28,-84.1, 84.6, 11.8,       23014,    5.4,  35.09,-33.488168,155.111545,-52.5,  304.0,                  
        4773,    23020,  35.06,-52.5, 1.28,-84.1, 84.8, 11.7,       23020,    5.7,  35.06,-33.488188,155.111413,-52.5,  304.1,                  
        4774,    23025,  35.03,-52.5, 1.28,-84.1, 85.1, 11.6,       23025,    5.7,  35.03,-33.488211,155.111281,-52.5,  304.3,                  
        4775,    23031,  35.00,-52.5, 1.28,-84.1, 85.4, 11.5,       23031,    5.6,  35.00,-33.488236,155.111152,-52.5,  304.4,                  
        4776,    23036,  34.97,-52.5, 1.27,-84.1, 85.8, 11.5,       23036,    5.3,  34.97,-33.488260,155.111026,-52.5,  304.6,                  
        4777,    23041,  34.94,-52.5, 1.27,-84.1, 86.2, 11.4,       23041,    5.2,  34.94,-33.488280,155.110904,-52.5,  304.7,                  
        4778,    23047,  34.91,-52.5, 1.27,-84.1, 86.6, 11.3,       23047,    5.2,  34.91,-33.488294,155.110783,-52.5,  304.9,                  
        4779,    23052,  34.89,-52.5, 1.27,-84.1, 87.1, 11.3,       23052,    5.2,  34.89,-33.488303,155.110662,-52.5,  305.1,                  
        4780,    23057,  34.86,-52.5, 1.27,-84.1, 87.6, 11.2,       23057,    5.3,  34.86,-33.488306,155.110545,-52.5,  305.2,                  
        4781,    23062,  34.83,-52.5, 1.27,-84.1, 88.1, 11.2,       23062,    5.3,  34.83,-33.488307,155.110434,-52.5,  305.3,                  
        4782,    23068,  34.80,-52.5, 1.26,-84.1, 88.7, 11.2,       23068,    5.3,  34.80,-33.488307,155.110328,-52.5,  305.4,                  
        4783,    23073,  34.77,-52.5, 1.26,-84.1, 89.3, 11.1,       23073,    5.3,  34.77,-33.488308,155.110223,-52.5,  305.6,                  
        4784,    23078,  34.74,-52.5, 1.26,-84.2, 90.0, 11.1,       23078,    5.3,  34.74,-33.488310,155.110114,-52.5,  305.7,                  
        4785,    23083,  34.71,-52.5, 1.26,-84.2, 90.6, 11.1,       23083,    5.2,  34.71,-33.488312,155.110001,-52.5,  305.8,                  
        4786,    23089,  34.69,-52.5, 1.26,-84.2, 91.3, 11.1,       23089,    5.2,  34.69,-33.488314,155.109889,-52.5,  305.9,                  
        4787,    23094,  34.66,-52.5, 1.25,-84.2, 92.0, 11.1,       23094,    5.2,  34.66,-33.488315,155.109778,-52.5,  306.1,                  
        4788,    23099,  34.63,-52.5, 1.25,-84.2, 92.7, 11.1,       23099,    5.2,  34.63,-33.488314,155.109671,-52.5,  306.3,                  
        4789,    23104,  34.60,-52.5, 1.25,-84.2, 93.3, 11.2,       23104,    5.2,  34.60,-33.488309,155.109563,-52.5,  306.4,                  
        4790,    23109,  34.58,-52.5, 1.25,-84.2, 94.0, 11.2,       23109,    5.1,  34.58,-33.488298,155.109450,-52.5,  306.5,                  
        4791,    23114,  34.55,-52.5, 1.25,-84.2, 94.7, 11.3,       23114,    5.0,  34.55,-33.488282,155.109329,-52.5,  306.6,                  
        4792,    23119,  34.52,-52.5, 1.25,-84.2, 95.3, 11.3,       23119,    4.9,  34.52,-33.488263,155.109203,-52.5,  306.8,                  
